N	3gram	Bakhtin_Pr_5	Problemy
1	с точки зрения	2	13
2	в этом смысле	3	10
3	о себе самом	5	9
4	в то же	10	9
5	то же время	10	9
6	по отношению к	6	8
7	в его целом	2	6
8	в том что	2	6
9	и в этом	2	5
10	в романах достоевского	4	5
11	в конце концов	3	5
12	но в то	4	5
13	в творчестве достоевского	4	4
14	в мире достоевского	3	4
15	человек из подполья	7	4
16	не может быть	3	4
17	на самом деле	9	4
18	самого героя и	2	3
19	же время не	3	3
20	в произведениях достоевского	2	3
21	героя и его	2	3
22	с другой стороны	3	3
23	как раз и	2	3
24	подобно тому как	2	3
25	во всяком случае	4	3
26	в большинстве случаев	2	2
27	и не может	2	2
28	человека из подполья	13	2
29	можно было бы	2	2
30	бы то ни	3	2
31	к нему и	4	2
32	именно потому что	2	2
33	слово о себе	4	2
34	в одном сознании	2	2
35	и в то	2	2
36	записок из подполья	3	2
37	но все же	2	2
