N	2gram	Vygotskiy__1	Narrotol
1	не только	16	32
2	может быть	14	25
3	но и	14	23
4	в качестве	9	21
5	и не	9	20
6	и в	23	19
7	в том	24	18
8	в этом	17	17
9	в частности	2	14
10	том что	21	14
11	не в	4	14
12	а не	3	12
13	представляет собой	11	12
14	то что	17	11
15	а в	2	11
16	не может	12	10
17	точки зрения	26	10
18	при этом	4	9
19	так и	5	9
20	в его	14	9
21	с другой	10	8
22	не является	9	8
23	в себе	6	8
24	и т.д	5	7
25	как и	14	7
26	к тому	4	7
27	все же	3	7
28	как в	4	7
29	по отношению	7	7
30	с одной	8	7
31	одной стороны	9	7
32	с его	4	6
33	что он	7	6
34	отношению к	7	6
35	но не	4	6
36	именно в	6	6
37	тем самым	5	6
38	как это	2	6
39	иначе говоря	2	6
40	о том	6	6
41	но в	5	6
42	и как	5	5
43	нуждается в	2	5
44	по себе	5	5
45	можно сказать	5	5
46	уже не	2	5
47	и его	6	5
48	в данном	2	5
49	в основе	8	5
50	между двумя	2	5
51	в этой	7	5
52	за собой	2	4
53	перед нами	5	4
54	точку зрения	2	4
55	прежде всего	10	4
56	одного из	3	4
57	то же	8	4
58	но все	2	4
59	в силу	6	4
60	если не	3	4
61	же время	2	4
62	было бы	4	4
63	связи с	3	4
64	вслед за	2	4
65	как бы	11	4
66	речь идет	2	4
67	и тем	6	4
68	хотя бы	4	4
69	данном случае	2	4
70	другой стороны	9	4
71	из которых	3	4
72	не столько	4	4
73	сказать что	11	4
74	только в	6	4
75	и с	9	4
76	а с	4	3
77	же как	6	3
78	что в	14	3
79	могут быть	3	3
80	никогда не	2	3
81	уже в	3	3
82	из этих	3	3
83	в свою	4	3
84	ни в	4	3
85	может не	3	3
86	что они	3	3
87	свою очередь	3	3
88	в сущности	6	3
89	хотя и	2	3
90	он не	5	3
91	и даже	2	3
92	один из	2	3
93	не с	2	3
94	как говорит	2	3
95	в первом	2	3
96	жизни и	2	3
97	когда он	2	3
98	в ее	2	3
99	на него	2	3
100	этом отношении	4	3
101	который по	2	3
102	как мы	5	3
103	столь же	6	3
104	и на	8	3
105	между тем	9	3
106	тем что	6	3
107	по своей	5	3
108	в то	7	3
109	что это	3	3
110	в известном	2	2
111	независимо от	6	2
112	по всей	2	2
113	между собой	5	2
114	которая в	2	2
115	в своем	3	2
116	что у	2	2
117	в какой	5	2
118	в противоположность	2	2
119	или даже	2	2
120	от всех	3	2
121	не могло	3	2
122	в собственном	5	2
123	идет о	2	2
124	что именно	3	2
125	на первый	2	2
126	известном смысле	2	2
127	по существу	4	2
128	ту или	2	2
129	между ними	2	2
130	в значительной	2	2
131	как известно	3	2
132	для него	2	2
133	она не	3	2
134	несмотря на	2	2
135	значительной степени	2	2
136	наконец в	2	2
137	и потому	2	2
138	даже в	2	2
139	не имеет	2	2
140	основные свойства	3	2
141	говоря словами	3	2
142	и до	2	2
143	приводит к	4	2
144	который в	3	2
145	во всей	4	2
146	так же	16	2
147	как раз	4	2
148	отношения к	3	2
149	все эти	4	2
150	в двух	2	2
151	ключ к	2	2
152	самом деле	3	2
153	что мы	5	2
154	с точки	18	2
155	можно было	3	2
156	в результате	4	2
157	тем более	5	2
158	одну из	4	2
159	одно из	2	2
160	всей его	3	2
161	и ее	7	2
162	приходит к	3	2
163	говорить о	2	2
164	этого слова	4	2
165	и все	5	2
166	представляют собой	2	2
167	ничего не	3	2
168	о чем	2	2
