N	2gram	Vygotskiy__3	Myshleni
1	в этом	13	29
2	точки зрения	16	28
3	и в	38	26
4	не только	12	24
5	то что	35	24
6	таким образом	12	23
7	с точки	9	21
8	представляет собой	2	19
9	того чтобы	9	19
10	в том	25	18
11	и не	10	18
12	для того	8	18
13	том что	14	17
14	потому что	14	16
15	как и	8	15
16	того что	4	14
17	так же	2	14
18	так как	6	14
19	как мы	7	14
20	что в	20	12
21	вместе с	5	12
22	и его	6	12
23	в которой	5	11
24	но и	5	11
25	не может	7	11
26	что они	4	10
27	по своему	4	9
28	тому что	6	9
29	в самом	25	9
30	в сущности	10	9
31	тем что	3	9
32	в себе	4	9
33	то же	10	8
34	что она	16	8
35	сказать что	4	8
36	что он	11	8
37	ее в	4	8
38	той же	2	8
39	только в	4	8
40	самого начала	6	7
41	к тому	6	7
42	с самого	6	7
43	может быть	19	7
44	и к	3	7
45	мы не	5	7
46	и то	8	7
47	в какой	5	6
48	иначе как	2	6
49	мы могли	4	6
50	и тем	3	6
51	заключается в	7	6
52	как на	3	6
53	как бы	14	6
54	между собой	2	6
55	в ее	7	6
56	и что	18	6
57	было бы	12	6
58	во всех	4	6
59	все эти	4	6
60	все же	8	6
61	самом деле	21	6
62	а не	7	6
63	что это	10	6
64	что эта	4	6
65	с этой	2	5
66	оно есть	2	5
67	что с	4	5
68	до конца	2	5
69	одной стороны	5	5
70	если бы	14	5
71	и следовательно	2	5
72	в виду	4	5
73	и значение	3	5
74	в целом	4	5
75	данном случае	2	5
76	с одной	6	5
77	оба эти	3	5
78	никак не	7	5
79	одно из	2	5
80	же самое	10	5
81	могли бы	5	5
82	бы в	3	5
83	как это	6	5
84	мы нашли	2	5
85	с тем	8	5
86	из всех	3	5
87	в силу	2	5
88	в качестве	2	5
89	она не	6	5
90	только что	2	5
91	же мере	2	5
92	если мы	6	5
93	в речи	3	5
94	и для	4	5
95	что этот	4	5
96	в данном	2	5
97	не могут	2	4
98	никогда не	4	4
99	что у	7	4
100	с другой	7	4
101	в конце	2	4
102	в такой	3	4
103	не можем	4	4
104	на то	16	4
105	так что	8	4
106	имеет место	2	4
107	в котором	6	4
108	целый ряд	2	4
109	то и	3	4
110	и наконец	2	4
111	и во	2	4
112	в его	5	4
113	о том	6	4
114	но в	3	4
115	как в	4	4
116	нами в	2	4
117	что оно	2	4
118	в той	5	4
119	не в	12	4
120	это есть	2	4
121	и только	3	4
122	показать что	7	4
123	едва ли	3	4
124	я не	5	3
125	и другое	4	3
126	друг другу	2	3
127	для этого	2	3
128	все это	3	3
129	из этих	3	3
130	том и	2	3
131	тенденцию к	2	3
132	одно и	3	3
133	уяснить себе	2	3
134	но это	3	3
135	такой же	2	3
136	есть в	2	3
137	очевидно что	2	3
138	для него	2	3
139	совпадает с	2	3
140	в ней	15	3
141	в основе	3	3
142	смысле этого	2	3
143	из двух	3	3
144	но мы	2	3
145	мы видели	6	3
146	в первой	2	3
147	как к	2	3
148	но только	8	3
149	в самой	4	3
150	и по	2	3
151	он не	6	3
152	мы уже	7	3
153	что эти	4	3
154	с ним	2	3
155	состоит в	3	3
156	были бы	3	3
157	в то	3	3
158	и столь	2	3
159	в одной	2	3
160	до сих	6	3
161	мы в	2	3
162	и о	3	3
163	этого слова	2	3
164	двух планов	2	3
165	что и	4	3
166	не совпадает	2	3
167	в своей	5	3
168	плана в	4	3
169	сих пор	5	3
170	как раз	8	3
171	все больше	2	3
172	на самом	2	3
173	мы видим	12	3
174	мы можем	7	3
175	в этой	13	3
176	наших глазах	2	3
177	же точно	2	3
178	перед нами	8	2
179	что если	4	2
180	казалось бы	5	2
181	она должна	3	2
182	в этих	2	2
183	столь же	2	2
184	можем не	2	2
185	одного из	2	2
186	что все	3	2
187	то время	2	2
188	и вместе	2	2
189	показывает что	2	2
190	его к	2	2
191	для нас	8	2
192	ни в	3	2
193	что его	2	2
194	свою очередь	2	2
195	больше и	3	2
196	и психологическое	2	2
197	противоречие между	2	2
198	в свою	4	2
199	несмотря на	5	2
200	не мог	4	2
201	и той	2	2
202	или в	5	2
203	но если	4	2
204	все те	2	2
205	один из	6	2
206	в нем	4	2
207	есть только	2	2
208	с ее	2	2
209	то как	2	2
210	развития и	2	2
211	отношения к	2	2
212	которых мы	6	2
213	одновременно и	3	2
214	сущности говоря	7	2
215	и муравей	3	2
216	совершенно в	2	2
217	время как	4	2
218	и больше	2	2
219	не имеет	6	2
220	который мы	3	2
221	а в	7	2
222	в своих	4	2
223	в которых	6	2
224	но он	2	2
225	и ничего	2	2
226	к его	2	2
227	его в	3	2
228	к этой	2	2
229	что по	3	2
230	поэзии и	2	2
231	и которые	3	2
232	признать что	2	2
233	нельзя не	2	2
234	о человеке	2	2
235	с этим	8	2
236	к этому	3	2
237	вовсе не	8	2
238	остановиться на	2	2
239	и здесь	6	2
240	она может	3	2
241	раз в	4	2
242	у нас	2	2
243	идет о	4	2
244	лучшем случае	2	2
245	слов и	2	2
246	со всеми	2	2
247	совершенно не	5	2
248	наряду с	3	2
249	мы говорили	3	2
250	время в	5	2
251	к ней	2	2
252	о которых	9	2
253	благодаря этому	2	2
254	из этого	8	2
255	что же	2	2
256	внимание на	2	2
257	того как	3	2
258	которое мы	3	2
259	должны были	2	2
260	одной и	2	2
261	она в	3	2
262	говорит что	8	2
263	что не	3	2
264	из которых	4	2
265	в лучшем	2	2
266	какой мере	2	2
267	не иначе	2	2
268	во всяком	2	2
269	на деле	4	2
270	и ее	2	2
271	не могла	2	2
272	ничего не	2	2
