N	2gram	Voloshinov_1	Psycholo
1	в том	4	37
2	и в	15	32
3	и что	3	22
4	том что	5	21
5	то что	10	21
6	таким образом	21	21
7	в искусстве	3	21
8	потому что	4	21
9	что в	6	20
10	может быть	13	18
11	что и	2	17
12	не может	13	17
13	точки зрения	13	17
14	что она	2	16
15	самом деле	7	16
16	того чтобы	2	14
17	что он	8	13
18	при этом	7	13
19	то же	7	13
20	в этом	13	13
21	художественной формы	2	12
22	по себе	2	12
23	если мы	5	12
24	в самом	6	12
25	не только	5	12
26	так как	9	12
27	было бы	6	11
28	в основе	3	11
29	как и	6	10
30	но и	4	10
31	и не	16	10
32	с точки	10	10
33	никогда не	7	9
34	что все	5	9
35	что при	2	9
36	как в	3	9
37	в своих	4	9
38	что это	3	8
39	не менее	3	8
40	не в	4	8
41	той же	2	8
42	того что	2	8
43	к тому	4	7
44	мы знаем	7	7
45	а не	2	7
46	все эти	9	7
47	и его	15	7
48	сказать что	6	7
49	в психологии	2	7
50	только в	6	7
51	все время	4	6
52	в этой	5	6
53	тот же	5	6
54	он не	4	6
55	как бы	11	6
56	те же	4	6
57	формы и	2	6
58	к психологии	2	6
59	если бы	3	6
60	сейчас же	2	5
61	отнюдь не	2	5
62	на все	2	5
63	в ней	5	5
64	далеко не	4	5
65	до сих	3	5
66	сих пор	3	5
67	все это	5	5
68	как раз	2	5
69	этом отношении	2	5
70	на самом	2	5
71	только на	2	5
72	и даже	2	5
73	как на	3	5
74	и на	3	5
75	в то	6	5
76	сам по	2	4
77	от того	3	4
78	в жизни	5	4
79	тем не	2	4
80	в чем	4	4
81	материал для	2	4
82	которые мы	2	4
83	из этого	2	4
84	совершенно не	2	4
85	и по	5	4
86	в нем	4	4
87	все же	5	4
88	жизни и	5	4
89	и до	3	4
90	данном случае	3	4
91	а в	6	4
92	и все	4	4
93	таким путем	2	4
94	и для	2	4
95	в данном	3	4
96	тому что	3	4
97	и с	7	4
98	знаем что	3	4
99	могут быть	6	4
100	с этим	6	4
101	в целом	2	4
102	ничего не	2	4
103	в сознании	3	4
104	между тем	2	4
105	не могут	3	3
106	главным образом	4	3
107	полагают что	3	3
108	для этого	4	3
109	хотя бы	7	3
110	и к	7	3
111	об этом	4	3
112	нашего сознания	3	3
113	до конца	5	3
114	в свою	2	3
115	в своей	9	3
116	один из	4	3
117	с ее	3	3
118	так и	10	3
119	во всех	8	3
120	и ее	3	3
121	бы и	2	3
122	в отношении	2	3
123	что же	4	3
124	это только	2	3
125	на этом	5	3
126	еще более	2	3
127	и вот	6	3
128	должны быть	3	3
129	в нас	2	3
130	в каком	3	3
131	и то	2	3
132	ни на	2	3
133	мы должны	7	3
134	думать что	2	3
135	но в	9	3
136	мы не	4	3
137	мы можем	12	3
138	в узком	2	2
139	не существует	3	2
140	ранк и	2	2
141	в самых	2	2
142	этих двух	2	2
143	с его	8	2
144	в сознание	9	2
145	психологии и	2	2
146	с бессознательным	5	2
147	все что	9	2
148	это не	2	2
149	с другими	5	2
150	во сне	2	2
151	в одном	3	2
152	во всяком	4	2
153	сводится к	3	2
154	ни в	6	2
155	объясняется и	2	2
156	же время	5	2
157	и при	3	2
158	бессознательного и	3	2
159	еще не	7	2
160	но не	5	2
161	она не	2	2
162	и часто	2	2
163	и тот	2	2
164	вовсе не	2	2
165	душевной жизни	6	2
166	к нему	7	2
167	в его	9	2
168	в него	2	2
169	всяком случае	3	2
170	все те	4	2
171	в ее	4	2
172	оно не	2	2
173	в состоянии	2	2
174	его жизни	6	2
175	в этих	2	2
176	отношение к	7	2
177	в процессе	4	2
178	вместе с	4	2
179	значение в	3	2
180	на него	4	2
181	не остается	3	2
182	при анализе	3	2
183	не было	4	2
184	что оно	2	2
185	роль в	6	2
186	а потому	2	2
187	из того	2	2
188	этой области	3	2
189	бессознательное и	3	2
190	и у	6	2
191	то или	2	2
192	для самого	2	2
193	которой мы	3	2
194	увидим что	4	2
195	в таком	3	2
196	и содержание	3	2
197	но это	2	2
198	их в	2	2
199	в первый	4	2
200	в себе	4	2
201	и таким	2	2
202	в детской	3	2
203	и только	4	2
204	явлений и	2	2
205	ответ на	2	2
206	же с	2	2
