N	2gram	Vinokur_St_3	Myshleni
1	в том	20	42
2	том что	15	35
3	таким образом	10	25
4	в развитии	2	25
5	точки зрения	7	24
6	в этом	24	24
7	в качестве	4	21
8	и в	25	20
9	что в	19	19
10	заключается в	2	18
11	то же	5	16
12	то что	12	15
13	не только	12	15
14	что они	2	14
15	как мы	2	13
16	с другой	5	12
17	в их	3	12
18	потому что	5	12
19	может быть	19	12
20	в целом	4	11
21	в его	12	11
22	с точки	4	11
23	этого слова	2	11
24	того что	5	10
25	на основе	2	10
26	так как	3	10
27	в отношении	2	10
28	мы видим	4	10
29	только в	6	10
30	одной стороны	3	9
31	но и	9	9
32	другой стороны	5	9
33	с одной	2	9
34	между тем	6	9
35	как и	4	9
36	того же	2	9
37	и не	10	8
38	и тем	4	8
39	и что	3	8
40	в результате	2	8
41	тогда когда	2	8
42	этом смысле	4	8
43	было бы	7	8
44	вместе с	2	8
45	и более	3	7
46	как бы	6	7
47	этом отношении	4	7
48	что мы	3	7
49	и тот	2	7
50	в своей	4	7
51	самом деле	2	7
52	а не	5	7
53	тем что	19	7
54	могут быть	2	7
55	уже в	3	6
56	к тому	2	6
57	такого рода	5	6
58	в самом	2	6
59	не может	7	6
60	и на	6	6
61	сказать что	4	6
62	слово в	2	6
63	с тем	4	6
64	что он	19	6
65	той же	2	6
66	никогда не	2	5
67	это не	7	5
68	раньше чем	3	5
69	на то	5	5
70	что такое	7	5
71	не является	3	5
72	если бы	4	5
73	и его	3	5
74	с этим	7	5
75	и к	4	5
76	все же	4	5
77	о том	8	5
78	мы имели	2	5
79	речь идет	2	5
80	так и	5	5
81	как в	6	5
82	для того	2	5
83	все эти	3	5
84	все время	2	4
85	тому что	3	4
86	и только	2	4
87	с этой	3	4
88	и с	4	4
89	состоит в	4	4
90	к этому	3	4
91	его к	2	4
92	в смысле	4	4
93	в сущности	2	4
94	только что	2	4
95	в речи	4	4
96	не в	6	4
97	и для	4	4
98	во всяком	4	4
99	которые в	2	4
100	в области	6	4
101	на этом	3	3
102	не менее	2	3
103	в этих	11	3
104	в какой	3	3
105	что все	3	3
106	так что	11	3
107	в этой	14	3
108	от того	2	3
109	одной из	2	3
110	в виду	2	3
111	всяком случае	4	3
112	один из	2	3
113	со стороны	3	3
114	в связи	3	3
115	то обстоятельство	5	3
116	и других	2	3
117	на его	4	3
118	обстоятельство что	5	3
119	тем как	2	3
120	к которому	3	3
121	но в	5	3
122	и во	2	3
123	но не	2	3
124	внимание на	2	3
125	говорит что	5	3
126	нас к	2	3
127	ни в	5	3
128	в виде	3	3
129	связи с	3	3
130	что эта	2	3
131	в чем	4	3
132	в которой	4	3
133	место в	6	2
134	связана с	4	2
135	такой же	2	2
136	все более	2	2
137	существует в	2	2
138	в каждом	4	2
139	прежде всего	10	2
140	что если	2	2
141	в свою	2	2
142	для него	3	2
143	что это	16	2
144	и у	2	2
145	том чтобы	2	2
146	не совсем	2	2
147	в ней	4	2
148	к нему	4	2
149	отличается от	4	2
150	по мнению	3	2
151	не просто	2	2
152	этой области	2	2
153	не имеет	2	2
154	а в	6	2
155	во многих	2	2
156	из этих	6	2
157	и здесь	3	2
158	но как	2	2
159	в начале	4	2
160	что здесь	4	2
161	что эти	4	2
162	том смысле	2	2
163	мы имеем	5	2
164	и которые	2	2
165	но они	2	2
166	находит свое	3	2
167	это в	4	2
168	у него	9	2
169	это слово	3	2
170	с которым	3	2
171	показывает что	3	2
172	еще не	2	2
173	он говорит	4	2
174	которую он	2	2
175	а также	4	2
176	этих трех	2	2
177	и тогда	2	2
178	в языке	8	2
179	а с	2	2
180	к этим	2	2
181	что этот	3	2
182	в каком	4	2
183	более и	2	2
184	на котором	2	2
185	и это	5	2
