N	2gram	Tiupa_Lite_3	Tvorches
1	и в	16	20
2	в году	5	16
3	в романе	3	15
4	не только	14	13
5	никогда не	4	11
6	как бы	8	11
7	в его	6	10
8	в то	9	10
9	и его	6	9
10	и не	22	9
11	прежде всего	3	8
12	в том	12	8
13	при этом	15	8
14	но и	14	8
15	может быть	12	8
16	в этом	14	8
17	и с	2	8
18	это не	5	7
19	же время	7	7
20	что в	2	7
21	не может	8	7
22	то же	9	7
23	потому что	3	7
24	xix века	2	7
25	в конце	2	6
26	что он	5	6
27	как и	5	6
28	в целом	5	6
29	в своей	7	6
30	так и	9	6
31	именно в	5	6
32	а не	12	6
33	в творческом	2	5
34	в мире	16	5
35	еще не	6	5
36	но не	4	5
37	и сам	2	5
38	например в	3	5
39	все же	2	5
40	и даже	2	5
41	так же	2	5
42	и на	2	5
43	в этой	8	5
44	о том	6	5
45	то есть	5	5
46	что у	2	4
47	в лице	2	4
48	в соответствии	3	4
49	том что	8	4
50	соответствии с	5	4
51	отнюдь не	3	4
52	на его	3	4
53	хотя и	4	4
54	когда он	2	4
55	как в	5	4
56	если не	2	4
57	литературной традиции	2	4
58	тем самым	7	4
59	в принципе	2	4
60	не в	10	4
61	а в	5	4
62	и потому	2	4
63	если бы	2	4
64	но в	3	4
65	место в	4	3
66	с чувством	2	3
67	жизни в	4	3
68	с этой	2	3
69	к этому	2	3
70	а затем	3	3
71	отношению к	4	3
72	х годов	15	3
73	быть может	2	3
74	для него	2	3
75	что не	2	3
76	своего рода	10	3
77	в самом	3	3
78	один из	2	3
79	в нем	2	3
80	то что	12	3
81	но уже	3	3
82	вместе с	5	3
83	по отношению	4	3
84	тогда как	17	3
85	человека в	2	3
86	уже не	3	3
87	романа и	2	3
88	одним из	4	3
89	тем что	2	3
90	в своих	2	3
91	в себе	6	3
92	в начале	4	3
93	как у	4	3
94	его в	2	3
95	между тем	3	3
96	ни к	3	2
97	все время	3	2
98	не менее	2	2
99	личности в	3	2
100	не означает	2	2
101	с другой	6	2
102	части романа	3	2
103	в одном	4	2
104	я не	2	2
105	со своими	2	2
106	а я	3	2
107	и ее	2	2
108	в ее	5	2
109	тому же	5	2
110	у нас	2	2
111	целом и	2	2
112	более того	3	2
113	что я	5	2
114	как о	2	2
115	между людьми	2	2
116	особое место	2	2
117	и если	4	2
118	в частности	11	2
119	для которого	3	2
120	к жизни	2	2
121	только для	3	2
122	себя в	7	2
123	в первой	2	2
124	в ту	2	2
125	и тогда	2	2
126	в отличие	5	2
127	самом деле	3	2
128	и наконец	3	2
129	другой стороны	2	2
130	с ними	2	2
131	не случайно	3	2
132	в основе	5	2
133	из них	4	2
134	и только	2	2
135	только в	7	2
136	едва ли	3	2
137	отличие от	5	2
138	одном из	2	2
