N	2gram	Tiupa_Lite_2	Komedia
1	и в	19	26
2	и не	11	14
3	едва ли	4	14
4	так и	7	12
5	и его	3	12
6	в том	10	11
7	может быть	17	11
8	но и	10	10
9	в этом	9	10
10	что в	4	9
11	столь же	5	9
12	том что	7	9
13	вместе с	5	9
14	было бы	2	8
15	и на	6	7
16	из них	2	7
17	не только	8	7
18	что и	2	7
19	ли не	4	7
20	на себя	2	7
21	то что	7	6
22	еще не	2	6
23	в нем	3	6
24	потому что	2	6
25	в то	9	6
26	о том	2	6
27	с тем	2	5
28	что он	3	5
29	а затем	2	5
30	в качестве	5	5
31	один из	4	5
32	в истории	2	5
33	для того	2	5
34	так что	4	5
35	и с	3	5
36	уже в	2	4
37	не менее	6	4
38	в частности	4	4
39	у него	2	4
40	восходит к	2	4
41	в них	2	4
42	прежде всего	4	4
43	же в	2	4
44	как и	10	4
45	в целом	2	4
46	одной из	2	4
47	в его	4	4
48	еще в	4	4
49	мира в	2	4
50	все же	2	4
51	не по	2	4
52	и для	3	4
53	за то	2	4
54	точки зрения	4	4
55	в начале	3	4
56	в руках	2	4
57	так как	3	4
58	как это	2	4
59	том числе	2	3
60	для всех	5	3
61	с этой	2	3
62	в каждом	2	3
63	жизни и	4	3
64	отношению к	3	3
65	но не	5	3
66	и столь	2	3
67	того же	4	3
68	во всех	3	3
69	же время	9	3
70	в единственном	2	3
71	для нас	2	3
72	и сам	2	3
73	со своей	2	3
74	из которых	2	3
75	как правило	3	3
76	в ней	4	3
77	речь идет	3	3
78	себя в	6	3
79	в их	3	3
80	при всем	2	3
81	по отношению	4	3
82	той же	2	3
83	то же	12	3
84	не было	2	3
85	друг друга	2	3
86	а в	3	3
87	человека в	4	3
88	тем что	4	3
89	не может	9	3
90	как он	2	3
91	в этой	3	3
92	но в	2	3
93	ни было	2	2
94	если в	2	2
95	отнюдь не	4	2
96	однако в	6	2
97	в нашем	2	2
98	в какой	2	2
99	с другой	8	2
100	в конце	2	2
101	в одном	2	2
102	вовсе не	2	2
103	и к	2	2
104	в ее	2	2
105	идет о	3	2
106	не в	4	2
107	художественного мышления	5	2
108	х годов	3	2
109	одна из	5	2
110	тот же	2	2
111	на этом	2	2
112	ведь мы	2	2
113	одной стороны	6	2
114	одним из	3	2
115	наконец в	2	2
116	он не	5	2
117	как бы	2	2
118	не вполне	2	2
119	даже в	4	2
120	не является	2	2
121	говоря уже	2	2
122	хотя бы	2	2
123	и т	2	2
124	в мире	9	2
125	и за	2	2
126	не говоря	2	2
127	со стороны	3	2
128	уже о	2	2
129	так в	5	2
130	т п	2	2
131	с одной	7	2
132	и что	2	2
133	не более	2	2
134	в принципе	5	2
135	мы не	4	2
136	в глазах	3	2
137	одно из	2	2
138	следует признать	3	2
139	под названием	2	2
140	и еще	2	2
141	в виду	2	2
