N	2gram	Trubetskoy_1	Istorich
1	и в	14	25
2	что он	6	22
3	вместе с	4	22
4	и т	3	20
5	может быть	9	17
6	не только	9	13
7	но и	10	13
8	в его	4	12
9	и не	19	11
10	уже не	2	11
11	так как	4	11
12	все же	4	10
13	в этом	17	10
14	тем что	3	10
15	его в	4	9
16	таким образом	11	9
17	в виде	3	9
18	у народов	2	9
19	с тем	6	8
20	связи с	3	8
21	что в	4	8
22	том что	9	8
23	еще не	3	8
24	все эти	2	8
25	и что	2	8
26	и на	5	8
27	в частности	2	7
28	в качестве	3	7
29	во время	2	7
30	как и	4	7
31	но это	2	7
32	то что	13	7
33	этом случае	3	7
34	в нем	5	7
35	потому что	5	7
36	только в	5	7
37	о том	7	7
38	знаем что	3	6
39	в этих	2	6
40	прежде всего	8	6
41	что и	3	6
42	себя в	4	6
43	не может	22	6
44	не в	4	6
45	или в	3	6
46	в том	17	6
47	что это	3	5
48	ясно что	2	5
49	с этим	2	5
50	для нас	2	5
51	но не	4	5
52	в ней	2	5
53	так же	2	5
54	если не	2	4
55	что все	3	4
56	и тем	2	4
57	мы уже	2	4
58	на этой	2	4
59	в некоторых	2	4
60	все это	6	4
61	то же	11	4
62	он не	5	4
63	мы должны	7	4
64	с ним	2	4
65	никогда не	5	3
66	и как	3	3
67	всех людей	2	3
68	в этой	4	3
69	в то	10	3
70	того чтобы	8	3
71	на том	3	3
72	если в	6	3
73	на себя	2	3
74	но мы	3	3
75	то это	3	3
76	для того	6	3
77	к нему	2	3
78	друг друга	3	3
79	а в	5	3
80	в данном	7	3
81	их в	2	3
82	и с	7	3
83	в таких	2	3
84	чтобы она	2	2
85	у него	2	2
86	его и	2	2
87	тогда когда	4	2
88	вопрос о	5	2
89	по себе	2	2
90	и вместе	2	2
91	на то	5	2
92	так что	2	2
93	о которых	3	2
94	по существу	5	2
95	и при	6	2
96	одна из	3	2
97	до сих	5	2
98	она не	2	2
99	жизни и	4	2
100	несмотря на	3	2
101	друг с	14	2
102	если бы	6	2
103	из которых	5	2
104	таким же	3	2
105	когда они	4	2
106	но для	2	2
107	как бы	4	2
108	и потому	3	2
109	сих пор	5	2
110	в своей	5	2
111	во всех	5	2
112	том чтобы	3	2
113	время в	2	2
114	ее в	2	2
115	данном случае	3	2
116	со стороны	4	2
117	совершенно не	2	2
118	по отношению	2	2
119	и для	6	2
120	в течение	2	2
121	самом деле	7	2
122	именно на	2	2
123	а не	2	2
124	того что	3	2
125	и по	3	2
126	в других	2	2
127	на которой	2	2
128	то в	3	2
129	центр тяжести	2	2
130	точки зрения	11	2
131	во всем	4	2
132	которой он	4	2
133	из них	3	2
134	с другом	14	2
135	мы можем	2	2
