N	2gram	Trubetskoy_1	Problemy
1	и в	26	34
2	и не	8	29
3	как бы	12	27
4	что он	4	23
5	в его	5	22
6	может быть	10	19
7	в нем	4	19
8	не может	4	19
9	и все	2	19
10	но в	7	16
11	все это	6	16
12	в этом	15	16
13	и с	10	15
14	прежде всего	2	15
15	он не	4	15
16	то же	4	14
17	к нему	7	14
18	для него	3	13
19	но и	9	12
20	же время	2	12
21	и к	5	12
22	потому что	7	12
23	в то	4	12
24	то что	7	11
25	не только	10	10
26	в отношении	6	9
27	не в	2	9
28	а не	5	9
29	самого начала	2	8
30	никогда не	5	8
31	с самого	3	8
32	в самом	4	8
33	так же	5	8
34	точки зрения	13	8
35	и для	5	8
36	что в	9	7
37	и даже	3	7
38	все же	6	7
39	отношение к	5	6
40	и на	2	6
41	с его	2	6
42	отношению к	3	6
43	так и	6	6
44	в себе	6	6
45	только в	4	6
46	что это	3	5
47	и от	4	5
48	в конце	6	5
49	к тому	6	5
50	так что	3	5
51	но все	7	5
52	и что	4	5
53	того что	3	5
54	всяком случае	6	5
55	из них	7	5
56	таким образом	22	5
57	лишь в	5	5
58	а в	4	5
59	и наконец	2	5
60	мы должны	6	5
61	с тем	18	5
62	в одном	3	5
63	что и	6	5
64	и у	8	5
65	хотя бы	3	5
66	во всяком	6	5
67	то ни	2	4
68	с другой	8	4
69	что все	4	4
70	ни было	2	4
71	при этом	3	4
72	в общем	8	4
73	бы то	2	4
74	все эти	6	4
75	в начале	2	4
76	так как	9	4
77	если бы	3	4
78	но не	8	4
79	еще не	2	4
80	в мире	5	4
81	с точки	6	4
82	с другими	4	4
83	он в	2	4
84	в виде	4	4
85	и это	2	4
86	вместе с	15	4
87	за собой	3	3
88	не менее	3	3
89	уже в	2	3
90	для этого	2	3
91	в том	11	3
92	в виду	2	3
93	в котором	4	3
94	мы видели	2	3
95	жизни и	2	3
96	быть даже	2	3
97	конце концов	3	3
98	не как	2	3
99	по крайней	5	3
100	том что	7	3
101	так чтобы	2	3
102	к концу	3	3
103	по своему	2	3
104	между тем	2	3
105	наконец в	2	3
106	крайней мере	5	3
107	только что	2	3
108	а с	7	3
109	если не	2	3
110	и как	3	3
111	далеко не	4	3
112	не было	2	2
113	с этой	3	2
114	уже с	3	2
115	или иной	2	2
116	тем не	3	2
117	и если	3	2
118	друг с	5	2
119	один из	2	2
120	отличается от	2	2
121	в своем	3	2
122	и только	4	2
123	что оно	4	2
124	те же	2	2
125	как на	8	2
126	особенно в	2	2
127	друг на	2	2
128	в которых	4	2
129	и мир	2	2
130	той или	2	2
131	на друга	2	2
132	о том	6	2
133	а так	3	2
134	иной характер	2	2
135	на нее	3	2
136	сказать что	2	2
137	к которому	2	2
138	признать что	2	2
139	во время	4	2
140	в них	2	2
141	надо было	2	2
142	не с	2	2
143	должна была	2	2
144	того же	6	2
145	с другом	5	2
146	ли это	2	2
147	тот же	2	2
148	со всеми	2	2
149	конечно не	2	2
150	во всех	2	2
151	и потому	6	2
152	благодаря этому	2	2
153	когда он	3	2
154	быть и	2	2
155	тому же	5	2
156	но с	3	2
157	уже не	3	2
158	в которой	3	2
159	связан с	2	2
160	которые в	2	2
161	этими двумя	2	2
