N	2gram	Vinokur_St_1	FransuaR
1	и в	44	29
2	то есть	2	21
3	таким образом	7	20
4	и не	16	16
5	в эпоху	2	15
6	и все	2	13
7	в этой	11	13
8	как и	9	12
9	но в	10	12
10	так и	9	11
11	в этом	21	11
12	то же	5	10
13	во время	3	10
14	в то	9	10
15	не только	18	10
16	вовсе не	19	9
17	в конце	3	9
18	но и	10	9
19	все эти	5	9
20	и с	3	9
21	его в	2	9
22	же время	4	8
23	прежде всего	7	8
24	в его	9	8
25	и его	8	8
26	как бы	4	8
27	еще и	2	7
28	так же	5	7
29	в том	36	7
30	так как	5	7
31	из них	8	6
32	в сущности	2	6
33	своего рода	3	6
34	но он	2	6
35	это место	2	5
36	что это	4	5
37	у него	2	5
38	это не	8	5
39	это и	4	5
40	того же	3	5
41	в нем	5	5
42	в своей	6	5
43	и по	5	5
44	сказать что	7	5
45	что он	10	4
46	но это	6	4
47	связанные с	3	4
48	еще не	3	4
49	то что	18	4
50	жизни и	5	4
51	конечно не	2	4
52	все это	5	4
53	на самом	6	4
54	с другой	9	4
55	также и	9	4
56	в результате	3	4
57	тем что	5	4
58	точки зрения	11	4
59	в которой	4	4
60	том числе	2	3
61	всех этих	2	3
62	в частности	4	3
63	в качестве	4	3
64	в своем	2	3
65	превращается в	2	3
66	и так	3	3
67	отметить что	2	3
68	что у	4	3
69	в ее	4	3
70	все же	8	3
71	том что	29	3
72	то в	3	3
73	такой же	5	3
74	что здесь	2	3
75	и сам	2	3
76	того что	9	3
77	той же	5	3
78	и их	2	3
79	он не	2	3
80	к нему	2	3
81	другой стороны	7	3
82	как к	3	3
83	при этом	2	3
84	и за	3	3
85	того чтобы	11	3
86	для того	10	3
87	и даже	5	3
88	и вполне	3	3
89	конечно и	3	3
90	в ней	3	3
91	же и	4	3
92	в себе	2	3
93	по своей	2	3
94	на эту	4	3
95	там где	5	3
96	в чем	3	3
97	уже в	2	2
98	в основу	4	2
99	бы не	2	2
100	числе и	2	2
101	в этих	2	2
102	поэтому в	3	2
103	это в	4	2
104	а как	2	2
105	все в	2	2
106	ни в	3	2
107	он был	3	2
108	да и	3	2
109	что они	7	2
110	есть в	2	2
111	именно в	6	2
112	но не	3	2
113	то время	2	2
114	его эпохи	6	2
115	одной стороны	2	2
116	не может	8	2
117	стороны в	2	2
118	может быть	15	2
119	между прочим	2	2
120	нужно сказать	5	2
121	никогда не	5	2
122	а также	2	2
123	в котором	5	2
124	если в	2	2
125	со стороны	6	2
126	раз в	2	2
127	и для	3	2
128	ни с	3	2
129	также в	2	2
130	как в	13	2
131	как раз	4	2
132	в других	2	2
133	с одной	3	2
134	во второй	9	2
135	в той	6	2
136	и у	2	2
137	с точки	8	2
138	в слове	5	2
139	в своих	2	2
140	и то	5	2
141	их в	2	2
142	в основе	3	2
143	даже и	2	2
144	как будто	4	2
145	только в	10	2
146	о том	17	2
147	и это	2	2
148	дело в	6	2
149	к которому	4	2
150	в числе	2	2
151	в новом	4	2
