N	2gram	Tiupa_Narr_1	Literetu
1	не только	31	24
2	при этом	19	19
3	в качестве	14	17
4	но и	27	17
5	а не	13	16
6	в том	8	16
7	в частности	14	15
8	том что	7	14
9	может быть	15	13
10	тогда как	10	13
11	в году	2	13
12	и не	23	12
13	сознания в	2	12
14	в этом	12	12
15	состоит в	10	11
16	прежде всего	4	11
17	в своем	3	11
18	своего рода	10	11
19	такого рода	10	10
20	то что	9	10
21	в русской	3	10
22	художественного письма	3	9
23	не в	6	8
24	в целом	3	8
25	и в	11	8
26	в тексте	13	8
27	только в	12	8
28	как это	3	8
29	не менее	3	7
30	в его	6	7
31	как бы	6	7
32	уже не	8	7
33	в себе	6	7
34	в жизни	3	6
35	как и	13	6
36	связи с	2	6
37	себя в	2	6
38	того что	4	6
39	точки зрения	5	6
40	то есть	9	6
41	с его	4	5
42	казалось бы	2	5
43	что он	3	5
44	же в	2	5
45	же время	4	5
46	я в	2	5
47	в конечном	3	5
48	а также	6	5
49	как в	4	5
50	не может	8	5
51	то же	8	5
52	в отличие	2	5
53	тем самым	5	5
54	в данном	11	5
55	в то	4	5
56	отличие от	2	5
57	столь же	5	4
58	это не	3	4
59	в конце	2	4
60	другого сознания	2	4
61	в случае	2	4
62	представляет собой	8	4
63	но не	4	4
64	еще не	4	4
65	еще в	3	4
66	и тем	4	4
67	все же	4	4
68	из них	4	4
69	в своей	5	4
70	данном случае	8	4
71	со стороны	8	4
72	так и	5	4
73	и т.п	8	4
74	никогда не	4	4
75	в связи	2	4
76	всего лишь	3	4
77	лишь в	3	4
78	друг друга	2	4
79	и его	10	4
80	как раз	6	4
81	в этой	6	4
82	не было	3	3
83	что в	3	3
84	с другой	2	3
85	одного из	6	3
86	при всей	3	3
87	сводится к	3	3
88	да и	2	3
89	не сводится	2	3
90	одна из	4	3
91	в пределах	2	3
92	в самом	6	3
93	не мог	6	3
94	у него	7	3
95	в сфере	2	3
96	один из	6	3
97	жизни и	6	3
98	ли не	2	3
99	по отношению	3	3
100	а в	13	3
101	в принципе	4	3
102	тем же	2	3
103	и даже	2	3
104	xix столетия	2	3
105	потому что	5	3
106	во всяком	2	3
107	он и	2	3
108	к себе	4	3
109	но в	7	3
110	исходя из	3	3
111	также и	3	3
112	дело в	2	3
113	в области	2	3
114	мыслится как	2	3
115	мира в	4	3
116	классического реализма	2	2
117	этого не	2	2
118	для них	2	2
119	это уже	3	2
120	обращается к	3	2
121	отнюдь не	2	2
122	однако в	3	2
123	в равной	2	2
124	которая в	2	2
125	дело не	2	2
126	та же	2	2
127	по мысли	3	2
128	из этих	4	2
129	подобно тому	3	2
130	но при	3	2
131	в мире	4	2
132	к тому	6	2
133	тем не	3	2
134	тому же	6	2
135	и того	2	2
136	различного рода	3	2
137	в поле	3	2
138	или иной	4	2
139	в москве	2	2
140	для него	4	2
141	вплоть до	4	2
142	и самого	2	2
143	и является	2	2
144	друг для	2	2
145	всяком случае	2	2
146	не является	3	2
147	не могло	2	2
148	из наиболее	4	2
149	в нем	4	2
150	отношению к	3	2
151	в сущности	2	2
152	в е	2	2
153	только на	2	2
154	и только	2	2
155	этом отношении	3	2
156	по терминологии	2	2
157	самом деле	3	2
158	во втором	6	2
159	что не	2	2
160	хотя бы	2	2
161	войне и	2	2
162	роль в	2	2
163	в слове	3	2
164	тому как	3	2
165	для друга	2	2
166	и то	3	2
167	между тем	3	2
168	на себя	4	2
169	с позиции	4	2
170	более не	2	2
171	как будто	3	2
172	как правило	5	2
173	о том	4	2
174	от сознания	2	2
175	с собачкой	9	2
176	дамы с	2	2
177	в сознании	4	2
178	текста как	2	2
179	а для	3	2
