N	2gram	Medvedev_F_1	Hudozhes
1	и в	24	14
2	так и	18	13
3	а не	10	12
4	в том	6	12
5	не только	7	12
6	при этом	5	12
7	прежде всего	22	11
8	и т	12	11
9	в этом	15	11
10	в себе	3	11
11	для него	3	10
12	в своей	11	10
13	что он	3	9
14	как и	11	9
15	то же	10	9
16	как в	8	8
17	то что	8	8
18	же время	8	8
19	отношению к	4	8
20	по отношению	4	8
21	т п	4	8
22	между тем	2	8
23	в этой	6	8
24	в то	9	8
25	в его	23	8
26	ничего не	2	8
27	это не	2	7
28	к тому	3	7
29	уже не	2	7
30	не в	8	7
31	еще не	6	7
32	как бы	6	7
33	не может	16	7
34	именно в	8	7
35	а в	6	7
36	никогда не	4	6
37	что в	4	6
38	было бы	6	6
39	жизни в	2	6
40	не менее	11	5
41	с его	4	5
42	в частности	4	5
43	может быть	14	5
44	только в	2	5
45	но и	7	5
46	жизни и	7	5
47	самом деле	6	5
48	друг друга	4	5
49	и его	10	5
50	ни в	2	5
51	точки зрения	16	5
52	но в	5	5
53	связи с	3	4
54	в своем	11	4
55	т е	34	4
56	и от	7	4
57	и все	6	4
58	и к	4	4
59	а только	2	4
60	она не	6	4
61	в действительности	2	4
62	в самом	5	4
63	в ней	10	4
64	один из	3	4
65	как раз	2	4
66	не было	3	4
67	художественного целого	2	4
68	того что	5	4
69	он не	3	4
70	и это	2	4
71	с ним	2	4
72	и с	8	4
73	но не	3	3
74	если бы	4	3
75	отнюдь не	6	3
76	в лице	2	3
77	с этим	2	3
78	же в	3	3
79	в литературе	5	3
80	идет о	2	3
81	в мире	4	3
82	как мы	5	3
83	в ее	8	3
84	в предыдущей	2	3
85	в пределах	6	3
86	еще в	2	3
87	в нем	14	3
88	все же	3	3
89	со стороны	5	3
90	приводит к	2	3
91	в связи	4	3
92	т д	8	3
93	все эти	6	3
94	лишь в	8	3
95	и даже	3	3
96	к этой	4	3
97	с точки	13	3
98	в своих	2	3
99	ничем не	3	3
100	и на	8	3
101	как к	3	3
102	его в	3	3
103	может и	2	3
104	каждого из	2	2
105	художественного восприятия	2	2
106	и потому	9	2
107	на фоне	3	2
108	ясно что	3	2
109	вопрос о	2	2
110	или иного	3	2
111	по себе	5	2
112	в противовес	2	2
113	же как	2	2
114	одна из	2	2
115	и что	2	2
116	в целом	6	2
117	до конца	7	2
118	одной из	2	2
119	на его	2	2
120	только на	5	2
121	для других	2	2
122	в него	2	2
123	сих пор	6	2
124	на него	2	2
125	в их	11	2
126	все это	9	2
127	влияние на	3	2
128	особенно в	3	2
129	и не	20	2
130	на самом	7	2
131	они не	3	2
132	в системе	2	2
133	того или	2	2
134	должно быть	11	2
135	на основе	6	2
136	или иначе	2	2
137	с этой	4	2
138	в результате	2	2
139	не о	3	2
140	с ее	7	2
141	в художественном	3	2
142	здесь не	3	2
143	так сказать	3	2
144	как она	3	2
145	в литературном	2	2
146	мы не	3	2
147	оно было	2	2
148	до сих	6	2
