N	2gram	Bakhtin_Fr_4	Psycholo
1	то что	4	37
2	и в	29	30
3	в том	7	27
4	том что	3	21
5	все время	3	20
6	для того	3	20
7	таким образом	20	20
8	того чтобы	3	20
9	как бы	8	19
10	что он	4	17
11	и мы	2	16
12	не только	10	16
13	в этом	11	14
14	так же	7	13
15	как раз	2	13
16	то есть	21	13
17	одной стороны	2	12
18	в сущности	6	12
19	с одной	2	12
20	может быть	2	11
21	как на	2	11
22	о том	2	10
23	никогда не	2	9
24	с другой	4	9
25	мы увидим	2	9
26	не может	2	9
27	и то	2	9
28	сказать что	5	9
29	так как	7	9
30	что это	5	8
31	к тому	2	8
32	при этом	3	8
33	того что	3	8
34	мы видим	3	8
35	и это	2	8
36	в нем	5	7
37	и как	3	7
38	но не	2	7
39	мы можем	3	7
40	все же	3	7
41	то же	10	7
42	точки зрения	4	7
43	в основе	2	7
44	уже в	2	6
45	в своем	3	6
46	именно в	2	6
47	как и	12	6
48	и для	2	6
49	но и	9	6
50	и не	16	6
51	жизни и	4	6
52	и его	8	6
53	или в	2	6
54	и здесь	3	6
55	тем что	4	6
56	мы уже	10	6
57	как будто	2	6
58	на этом	2	6
59	и есть	4	5
60	как мы	10	5
61	в этой	13	5
62	что они	2	5
63	еще не	4	5
64	один из	4	5
65	другой стороны	3	5
66	рядом с	5	5
67	в своих	2	5
68	в себе	3	5
69	но в	12	5
70	только в	2	5
71	в основу	2	4
72	в результате	4	4
73	в частности	3	4
74	и все	13	4
75	прежде всего	8	4
76	уже давно	2	4
77	и к	2	4
78	в своей	5	4
79	в ней	3	4
80	в его	8	4
81	в них	7	4
82	там где	3	4
83	в конце	9	4
84	о чем	2	4
85	в виду	2	4
86	и другие	2	3
87	у него	5	3
88	что у	3	3
89	это не	5	3
90	формы и	2	3
91	это в	2	3
92	к этому	2	3
93	вовсе не	9	3
94	самого начала	3	3
95	с самого	3	3
96	что здесь	3	3
97	тот же	3	3
98	он не	3	3
99	в ее	3	3
100	на его	2	3
101	ни в	2	3
102	так и	11	3
103	со стороны	2	3
104	как в	2	3
105	в их	2	3
106	времени и	2	3
107	в трех	2	3
108	но только	2	3
109	в той	2	3
110	и о	5	3
111	и наконец	2	3
112	той же	3	3
113	но он	6	3
114	и на	11	3
115	в этих	2	3
116	в которой	4	3
117	учения о	2	3
118	перед нами	4	2
119	с его	4	2
120	связи с	2	2
121	в одной	2	2
122	а как	2	2
123	с помощью	4	2
124	на первый	2	2
125	он был	2	2
126	до конца	5	2
127	а затем	3	2
128	в романе	10	2
129	образом все	2	2
130	и при	2	2
131	того же	5	2
132	и под	2	2
133	слов и	3	2
134	в образах	8	2
135	по преимуществу	3	2
136	и эта	2	2
137	в качестве	3	2
138	в котором	2	2
139	с таким	2	2
140	но мы	2	2
141	образом и	3	2
142	из них	6	2
143	и до	5	2
144	в словах	2	2
145	все это	4	2
146	которых он	2	2
147	это и	5	2
148	в себя	2	2
149	и вот	3	2
150	с точки	2	2
151	и даже	3	2
152	между ними	2	2
153	бы на	2	2
154	и с	9	2
155	и так	3	2
156	все события	2	2
157	в нашем	4	2
158	это же	2	2
159	даже и	2	2
160	в то	10	2
161	если же	2	2
162	как он	2	2
163	все эти	9	2
164	дело в	2	2
165	из этого	2	2
166	конце концов	4	2
167	же не	2	2
168	но она	2	2
169	на самом	4	2
