N	2gram	Bakhtin_Pr_5	Literetu
1	и не	27	22
2	и в	35	16
3	в мире	4	16
4	при этом	2	15
5	не только	10	14
6	но и	14	14
7	в этом	14	14
8	а не	4	12
9	то что	10	12
10	может быть	14	12
11	в том	5	12
12	не в	10	10
13	своего рода	2	10
14	я и	2	10
15	то же	15	9
16	так и	8	9
17	того что	3	9
18	в то	11	9
19	в жизни	2	8
20	том что	3	8
21	не может	18	8
22	к себе	18	8
23	как бы	31	8
24	в своей	4	7
25	же время	10	7
26	себя в	2	7
27	точки зрения	7	7
28	я в	4	7
29	только в	6	7
30	с его	7	6
31	с другой	4	6
32	к тому	6	6
33	еще не	7	6
34	в его	21	6
35	и т.п	6	6
36	и его	14	6
37	в себе	5	6
38	в другом	12	6
39	о том	2	6
40	это не	3	5
41	что он	24	5
42	в ее	3	5
43	тому же	3	5
44	как и	18	5
45	лишь в	7	5
46	в целом	3	5
47	вместе с	2	5
48	как в	5	5
49	в отличие	2	5
50	а в	7	5
51	что я	13	5
52	то есть	16	5
53	отличие от	2	5
54	но не	6	4
55	никогда не	4	4
56	однако в	2	4
57	даже в	5	4
58	до конца	4	4
59	в начале	3	4
60	и для	8	4
61	хотя и	2	4
62	отношению к	7	4
63	из них	3	4
64	по отношению	6	4
65	другого в	4	4
66	я как	3	4
67	должно быть	3	4
68	как будто	4	4
69	в одном	6	4
70	все время	4	3
71	для его	2	3
72	прежде всего	12	3
73	а я	10	3
74	а затем	2	3
75	и как	2	3
76	то в	2	3
77	например в	2	3
78	и к	12	3
79	на его	4	3
80	в самом	6	3
81	в сторону	2	3
82	наконец в	4	3
83	в слове	6	3
84	еще в	4	3
85	с ее	3	3
86	но уже	2	3
87	бы и	2	3
88	себе самому	18	3
89	это как	3	3
90	уже не	3	3
91	самом деле	10	3
92	и наконец	7	3
93	с точки	2	3
94	той же	2	3
95	тому как	2	3
96	не случайно	2	3
97	потому что	8	3
98	самим собой	7	3
99	по своей	2	3
100	там где	7	3
101	но в	19	3
102	между тем	4	3
103	ни было	3	2
104	сознания и	4	2
105	что в	6	2
106	не менее	2	2
107	диалог с	5	2
108	то ни	3	2
109	что у	6	2
110	с этой	2	2
111	не как	3	2
112	он все	2	2
113	в конце	5	2
114	и другого	2	2
115	я не	8	2
116	не знаю	2	2
117	вопрос о	2	2
118	по себе	4	2
119	или иной	4	2
120	в нем	16	2
121	мы с	2	2
122	найти себя	2	2
123	раз в	2	2
124	так чтобы	4	2
125	знает что	3	2
126	из рассказа	3	2
127	для него	14	2
128	было бы	3	2
129	и сам	7	2
130	со всеми	3	2
131	что не	4	2
132	во всех	3	2
133	не могу	3	2
134	от себя	5	2
135	той или	4	2
136	о нем	2	2
137	себя и	8	2
138	полемика с	4	2
139	для себя	7	2
140	отношением к	3	2
141	еще один	2	2
142	что и	3	2
143	а так	3	2
144	все же	8	2
145	бы то	3	2
146	отношение к	6	2
147	когда он	3	2
148	в самый	2	2
149	как мы	8	2
150	так же	7	2
151	как раз	4	2
152	им в	2	2
153	и вот	4	2
154	другой стороны	3	2
155	и даже	5	2
156	я к	2	2
157	с ними	5	2
158	и на	6	2
159	и с	12	2
160	тем что	4	2
161	он в	4	2
162	и об	2	2
163	эти слова	3	2
164	подобно тому	2	2
165	он и	5	2
166	за ним	2	2
167	не знает	6	2
168	его в	4	2
169	в первом	2	2
170	один в	2	2
171	как ты	3	2
172	в каждой	2	2
173	вне себя	2	2
