N	2gram	Trubetskoy_1	Problemy
1	и в	23	43
2	и не	8	29
3	может быть	16	23
4	как бы	10	22
5	не может	17	18
6	но и	9	14
7	как и	9	14
8	точки зрения	13	13
9	в этом	12	13
10	что он	7	13
11	в нем	3	12
12	не в	8	11
13	не только	7	11
14	прежде всего	3	10
15	и на	6	10
16	но в	4	10
17	в его	5	10
18	как мы	2	10
19	никогда не	4	9
20	еще не	5	9
21	в сущности	2	9
22	он не	3	9
23	для него	2	8
24	лишь в	5	8
25	то же	4	8
26	с точки	8	8
27	до сих	8	7
28	и сам	2	7
29	в самом	8	7
30	в то	6	7
31	то что	18	7
32	сих пор	8	7
33	что же	2	7
34	в другом	2	7
35	в этих	3	6
36	в том	30	6
37	при этом	9	6
38	в котором	2	6
39	и наконец	3	6
40	и все	7	6
41	у него	5	6
42	на то	9	5
43	так что	5	5
44	же время	2	5
45	хотя и	4	5
46	к нему	2	5
47	все это	11	5
48	по отношению	9	5
49	таким образом	31	5
50	все эти	19	5
51	а в	3	5
52	и с	5	5
53	бы в	3	5
54	вовсе не	2	5
55	о том	7	5
56	но не	2	5
57	было бы	3	5
58	и что	8	5
59	отношению к	9	5
60	самом деле	12	5
61	в себе	5	5
62	я не	2	4
63	не могут	4	4
64	что в	8	4
65	в своем	10	4
66	с другой	6	4
67	к тому	8	4
68	в самой	2	4
69	между собою	5	4
70	друг с	9	4
71	должно быть	4	4
72	при чем	6	4
73	в результате	9	4
74	их в	2	4
75	так как	7	4
76	так чтобы	2	4
77	то есть	2	4
78	в них	2	4
79	из одного	2	4
80	совершенно не	3	4
81	том же	4	4
82	если же	3	4
83	и до	3	4
84	во всех	10	4
85	между ними	2	4
86	этот вопрос	2	4
87	с другом	9	4
88	только в	6	4
89	далеко не	5	4
90	и это	3	4
91	отличие от	3	4
92	же не	3	4
93	не менее	7	3
94	мы будем	3	3
95	что если	3	3
96	должна быть	5	3
97	себя и	2	3
98	это не	3	3
99	тому же	6	3
100	такой же	2	3
101	есть в	2	3
102	более или	7	3
103	образом как	2	3
104	но для	2	3
105	в виду	2	3
106	и их	5	3
107	он тоже	2	3
108	образом и	2	3
109	в их	4	3
110	и только	2	3
111	в одно	2	3
112	во всем	3	3
113	его в	5	3
114	с ним	6	3
115	между тем	12	3
116	в жизни	3	3
117	чем у	8	3
118	если бы	8	3
119	не знает	2	3
120	и к	5	3
121	по существу	6	3
122	того же	9	3
123	она не	2	3
124	тот же	3	3
125	мы уже	4	3
126	даже в	3	3
127	что и	7	3
128	все же	13	3
129	него в	2	3
130	на него	2	3
131	так и	10	3
132	или менее	7	3
133	в себя	2	3
134	другой стороны	5	3
135	также и	2	3
136	и для	6	3
137	в виде	4	3
138	и ее	2	3
139	в эту	2	3
140	а лишь	2	2
141	но на	2	2
142	в сторону	2	2
143	что у	2	2
144	но так	2	2
145	та же	3	2
146	из этих	8	2
147	в конце	4	2
148	вопрос о	3	2
149	тем не	4	2
150	для нас	3	2
151	но все	5	2
152	мы и	2	2
153	что это	5	2
154	они могут	2	2
155	ту же	2	2
156	на себе	2	2
157	в настоящее	2	2
158	в целом	5	2
159	друг от	6	2
160	отношение к	4	2
161	на том	2	2
162	и без	5	2
163	целый ряд	4	2
164	отличается от	6	2
165	то и	2	2
166	для этого	7	2
167	того что	6	2
168	так же	8	2
169	с ними	2	2
170	каждый из	3	2
171	в своих	2	2
172	в которых	2	2
173	и так	2	2
174	настоящее время	2	2
175	из них	5	2
176	во всяком	2	2
177	ни было	2	2
178	уже и	3	2
179	друг к	2	2
180	между собой	4	2
181	с этим	11	2
182	в такой	4	2
183	конечно в	2	2
184	а затем	2	2
185	у нас	3	2
186	и при	6	2
187	мы сказали	3	2
188	одна из	2	2
189	по своему	5	2
190	и говорить	3	2
191	то время	2	2
192	от друга	6	2
193	конечно не	3	2
194	которую он	2	2
195	конце концов	4	2
196	этого слова	2	2
197	на почве	3	2
198	для себя	2	2
199	и особенно	2	2
200	не есть	2	2
201	в точке	2	2
202	к другу	2	2
203	в процессе	2	2
204	быть и	5	2
205	а с	4	2
206	если мы	4	2
207	том что	19	2
208	должны быть	3	2
209	может служить	3	2
210	тем же	2	2
211	хотя бы	4	2
212	в таком	4	2
213	и то	4	2
214	мы можем	6	2
215	а между	8	2
216	все его	2	2
