N	2gram	Bakhtin_Fr_4	Dialekti
1	и не	16	30
2	может быть	2	20
3	и в	29	19
4	не только	10	19
5	в себе	3	15
6	то что	4	14
7	и даже	3	14
8	в том	7	14
9	как бы	8	14
10	так как	7	14
11	вовсе не	9	13
12	но и	9	12
13	то же	10	12
14	точки зрения	4	12
15	и все	13	12
16	что это	5	10
17	ни в	2	10
18	как и	12	10
19	и как	3	10
20	в нем	5	10
21	так и	11	10
22	том что	3	10
23	это не	5	10
24	сказать что	5	10
25	времени и	2	9
26	никогда не	2	9
27	не может	2	9
28	же и	3	9
29	прежде всего	8	8
30	мы уже	10	8
31	с точки	2	8
32	в этом	11	8
33	в своей	5	8
34	но это	4	7
35	и к	2	7
36	и то	2	7
37	как будто	2	7
38	что он	4	6
39	да и	2	6
40	что они	2	6
41	в то	10	6
42	но не	2	6
43	есть и	4	6
44	конечно не	4	6
45	того что	3	6
46	жизни и	4	6
47	с другой	4	5
48	же время	8	5
49	по своему	4	5
50	и это	2	5
51	как раз	2	5
52	на свете	2	5
53	и его	8	5
54	тела и	4	5
55	жизнь и	4	5
56	но как	3	5
57	только в	2	5
58	о том	2	5
59	и с	9	5
60	в виду	2	5
61	уже в	2	4
62	и есть	4	4
63	в своем	3	4
64	в ее	3	4
65	все же	3	4
66	при этом	3	4
67	то время	2	4
68	еще не	4	4
69	к нему	3	4
70	он не	3	4
71	связи с	2	4
72	ни с	2	4
73	все это	4	4
74	другой стороны	3	4
75	таким образом	20	4
76	и вот	3	4
77	и по	5	4
78	в одной	2	4
79	но он	6	4
80	по своей	3	4
81	как он	2	4
82	с ним	2	4
83	это конечно	2	4
84	всех этих	3	3
85	о чем	2	3
86	все время	3	3
87	в этих	2	3
88	ведь это	3	3
89	как мы	10	3
90	но только	2	3
91	уже не	2	3
92	это и	5	3
93	в этой	13	3
94	кроме того	2	3
95	и мы	2	3
96	у меня	2	3
97	из них	6	3
98	и их	3	3
99	в разных	3	3
100	в той	2	3
101	после этого	2	3
102	они не	2	3
103	в один	2	3
104	его в	9	3
105	в чем	3	3
106	же не	2	3
107	связана с	4	2
108	самого начала	3	2
109	уже и	2	2
110	в узком	3	2
111	время и	2	2
112	в частности	3	2
113	что у	3	2
114	перед нами	4	2
115	в конце	9	2
116	на самом	4	2
117	и образы	9	2
118	именно в	2	2
119	но мы	2	2
120	к тому	2	2
121	с самого	3	2
122	мы видим	3	2
123	что я	2	2
124	или менее	3	2
125	как известно	2	2
126	на его	2	2
127	в сущности	6	2
128	в ней	3	2
129	если в	2	2
130	раз в	2	2
131	все в	2	2
132	себя в	2	2
133	в их	2	2
134	так же	7	2
135	не на	2	2
136	с ее	3	2
137	с одной	2	2
138	как в	2	2
139	форм и	2	2
140	и они	3	2
141	имеется в	3	2
142	более или	3	2
143	или в	2	2
144	с ними	3	2
145	в своих	2	2
146	также и	4	2
147	в результате	4	2
148	их в	2	2
149	и при	2	2
150	тем что	4	2
151	что здесь	3	2
152	во время	10	2
153	все эти	9	2
154	есть в	2	2
155	живой и	2	2
156	в которой	4	2
157	но в	12	2
158	в жизни	2	2
159	на этом	2	2
