N	2gram	Vinokur_St_1	FransuaR
1	и в	44	49
2	то есть	2	32
3	прежде всего	7	19
4	в его	9	18
5	не только	18	17
6	и его	8	17
7	и не	16	15
8	в этом	21	15
9	только в	10	13
10	но и	10	13
11	в эпоху	2	13
12	во время	3	12
13	как и	9	11
14	как бы	4	11
15	вовсе не	19	10
16	в этой	11	10
17	все это	5	9
18	для него	6	9
19	в нем	5	9
20	в сущности	2	8
21	отношение к	2	8
22	все же	8	7
23	жизни и	5	7
24	не может	8	7
25	таким образом	7	7
26	то же	5	7
27	все эти	5	7
28	именно в	6	6
29	то что	18	6
30	в истории	3	6
31	же время	4	6
32	во всех	8	6
33	так и	9	6
34	сказать что	7	6
35	и с	3	6
36	но он	2	6
37	точки зрения	11	6
38	в то	9	6
39	так как	5	6
40	никогда не	5	5
41	в своем	2	5
42	уже в	2	5
43	из этих	6	5
44	в начале	3	5
45	но не	3	5
46	при этом	2	5
47	может быть	15	5
48	и потому	2	5
49	в своей	6	5
50	с точки	8	5
51	и более	2	4
52	с другой	9	4
53	и во	2	4
54	в себе	2	4
55	том что	29	4
56	но все	4	4
57	в свое	2	4
58	в своих	2	4
59	в этих	2	4
60	сих пор	7	4
61	до сих	7	4
62	отношения к	2	4
63	не было	4	4
64	а в	17	4
65	мы находим	4	4
66	лишь в	3	4
67	в области	14	4
68	тем что	5	4
69	там где	5	4
70	но в	10	4
71	всех этих	2	3
72	с одной	3	3
73	превращается в	2	3
74	что он	10	3
75	в ее	4	3
76	в г	3	3
77	в том	36	3
78	да и	3	3
79	и перед	2	3
80	но именно	2	3
81	одной стороны	2	3
82	было бы	17	3
83	из них	8	3
84	несмотря на	2	3
85	в самом	7	3
86	свое время	2	3
87	нужно сказать	5	3
88	даже в	3	3
89	раз в	2	3
90	ни в	3	3
91	другой стороны	7	3
92	что для	3	3
93	этом отношении	7	3
94	и все	2	3
95	только с	2	3
96	к нему	2	3
97	можно было	13	3
98	также и	9	3
99	их в	2	3
100	и вообще	3	3
101	о том	17	3
102	и это	2	3
103	что в	30	2
104	могут быть	5	2
105	за пределы	2	2
106	в качестве	4	2
107	думать что	2	2
108	своей статье	4	2
109	точку зрения	3	2
110	никто не	4	2
111	что касается	3	2
112	даже и	2	2
113	это в	4	2
114	на то	4	2
115	в тех	3	2
116	в отношении	9	2
117	он был	3	2
118	без всякого	2	2
119	по существу	2	2
120	это и	4	2
121	но это	6	2
122	что они	7	2
123	литературы и	2	2
124	есть в	2	2
125	связанные с	3	2
126	так например	7	2
127	и без	3	2
128	ничего не	2	2
129	еще не	3	2
130	со всеми	2	2
131	по поводу	7	2
132	по словам	4	2
133	совершенно не	5	2
134	такого рода	2	2
135	в первую	2	2
136	вплоть до	5	2
137	у него	2	2
138	в ней	3	2
139	к числу	2	2
140	и за	3	2
141	на совершенно	2	2
142	целый ряд	2	2
143	должен был	2	2
144	вряд ли	5	2
145	на самом	6	2
146	того чтобы	11	2
147	и даже	5	2
148	так же	5	2
149	другом месте	2	2
150	можно найти	2	2
151	во всяком	6	2
152	статье о	2	2
153	как к	3	2
154	в другом	3	2
155	на эту	4	2
156	в конце	3	2
157	всяком случае	6	2
