N	2gram	Tiupa_Narr_2	KulturaY
1	и т	2	33
2	в том	14	30
3	и в	13	24
4	потому что	2	23
5	том что	13	21
6	т п	2	18
7	что в	4	17
8	того чтобы	3	17
9	было бы	2	15
10	в этом	13	14
11	точки зрения	5	14
12	может быть	10	13
13	все же	6	12
14	таким образом	5	12
15	в его	6	12
16	и не	14	12
17	не в	8	11
18	только в	11	11
19	вовсе не	2	10
20	в силу	4	10
21	в самом	2	10
22	у нас	2	10
23	не только	26	10
24	хотя бы	2	10
25	если бы	4	9
26	то что	8	9
27	прежде всего	6	9
28	отношению к	5	9
29	самом деле	3	9
30	того что	6	9
31	с точки	2	9
32	о том	5	9
33	по отношению	5	8
34	то же	4	8
35	уже не	4	8
36	а не	17	8
37	как раз	3	8
38	не менее	4	7
39	с другой	5	7
40	в качестве	14	7
41	как бы	6	7
42	не может	8	7
43	это не	3	7
44	бы в	2	7
45	в области	2	7
46	так и	9	7
47	однако не	2	6
48	в какой	4	6
49	именно в	2	6
50	что он	5	6
51	при этом	14	6
52	в ней	2	6
53	но и	15	6
54	можно было	2	6
55	все эти	3	6
56	мы имеем	3	6
57	мере в	2	6
58	не случайно	2	6
59	что это	4	5
60	той мере	2	5
61	к тому	9	5
62	но не	3	5
63	еще не	2	5
64	и что	2	5
65	этом отношении	3	5
66	в той	5	5
67	а в	9	5
68	и его	3	5
69	в результате	2	5
70	между тем	3	5
71	так сказать	3	5
72	с ним	4	5
73	в рамках	6	4
74	с его	3	4
75	в частности	11	4
76	к себе	7	4
77	на то	2	4
78	в нем	5	4
79	же в	4	4
80	что они	3	4
81	один из	3	4
82	что и	2	4
83	тем не	5	4
84	в целом	3	4
85	со стороны	6	4
86	как в	5	4
87	внимание на	3	4
88	тем самым	5	4
89	так же	2	4
90	роль в	2	4
91	с ними	3	4
92	в данном	10	4
93	из этих	2	4
94	того или	3	4
95	как на	2	3
96	если не	2	3
97	состоит в	12	3
98	или иного	3	3
99	или иной	3	3
100	можно сказать	6	3
101	сводится к	9	3
102	в соответствии	3	3
103	соответствии с	3	3
104	в этой	4	3
105	в свою	2	3
106	на том	3	3
107	в котором	5	3
108	оно не	2	3
109	что она	2	3
110	тому что	3	3
111	в своем	6	3
112	а с	2	3
113	и даже	3	3
114	и он	2	3
115	в таком	3	3
116	несмотря на	2	3
117	той же	2	3
118	должна быть	2	3
119	и здесь	2	3
120	хотя и	5	3
121	они не	2	3
122	в себе	8	3
123	здесь не	2	3
124	как это	4	3
125	к которому	2	3
126	том как	2	3
127	не все	2	2
128	я не	5	2
129	только к	3	2
130	и более	2	2
131	о чем	2	2
132	никогда не	6	2
133	по большей	3	2
134	превращается в	2	2
135	с этой	3	2
136	не является	4	2
137	и все	4	2
138	на самом	2	2
139	большей части	3	2
140	к своему	2	2
141	в то	5	2
142	как о	2	2
143	для нас	2	2
144	и того	3	2
145	как и	4	2
146	а то	2	2
147	же время	3	2
148	что с	2	2
149	в своей	4	2
150	никак не	3	2
151	о нем	3	2
152	все те	2	2
153	себе и	2	2
154	тем более	2	2
155	и тем	5	2
156	в современной	2	2
157	чтобы в	2	2
158	то и	3	2
159	он не	5	2
160	и для	3	2
161	иначе говоря	7	2
162	в слове	3	2
163	свидетельствует о	4	2
164	не имеет	2	2
165	бы на	2	2
166	или иначе	2	2
167	не столько	5	2
168	одно из	2	2
169	что я	3	2
170	о котором	3	2
171	видно что	2	2
172	может служить	2	2
173	могли бы	2	2
174	тогда как	15	2
175	ничего не	6	2
176	но в	6	2
177	но также	2	2
