N	3gram	Vygotskiy__2	EvropaiC
1	в том что	17	16
2	до сих пор	5	12
3	с точки зрения	10	8
4	мы знаем что	4	7
5	на то что	6	7
6	на самом деле	5	7
7	для того чтобы	13	6
8	по сравнению с	2	5
9	в самом деле	11	5
10	не может быть	8	4
11	в этой области	2	4
12	о том что	4	4
13	тем не менее	4	4
14	том случае если	4	4
15	в конце концов	3	4
16	с другой стороны	2	4
17	в том случае	4	4
18	в данном случае	4	3
19	так же как	4	3
20	таким образом в	2	3
21	и то что	2	3
22	заключается в том	10	3
23	в то же	2	2
24	он не может	2	2
25	в том виде	3	2
26	том что он	3	2
27	в свою очередь	2	2
28	и в том	2	2
29	то же время	2	2
30	но так как	2	2
31	как и в	2	2
32	в том и	2	2
33	заключает в себе	2	2
34	бы то ни	2	2
35	во всяком случае	2	2
