N	2gram	Vinokur_Ku_2	Psycholo
1	то что	9	37
2	и в	23	30
3	в том	19	27
4	что в	10	24
5	и что	8	23
6	потому что	25	23
7	том что	11	21
8	для того	9	20
9	таким образом	5	20
10	того чтобы	11	20
11	как бы	4	19
12	что он	5	17
13	на то	4	17
14	если мы	4	16
15	не только	20	16
16	в самом	12	14
17	в этом	18	14
18	так же	4	13
19	как раз	3	13
20	в сущности	9	12
21	вместе с	5	12
22	с одной	2	12
23	если бы	12	11
24	может быть	15	11
25	что мы	6	11
26	никогда не	2	9
27	с другой	8	9
28	для этого	3	9
29	не может	9	9
30	и то	5	9
31	сказать что	4	9
32	так как	15	9
33	с тем	2	8
34	что это	7	8
35	мы имеем	5	8
36	к тому	4	8
37	не в	8	8
38	а не	10	8
39	при этом	2	8
40	того что	3	8
41	заключается в	2	8
42	самом деле	9	8
43	могут быть	4	8
44	и это	3	8
45	по себе	10	7
46	в нем	4	7
47	зависимости от	5	7
48	но не	6	7
49	все же	7	7
50	и т	39	7
51	то же	6	7
52	точки зрения	14	7
53	как это	5	7
54	уже в	3	6
55	ясно что	5	6
56	в зависимости	4	6
57	в своем	2	6
58	что она	3	6
59	именно в	3	6
60	как и	2	6
61	что если	2	6
62	и если	2	6
63	совершенно не	3	6
64	и тем	5	6
65	и для	2	6
66	но и	7	6
67	что все	5	6
68	что оно	3	6
69	и не	16	6
70	и его	3	6
71	или в	4	6
72	и здесь	5	6
73	никак не	3	6
74	тем что	3	6
75	о котором	2	6
76	как будто	2	6
77	на этом	3	6
78	и есть	2	5
79	несмотря на	5	5
80	как мы	3	5
81	и потому	2	5
82	в этой	6	5
83	что они	2	5
84	еще не	5	5
85	было бы	15	5
86	указывает что	2	5
87	был бы	2	5
88	один из	5	5
89	другой стороны	7	5
90	сводится к	3	5
91	рядом с	2	5
92	в своих	2	5
93	но в	11	5
94	только в	5	5
95	ответ на	2	5
96	казалось бы	3	4
97	в результате	4	4
98	в частности	2	4
99	и все	2	4
100	этот вопрос	6	4
101	прежде всего	8	4
102	мы могли	2	4
103	у нас	12	4
104	в своей	2	4
105	от того	4	4
106	в ней	3	4
107	в его	5	4
108	в них	4	4
109	на примере	2	4
110	по сравнению	2	4
111	а в	3	4
112	которых мы	2	4
113	там где	5	4
114	из которых	3	4
115	могли бы	2	4
116	в конце	4	4
117	что эта	2	4
118	в виду	3	4
119	не могут	5	3
120	была бы	4	3
121	у него	3	3
122	что у	2	3
123	хотя бы	9	3
124	это не	6	3
125	не как	2	3
126	это в	2	3
127	состоит в	2	3
128	к этому	4	3
129	вовсе не	9	3
130	вопрос о	9	3
131	что на	4	3
132	для нас	4	3
133	об этом	5	3
134	мне кажется	2	3
135	в свою	2	3
136	лучшем случае	3	3
137	мы с	2	3
138	тот же	5	3
139	он не	3	3
140	что и	3	3
141	ни в	4	3
142	данном случае	2	3
143	так и	4	3
144	со стороны	4	3
145	как в	3	3
146	в их	2	3
147	так в	3	3
148	это только	2	3
149	т д	14	3
150	этом отношении	3	3
151	по поводу	2	3
152	и сейчас	2	3
153	но только	4	3
154	в той	2	3
155	и о	4	3
156	на этот	2	3
157	тем же	2	3
158	целый ряд	5	3
159	той же	2	3
160	в лучшем	3	3
161	можно было	9	3
162	в силу	7	3
163	и на	6	3
164	в каком	4	3
165	в данном	4	3
166	т п	24	3
167	в другом	2	3
168	мы должны	2	3
169	иметь в	2	3
170	с этой	2	2
171	перед нами	4	2
172	в отношении	2	2
173	же как	2	2
174	связи с	3	2
175	знаем что	3	2
176	что между	2	2
177	представить себе	2	2
178	с этим	3	2
179	этом смысле	5	2
180	их не	2	2
181	с помощью	7	2
182	можно сказать	4	2
183	материал для	2	2
184	мы знаем	4	2
185	же в	3	2
186	этом случае	2	2
187	до конца	3	2
188	ли не	2	2
189	по существу	5	2
190	когда в	2	2
191	но все	4	2
192	чем в	3	2
193	очевидно что	2	2
194	бы сказать	2	2
195	того же	3	2
196	должна быть	5	2
197	слов и	2	2
198	в нашей	4	2
199	в большей	3	2
200	по преимуществу	2	2
201	обратить внимание	2	2
202	на том	2	2
203	и следовательно	2	2
204	в качестве	8	2
205	о которых	3	2
206	себе не	2	2
207	тех пор	2	2
208	гораздо более	3	2
209	должен быть	5	2
210	с той	2	2
211	речь в	5	2
212	и до	2	2
213	отношения к	2	2
214	в форме	3	2
215	все это	5	2
216	отличается от	3	2
217	в отличие	2	2
218	того как	2	2
219	что когда	3	2
220	все равно	2	2
221	это и	3	2
222	и вот	5	2
223	приводит к	5	2
224	с точки	8	2
225	и даже	2	2
226	бы на	2	2
227	должно быть	4	2
228	отличие от	2	2
229	в глазах	2	2
230	ничего не	4	2
231	в которых	2	2
232	и с	7	2
233	в нашем	7	2
234	само по	5	2
235	даже и	2	2
236	что касается	2	2
237	в то	4	2
238	ту же	6	2
239	не знает	3	2
240	вопроса о	6	2
241	все эти	12	2
242	конце концов	3	2
243	только о	2	2
244	на самом	2	2
