N	2gram	Tiupa_Hudo_1	Dialekti
1	и не	2	30
2	по себе	2	25
3	т е	4	25
4	и т	11	21
5	т д	3	19
6	и в	14	18
7	ничего не	8	17
8	может быть	5	17
9	точки зрения	5	17
10	в нем	3	16
11	ни в	5	15
12	так что	2	15
13	не имеет	2	15
14	а не	12	14
15	потому что	5	14
16	что в	6	13
17	то что	8	13
18	не только	12	13
19	и даже	3	13
20	если бы	3	12
21	было бы	6	12
22	и что	2	12
23	с точки	3	12
24	в этом	11	12
25	не может	7	12
26	что он	9	11
27	как бы	7	11
28	все это	2	11
29	в себе	11	11
30	прежде всего	11	10
31	несмотря на	4	10
32	то же	9	10
33	никогда не	6	9
34	отнюдь не	3	9
35	это не	7	9
36	в том	12	9
37	так и	13	9
38	том что	16	9
39	ясно что	2	8
40	то в	4	7
41	но и	5	7
42	что она	4	7
43	что не	2	7
44	как она	2	7
45	можно сказать	4	6
46	да и	2	6
47	она не	4	6
48	никак не	2	6
49	не было	4	6
50	не в	7	6
51	в то	8	6
52	с ним	4	6
53	но в	5	6
54	в этих	5	5
55	в своем	4	5
56	на то	4	5
57	все же	3	5
58	и он	5	5
59	а в	7	5
60	можно было	5	5
61	и с	4	5
62	говорить о	3	5
63	или не	3	5
64	и об	2	4
65	в конце	4	4
66	к тому	7	4
67	быть может	7	4
68	об этом	5	4
69	но не	3	4
70	от него	3	4
71	же время	8	4
72	хотя и	2	4
73	не о	2	4
74	как раз	4	4
75	может и	3	4
76	как мы	3	4
77	о том	12	4
78	как он	2	4
79	или иная	3	3
80	тому что	4	3
81	все равно	2	3
82	та же	4	3
83	а только	4	3
84	только потому	2	3
85	что я	2	3
86	на себе	2	3
87	и о	4	3
88	он не	4	3
89	в его	8	3
90	и потому	2	3
91	если в	2	3
92	даже в	3	3
93	один из	4	3
94	жизни и	5	3
95	что же	2	3
96	в их	2	3
97	только на	2	3
98	в самом	4	3
99	но с	2	3
100	на самом	2	3
101	самом деле	5	3
102	только что	4	3
103	должно быть	2	3
104	ничем не	3	3
105	в ней	4	3
106	только в	5	3
107	и все	4	3
108	та или	3	3
109	ни к	2	2
110	на этом	3	2
111	не менее	5	2
112	поэтому и	2	2
113	того что	4	2
114	же как	2	2
115	именно в	7	2
116	тех кто	2	2
117	в частности	5	2
118	не знает	2	2
119	в качестве	9	2
120	и быть	4	2
121	как в	8	2
122	с этой	2	2
123	и от	4	2
124	для своего	2	2
125	вопрос о	2	2
126	в мире	3	2
127	как и	9	2
128	с той	2	2
129	такой же	3	2
130	и другое	2	2
131	не нужно	2	2
132	для него	10	2
133	до сих	2	2
134	еще не	7	2
135	в первую	2	2
136	себе и	2	2
137	в него	2	2
138	для нее	2	2
139	из них	4	2
140	в своей	10	2
141	сих пор	2	2
142	со стороны	3	2
143	т п	8	2
144	несет на	2	2
145	с этим	3	2
146	а с	2	2
147	этом отношении	3	2
148	все эти	3	2
149	уже не	7	2
150	и для	3	2
151	об одном	2	2
152	с ними	2	2
153	и так	2	2
154	то и	3	2
155	но как	2	2
156	в другом	2	2
157	говоря о	2	2
158	и это	4	2
159	заметить что	2	2
160	которая не	2	2
