N	2gram	Trubetskoy_1	Istorich
1	что он	4	24
2	не только	10	18
3	может быть	10	17
4	никогда не	5	15
5	и в	26	15
6	мы имеем	2	15
7	но и	9	14
8	так как	9	14
9	так же	5	13
10	что в	9	12
11	а в	4	12
12	то что	7	12
13	в этих	4	11
14	и не	8	11
15	в этом	15	11
16	то же	4	10
17	с тем	18	9
18	еще не	2	9
19	все же	6	9
20	и здесь	2	9
21	потому что	7	9
22	связи с	9	8
23	один из	2	8
24	он не	4	8
25	мы можем	2	8
26	очень много	2	8
27	том что	7	7
28	в нем	4	7
29	вместе с	15	7
30	сих пор	5	7
31	таким образом	22	7
32	не в	2	7
33	связана с	2	6
34	точно так	3	6
35	так что	3	6
36	до сих	5	6
37	что это	3	6
38	в его	5	6
39	как бы	12	6
40	что и	6	6
41	и что	4	6
42	в том	11	6
43	только в	4	6
44	но в	7	6
45	связан с	2	5
46	прежде всего	2	5
47	в одном	3	5
48	к тому	6	5
49	но все	7	5
50	же как	3	5
51	в котором	4	5
52	так и	6	5
53	не может	4	5
54	в связи	3	5
55	а не	5	5
56	и наконец	2	5
57	к нему	7	5
58	попадает в	4	5
59	представляет собой	3	5
60	к которому	2	5
61	с одной	7	4
62	и другие	3	4
63	в этой	4	4
64	при этом	3	4
65	одной из	5	4
66	что эти	3	4
67	связь с	2	4
68	и с	10	4
69	и на	2	4
70	в себе	6	4
71	мы должны	6	4
72	все эти	6	4
73	но по	3	3
74	должен был	4	3
75	в качестве	3	3
76	из этих	10	3
77	из человеческих	2	3
78	на то	2	3
79	одной стороны	7	3
80	должно было	2	3
81	но если	2	3
82	в русских	2	3
83	о том	6	3
84	отношению к	3	3
85	когда он	3	3
86	все это	6	3
87	того что	3	3
88	с одним	2	3
89	он в	2	3
90	что мы	2	3
91	и это	2	3
92	в других	3	3
93	уже в	2	2
94	во время	4	2
95	не было	2	2
96	самого начала	2	2
97	с другой	8	2
98	но с	3	2
99	представление о	6	2
100	главным образом	8	2
101	уже с	3	2
102	и вместе	4	2
103	эти действия	2	2
104	именно в	2	2
105	по существу	2	2
106	мы видели	2	2
107	магической силы	9	2
108	в силу	5	2
109	но не	8	2
110	одно из	2	2
111	ни один	2	2
112	того чтобы	5	2
113	и если	3	2
114	и из	2	2
115	и для	5	2
116	а также	2	2
117	подойти к	3	2
118	хотя бы	3	2
119	из них	7	2
120	во всех	2	2
121	приводит к	2	2
122	оказывается что	3	2
123	не могла	2	2
124	и только	4	2
125	в разных	2	2
126	в тело	2	2
127	а с	7	2
128	с самого	3	2
129	превращается в	2	2
130	и по	4	2
131	его не	2	2
132	с другими	4	2
133	боги и	4	2
134	в русском	2	2
135	в которых	4	2
136	сказать что	2	2
137	состоит в	2	2
138	на нее	3	2
139	в которой	3	2
140	в эту	2	2
141	тому же	5	2
142	в виду	2	2
143	из него	2	2
