N	2gram	Potebnia_M_2	Istorich
1	и в	24	28
2	может быть	23	25
3	и т	6	25
4	т д	3	22
5	не может	12	15
6	а не	18	15
7	никогда не	4	14
8	для нас	31	13
9	мы должны	2	13
10	что в	16	12
11	то же	12	12
12	не только	15	12
13	мы видим	2	11
14	только в	11	11
15	что он	4	10
16	все же	5	10
17	прежде всего	7	10
18	но и	9	10
19	мы не	11	10
20	и что	4	10
21	в том	18	9
22	о том	5	9
23	то что	20	9
24	и не	19	9
25	не в	13	9
26	так и	5	9
27	что это	3	8
28	если бы	11	8
29	таким образом	11	8
30	в этом	8	8
31	но в	4	8
32	в этих	3	7
33	это не	3	7
34	том что	8	7
35	еще не	4	7
36	было бы	13	7
37	в ней	3	7
38	а в	8	7
39	так же	2	7
40	и здесь	2	7
41	что мы	11	7
42	с другой	6	6
43	не менее	5	6
44	тем не	6	6
45	так например	3	6
46	вслед за	3	6
47	что и	11	6
48	его в	3	6
49	так как	10	6
50	вместе с	11	6
51	в одном	6	5
52	вопрос о	2	5
53	что они	5	5
54	более или	8	5
55	но не	12	5
56	до сих	4	5
57	например в	3	5
58	что она	3	5
59	сих пор	4	5
60	или менее	8	5
61	другой стороны	2	5
62	или в	2	5
63	их в	2	5
64	сказать что	2	5
65	в его	2	5
66	на более	2	5
67	к которому	2	5
68	все это	2	4
69	с тем	4	4
70	связи с	6	4
71	там где	4	4
72	превращается в	2	4
73	на то	5	4
74	так что	10	4
75	но все	2	4
76	но это	3	4
77	одной стороны	3	4
78	один из	2	4
79	на него	3	4
80	так в	4	4
81	в связи	2	4
82	с этим	7	4
83	с одной	4	4
84	как и	7	4
85	того что	7	4
86	должны быть	4	4
87	хотя бы	2	4
88	и для	3	4
89	и на	8	4
90	потому что	49	4
91	то мы	2	4
92	могут быть	8	4
93	находится в	3	4
94	они не	4	4
95	одним словом	4	4
96	все эти	2	4
97	не все	2	4
98	не то	2	4
99	мы знаем	2	4
100	случаи когда	2	3
101	в какой	2	3
102	во время	4	3
103	не как	3	3
104	точно так	9	3
105	по себе	15	3
106	не с	3	3
107	на этом	2	3
108	при этом	13	3
109	то время	4	3
110	не можем	6	3
111	что например	2	3
112	не совсем	3	3
113	и их	5	3
114	в котором	4	3
115	и по	2	3
116	то это	3	3
117	из них	5	3
118	того как	7	3
119	и тогда	3	3
120	связь между	2	3
121	уже не	4	3
122	и его	2	3
123	если мы	3	3
124	есть только	6	3
125	как это	2	3
126	которые могут	4	3
127	время как	4	3
128	по отношению	2	3
129	тем что	7	3
130	в другом	2	3
131	во всем	2	3
132	в то	6	3
133	могли бы	2	3
134	бы быть	3	3
135	не непосредственно	2	3
136	на вопрос	3	2
137	только для	5	2
138	а с	2	2
139	не могут	7	2
140	зависит от	2	2
141	самого начала	2	2
142	всех этих	2	2
143	по мере	5	2
144	заключить что	2	2
145	к этому	2	2
146	столь же	5	2
147	и от	3	2
148	на природу	2	2
149	и потому	2	2
150	между ними	2	2
151	вовсе не	9	2
152	значение и	2	2
153	но мы	3	2
154	ни было	3	2
155	видно из	2	2
156	с самого	2	2
157	и как	6	2
158	одна из	4	2
159	отсюда вытекает	2	2
160	само по	2	2
161	связанные с	2	2
162	не дает	2	2
163	связано с	2	2
164	мере того	4	2
165	для него	10	2
166	тот же	5	2
167	и тот	2	2
168	мысль о	7	2
169	в действительности	2	2
170	и если	4	2
171	что не	5	2
172	некоторое время	2	2
173	мы в	3	2
174	что такое	2	2
175	с ним	5	2
176	но если	2	2
177	как бы	9	2
178	воспоминание о	5	2
179	относится к	3	2
180	как оно	2	2
181	и тем	3	2
182	в нем	9	2
183	это было	2	2
184	не есть	6	2
185	в целом	3	2
186	не знаем	2	2
187	во всех	7	2
188	в некоторых	4	2
189	указывает на	2	2
190	со стороны	3	2
191	как в	10	2
192	то и	9	2
193	не на	2	2
194	и только	6	2
195	отношения к	2	2
196	образом мы	2	2
197	и другое	4	2
198	а только	8	2
199	не так	3	2
200	должно быть	2	2
201	во многих	3	2
202	нас в	2	2
203	между тем	6	2
204	можно назвать	2	2
205	в себе	10	2
206	бы в	2	2
207	что если	6	2
208	как он	4	2
209	когда мы	2	2
210	оно может	2	2
211	тогда когда	10	2
212	том как	3	2
