N	2gram	Bakhtin_fo_1	Psycholo
1	то что	6	37
2	и в	50	30
3	в том	9	27
4	что в	5	24
5	потому что	4	23
6	том что	4	21
7	для того	5	20
8	таким образом	11	20
9	того чтобы	5	20
10	как бы	2	19
11	если мы	2	16
12	не только	9	16
13	в трагедии	2	15
14	в самом	8	14
15	в этом	25	14
16	так же	6	13
17	как раз	13	13
18	то есть	33	13
19	одной стороны	2	12
20	в сущности	3	12
21	вместе с	3	12
22	с одной	3	12
23	если бы	5	11
24	может быть	11	11
25	что мы	2	11
26	никогда не	2	9
27	с другой	2	9
28	не может	6	9
29	и то	4	9
30	сказать что	3	9
31	так как	6	9
32	с тем	3	8
33	он должен	2	8
34	к тому	3	8
35	не в	5	8
36	а не	3	8
37	при этом	3	8
38	того что	2	8
39	мы видим	3	8
40	могут быть	5	8
41	и это	4	8
42	по себе	2	7
43	в нем	24	7
44	и как	10	7
45	но не	5	7
46	все же	6	7
47	и т	8	7
48	то же	11	7
49	точки зрения	5	7
50	героя и	7	7
51	в основе	5	7
52	уже в	2	6
53	ясно что	2	6
54	в своем	4	6
55	именно в	3	6
56	как и	8	6
57	совершенно не	2	6
58	и для	4	6
59	но и	8	6
60	что все	2	6
61	и не	14	6
62	жизни и	8	6
63	и его	16	6
64	или в	3	6
65	тем что	2	6
66	мы уже	11	6
67	в целом	2	5
68	как мы	14	5
69	и потому	3	5
70	еще не	5	5
71	до сих	3	5
72	было бы	2	5
73	был бы	3	5
74	один из	3	5
75	сих пор	3	5
76	рядом с	2	5
77	в себе	3	5
78	но в	10	5
79	только в	4	5
80	в основу	3	4
81	в результате	6	4
82	в частности	6	4
83	сравнению с	2	4
84	друг к	2	4
85	и все	6	4
86	прежде всего	15	4
87	стороны и	2	4
88	есть не	3	4
89	и к	2	4
90	в своей	2	4
91	в ней	4	4
92	в его	13	4
93	в них	4	4
94	по сравнению	2	4
95	к другу	2	4
96	только на	3	4
97	а в	3	4
98	там где	2	4
99	мы говорили	3	4
100	как она	2	4
101	в конце	9	4
102	в виду	3	4
103	не могут	3	3
104	и уже	3	3
105	и другие	5	3
106	была бы	2	3
107	у него	6	3
108	хотя бы	2	3
109	это не	6	3
110	формы и	3	3
111	не как	2	3
112	к этому	3	3
113	вовсе не	13	3
114	вопрос о	2	3
115	самого начала	2	3
116	одно и	3	3
117	для нас	2	3
118	об этом	2	3
119	с самого	2	3
120	одна из	2	3
121	в свою	2	3
122	для него	2	3
123	имеет место	3	3
124	он не	5	3
125	в ее	6	3
126	что и	3	3
127	он только	2	3
128	ни в	8	3
129	так и	12	3
130	как в	6	3
131	в их	6	3
132	времени и	10	3
133	этом отношении	3	3
134	искусстве и	3	3
135	в той	4	3
136	в таком	3	3
137	той же	2	3
138	мы не	3	3
139	человека в	17	3
140	но он	2	3
141	и на	8	3
142	в каком	2	3
143	в данном	2	3
144	т п	8	3
145	мы должны	2	3
146	в этих	3	3
147	в которой	2	3
148	в отношении	3	2
149	с его	9	2
150	же как	2	2
151	связи с	6	2
152	себя и	3	2
153	понятно что	4	2
154	между собой	4	2
155	не является	2	2
156	чем не	3	2
157	с этим	6	2
158	во всякой	2	2
159	в одном	3	2
160	а как	3	2
161	или иной	2	2
162	с помощью	2	2
163	же в	3	2
164	до конца	4	2
165	в романе	32	2
166	и того	6	2
167	по существу	12	2
168	но все	5	2
169	чем в	2	2
170	того же	8	2
171	одного и	5	2
172	нет в	2	2
173	в центре	2	2
174	к другому	2	2
175	по преимуществу	3	2
176	и эта	2	2
177	по самому	2	2
178	и следовательно	4	2
179	той или	2	2
180	в качестве	3	2
181	в котором	4	2
182	себе и	3	2
183	романа как	3	2
184	во всех	6	2
185	быть и	2	2
186	и до	5	2
187	отношения к	3	2
188	в эпосе	2	2
189	в форме	3	2
190	все это	4	2
191	по отношению	3	2
192	в отличие	2	2
193	в течение	2	2
194	мы находим	2	2
195	с точки	2	2
196	и даже	2	2
197	между ними	3	2
198	есть только	2	2
199	отличие от	2	2
200	время как	5	2
201	ничего не	9	2
202	в которых	2	2
203	и с	4	2
204	в нашем	2	2
205	событий и	3	2
206	совсем не	2	2
207	во всем	2	2
208	в то	9	2
209	ту же	2	2
210	не знает	3	2
211	все то	2	2
212	его на	2	2
213	как он	2	2
214	все эти	9	2
215	дело в	2	2
216	связь между	2	2
217	но она	2	2
