N	2gram	Bakhtin_Fr_2	Problema
1	и не	15	28
2	то есть	32	27
3	не только	17	24
4	только в	13	23
5	вовсе не	10	21
6	в том	3	20
7	и в	49	20
8	ни в	3	17
9	все эти	7	16
10	то что	6	15
11	было бы	3	14
12	но и	13	14
13	точки зрения	6	14
14	также и	3	13
15	даже и	2	13
16	в нашем	2	12
17	в себе	4	12
18	том что	4	12
19	прежде всего	19	11
20	с точки	5	11
21	в качестве	2	10
22	так и	6	10
23	и его	17	10
24	может быть	5	9
25	все это	9	9
26	и даже	2	9
27	в этом	15	9
28	содержит в	2	8
29	что он	3	8
30	таким образом	7	8
31	во всяком	2	8
32	и все	3	8
33	но в	4	8
34	с другой	4	7
35	есть в	2	7
36	еще не	2	7
37	такого рода	2	7
38	и потому	5	7
39	то же	7	7
40	именно в	6	7
41	сказать что	6	7
42	и с	6	7
43	в ней	2	7
44	здесь не	2	7
45	всех этих	3	6
46	и без	2	6
47	как и	11	6
48	но это	2	6
49	при этом	5	6
50	в виду	3	6
51	другой стороны	3	6
52	и вообще	3	6
53	но не	5	5
54	на самом	2	5
55	хотя и	2	5
56	в нем	9	5
57	здесь в	6	5
58	в смысле	2	5
59	можно сказать	2	5
60	в целях	2	5
61	в ее	3	5
62	да и	3	5
63	и о	4	5
64	жизни и	7	5
65	вместе с	2	5
66	так же	2	5
67	не может	7	5
68	в них	13	5
69	так как	6	5
70	в этих	4	5
71	о том	3	5
72	уже в	5	4
73	времени и	6	4
74	но даже	2	4
75	в отношении	2	4
76	и во	4	4
77	в одном	3	4
78	в самой	2	4
79	это и	2	4
80	в этой	10	4
81	одной из	2	4
82	несмотря на	3	4
83	в своей	5	4
84	как бы	11	4
85	всяком случае	2	4
86	же в	3	4
87	во всех	6	4
88	без всякого	2	4
89	а в	4	4
90	можно было	3	4
91	жизнь и	2	4
92	в то	6	4
93	в художественном	2	4
94	с ним	4	4
95	в связи	2	3
96	и более	4	3
97	он как	2	3
98	в жизни	4	3
99	в условиях	2	3
100	и к	4	3
101	как мы	7	3
102	он был	2	3
103	для него	9	3
104	но все	4	3
105	в начале	5	3
106	связи с	2	3
107	в истории	6	3
108	учение о	2	3
109	это произведение	2	3
110	сознания и	2	3
111	себе и	2	3
112	совершенно не	2	3
113	себе в	2	3
114	вплоть до	2	3
115	в его	18	3
116	что в	2	3
117	другими словами	3	3
118	в новое	2	3
119	в своем	5	3
120	не было	4	3
121	к нему	3	3
122	и на	17	3
123	тем что	4	3
124	из них	3	3
125	имеем в	2	3
126	в другом	2	3
127	мы должны	2	3
128	в области	4	3
129	мы можем	2	3
130	эти образы	3	2
131	в меру	2	2
132	но они	3	2
133	в конце	2	2
134	на все	3	2
135	в литературе	6	2
136	с его	5	2
137	что они	2	2
138	для них	2	2
139	в пределах	2	2
140	тот же	5	2
141	но именно	3	2
142	со всеми	2	2
143	на его	2	2
144	в самом	3	2
145	за пределы	2	2
146	по преимуществу	2	2
147	к ней	2	2
148	перестает быть	2	2
149	относится к	5	2
150	никто не	2	2
151	все же	7	2
152	с ее	3	2
153	на этой	2	2
154	и прежде	2	2
155	всех других	2	2
156	жизни в	3	2
157	на земле	3	2
158	мы находим	4	2
159	там же	2	2
160	мы здесь	2	2
161	того чтобы	2	2
162	как именно	2	2
163	в значительной	3	2
164	xix века	2	2
165	во всем	3	2
166	во все	2	2
167	далеко не	3	2
168	и это	3	2
169	этих образов	2	2
170	очень много	2	2
