N	3gram	Vygotskiy__2	Myshleni
1	в том что	17	31
2	заключается в том	10	14
3	с точки зрения	10	11
4	с другой стороны	2	8
5	то же самое	6	7
6	в этом отношении	5	7
7	что в основе	4	6
8	в самом деле	11	6
9	так же как	4	5
10	можно было бы	4	5
11	для того чтобы	13	5
12	и той же	4	4
13	на то что	6	4
14	этой точки зрения	2	4
15	и то что	2	4
16	одной и той	4	4
17	по сравнению с	2	3
18	и те же	2	3
19	с таким образом	8	3
20	точно так же	3	3
21	о том что	4	3
22	с тем что	3	3
23	состоит в том	2	3
24	во всяком случае	2	3
25	одни и те	2	3
26	в данном случае	4	2
27	в этой области	2	2
28	тому или иному	2	2
29	мы видим что	2	2
30	в свою очередь	2	2
31	но так как	2	2
32	так как в	2	2
33	только в том	4	2
34	более и более	2	2
35	все более и	2	2
36	в том виде	3	2
37	подобно тому как	2	2
38	в том чтобы	3	2
39	и что в	2	2
40	это значит что	2	2
