N	2gram	Bakhtin_Fr_4	Myshleni
1	то что	4	26
2	что он	4	25
3	в этом	11	25
4	таким образом	20	19
5	в том	7	18
6	не может	2	18
7	точки зрения	4	18
8	того чтобы	3	17
9	и в	29	16
10	того что	3	16
11	так как	7	16
12	не только	10	16
13	так же	7	15
14	том что	3	15
15	для того	3	14
16	в сущности	6	13
17	сказать что	5	13
18	и не	16	12
19	в его	8	11
20	но не	2	10
21	с помощью	4	10
22	как мы	10	10
23	только в	2	10
24	может быть	2	9
25	с точки	2	9
26	о том	2	8
27	в основе	2	8
28	как и	12	8
29	он не	3	8
30	то же	10	8
31	и есть	4	7
32	в нем	5	7
33	но он	6	7
34	того же	5	7
35	так и	11	7
36	в этой	13	6
37	но и	9	6
38	и на	11	6
39	как он	2	6
40	но в	12	6
41	у него	5	6
42	связанные с	4	6
43	к тому	2	6
44	в той	2	6
45	мы можем	3	6
46	самого начала	3	5
47	никогда не	2	5
48	в своем	3	5
49	что они	2	5
50	как бы	8	5
51	но мы	2	5
52	в то	10	5
53	с ним	2	5
54	тот же	3	5
55	как в	2	5
56	с самого	3	5
57	тем что	4	5
58	в которой	4	5
59	все эти	9	4
60	с другой	4	4
61	это не	5	4
62	то время	2	4
63	при этом	3	4
64	и их	3	4
65	именно в	2	4
66	и по	5	4
67	в результате	4	4
68	к которому	2	4
69	мы видим	3	4
70	в качестве	3	4
71	как известно	2	4
72	еще не	4	4
73	той же	3	4
74	тому как	3	4
75	и то	2	4
76	такой же	3	4
77	подобно тому	3	4
78	в частности	3	3
79	прежде всего	8	3
80	в известной	3	3
81	и как	3	3
82	но это	4	3
83	одной стороны	2	3
84	но как	3	3
85	и тот	2	3
86	до конца	5	3
87	к нему	3	3
88	если в	2	3
89	мы видели	7	3
90	его и	2	3
91	в их	2	3
92	еще и	7	3
93	с одной	2	3
94	они не	2	3
95	как на	2	3
96	и с	9	3
97	по своей	3	3
98	в этих	2	3
99	к этому	2	3
100	все же	3	3
101	это и	5	3
102	то в	3	3
103	по своему	4	3
104	одной из	2	3
105	с таким	2	3
106	не на	2	3
107	на этом	2	3
108	в себя	2	3
109	что значит	3	3
110	и его	8	3
111	связи с	2	3
112	один и	2	3
113	в чем	3	3
114	только для	4	2
115	и другие	2	2
116	что у	3	2
117	на его	2	2
118	в ряде	2	2
119	в ней	3	2
120	в виду	2	2
121	в котором	2	2
122	связи и	2	2
123	в своей	5	2
124	из них	6	2
125	все это	4	2
126	другой стороны	3	2
127	форм и	2	2
128	образом в	3	2
129	но только	2	2
130	и даже	3	2
131	в своих	2	2
132	и здесь	3	2
133	но этот	2	2
134	их в	2	2
135	но они	4	2
136	о чем	2	2
137	на их	2	2
138	в них	7	2
139	в жизни	2	2
140	вовсе не	9	2
141	его в	9	2
142	в различных	2	2
143	и к	2	2
144	которых он	2	2
145	что я	2	2
146	слов и	3	2
147	во второй	2	2
148	жизни и	4	2
149	два момента	2	2
150	как будто	2	2
151	из этого	2	2
152	учения о	2	2
