N	3gram	Vinokur_Ku_2	Myshleni
1	с точки зрения	8	21
2	для того чтобы	8	18
3	в этом случае	2	14
4	в том что	10	13
5	так же как	2	7
6	в самом деле	7	4
7	с этой точки	2	4
8	на то что	2	4
9	этой точки зрения	2	4
10	не может быть	4	4
11	вместе с тем	2	4
12	только потому что	6	3
13	тем не менее	5	3
14	можно сказать что	2	3
15	в этом отношении	3	3
16	в свою очередь	2	2
17	точно так же	3	2
18	именно в силу	2	2
19	в отличие от	2	2
20	в лучшем случае	3	2
21	в конечном счете	2	2
22	на самом деле	2	2
23	потому что он	2	2
