N	2gram	Vygotskiy__3	Literetu
1	не только	6	24
2	при этом	5	19
3	в качестве	12	17
4	но и	4	17
5	в том	23	16
6	в частности	4	15
7	том что	20	14
8	может быть	13	13
9	и не	10	12
10	в этом	14	12
11	состоит в	3	11
12	прежде всего	4	11
13	в своем	4	11
14	такого рода	2	10
15	то что	15	10
16	или иначе	2	9
17	не в	6	8
18	в целом	13	8
19	и в	25	8
20	только в	10	8
21	как это	7	8
22	не менее	6	7
23	в его	15	7
24	как бы	10	7
25	уже не	2	7
26	в себе	2	7
27	в жизни	3	6
28	как и	15	6
29	и сам	3	6
30	связи с	9	6
31	того что	10	6
32	точки зрения	6	6
33	с его	2	5
34	с этой	3	5
35	что он	6	5
36	же в	2	5
37	а также	2	5
38	как в	9	5
39	не может	6	5
40	то же	2	5
41	в отличие	6	5
42	уже в	7	5
43	тем самым	2	5
44	одним из	5	5
45	не столько	4	5
46	в то	4	5
47	отличие от	6	5
48	для этого	2	4
49	столь же	7	4
50	в случае	3	4
51	в силу	6	4
52	представляет собой	6	4
53	но не	6	4
54	еще не	4	4
55	еще в	2	4
56	все же	6	4
57	из них	4	4
58	в своей	2	4
59	так и	5	4
60	никогда не	4	4
61	в связи	6	4
62	друг друга	4	4
63	и его	2	4
64	в своих	2	4
65	не как	3	4
66	в этой	5	4
67	в основе	16	3
68	что в	17	3
69	с другой	6	3
70	одного из	2	3
71	одна из	2	3
72	с их	2	3
73	в самом	3	3
74	не мог	4	3
75	в сфере	2	3
76	один из	6	3
77	приводит к	4	3
78	по отношению	3	3
79	а в	4	3
80	таким образом	17	3
81	другого в	2	3
82	этой точки	2	3
83	тем же	4	3
84	той же	4	3
85	потому что	6	3
86	во всяком	4	3
87	по своей	7	3
88	его в	3	3
89	в области	7	3
90	на этом	3	2
91	а как	2	2
92	все более	2	2
93	по этому	3	2
94	отнюдь не	4	2
95	однако в	2	2
96	все они	2	2
97	из этих	4	2
98	человека и	5	2
99	в себя	3	2
100	в мире	2	2
101	новых и	2	2
102	к тому	4	2
103	тем не	5	2
104	и того	4	2
105	в нашей	2	2
106	или иной	3	2
107	того же	6	2
108	отношения между	5	2
109	для него	5	2
110	одной стороны	5	2
111	было бы	10	2
112	мы в	2	2
113	всяком случае	4	2
114	не является	8	2
115	в нем	2	2
116	не есть	3	2
117	отношению к	2	2
118	на том	3	2
119	то и	4	2
120	и только	2	2
121	мышления и	23	2
122	этом отношении	3	2
123	с одной	5	2
124	все эти	7	2
125	из того	2	2
126	можно было	6	2
127	тому как	2	2
128	и то	2	2
129	между тем	3	2
130	тем что	8	2
131	могут быть	5	2
132	на себя	2	2
133	о том	5	2
134	как он	3	2
135	направленной на	2	2
136	которая не	4	2
