N	2gram	Ircho_Kome_3	VLabPisa
1	таким образом	12	27
2	в этом	8	26
3	и в	22	25
4	и т	4	24
5	не только	5	22
6	может быть	6	21
7	хотя бы	4	20
8	и не	21	19
9	т е	16	17
10	не может	3	17
11	в его	8	15
12	прежде всего	5	13
13	в том	12	13
14	этом отношении	2	13
15	в частности	3	12
16	все это	5	12
17	как это	5	12
18	с другой	4	11
19	в силу	2	11
20	из них	5	11
21	не могут	2	10
22	в качестве	2	10
23	о том	8	10
24	как видим	2	9
25	к этому	6	9
26	об этом	7	9
27	что в	5	9
28	но и	4	9
29	то же	7	9
30	т п	4	9
31	на основании	2	8
32	в своем	8	8
33	другой стороны	2	8
34	как и	3	7
35	том что	13	7
36	было бы	3	7
37	в конечном	2	7
38	отношению к	3	7
39	во всех	2	7
40	вместе с	9	7
41	по отношению	5	7
42	не было	2	7
43	а не	4	7
44	у него	4	6
45	это не	2	6
46	в себе	4	6
47	то что	4	6
48	в нем	3	6
49	так и	4	6
50	и его	6	6
51	их в	3	6
52	между тем	2	6
53	в то	6	6
54	в результате	2	5
55	тому что	2	5
56	же время	5	5
57	конечном счете	2	5
58	все же	4	5
59	в пределах	2	5
60	связи с	5	5
61	одним из	2	5
62	как бы	3	5
63	один из	3	5
64	в их	2	5
65	приводит к	3	5
66	не в	4	5
67	не является	4	5
68	он говорит	2	5
69	к тому	6	4
70	никогда не	3	4
71	равно как	2	4
72	в одном	2	4
73	в целом	3	4
74	что он	8	4
75	с его	3	4
76	в ее	3	4
77	в своей	5	4
78	в самом	9	4
79	должен быть	2	4
80	когда он	4	4
81	как раз	6	4
82	в них	3	4
83	в связи	4	4
84	в этой	3	4
85	и к	3	3
86	во время	6	3
87	и ее	2	3
88	с тем	4	3
89	в конце	7	3
90	человека и	2	3
91	только что	7	3
92	мы знаем	2	3
93	по существу	2	3
94	из его	2	3
95	что они	2	3
96	с этим	3	3
97	что не	3	3
98	далеко не	3	3
99	и он	2	3
100	в виду	2	3
101	в котором	2	3
102	нет и	4	3
103	его в	8	3
104	что и	8	3
105	при всем	2	3
106	так же	4	3
107	его не	2	3
108	в которых	5	3
109	точки зрения	4	3
110	она не	2	3
111	всего лишь	2	3
112	бы в	4	3
113	том как	3	3
114	не менее	5	2
115	на вопрос	2	2
116	что ни	3	2
117	а о	2	2
118	из себя	3	2
119	вовсе не	4	2
120	а как	2	2
121	роль в	2	2
122	нет никаких	2	2
123	стороны и	2	2
124	о его	2	2
125	не приходится	2	2
126	что его	5	2
127	а затем	2	2
128	ли не	2	2
129	до сих	9	2
130	еще не	6	2
131	одной стороны	3	2
132	же самое	3	2
133	для того	6	2
134	он и	2	2
135	одной из	3	2
136	который по	2	2
137	то это	5	2
138	если бы	8	2
139	к ним	3	2
140	в ней	4	2
141	что она	4	2
142	конце концов	2	2
143	и даже	3	2
144	всяком случае	3	2
145	отнюдь не	4	2
146	что для	2	2
147	после этого	2	2
148	не по	7	2
149	сих пор	9	2
150	от того	2	2
151	до нас	4	2
152	даже не	3	2
153	бы не	2	2
154	а в	7	2
155	с одной	3	2
156	в течение	3	2
157	при всей	2	2
158	человека в	2	2
159	того чтобы	6	2
160	из которых	2	2
161	между ними	2	2
162	и для	4	2
163	можно было	2	2
164	с другими	2	2
165	в своих	2	2
166	во всяком	3	2
167	хотя и	5	2
168	не о	3	2
169	он не	5	2
170	говорить о	3	2
171	в другом	2	2
172	что мы	2	2
173	на это	3	2
174	как он	3	2
175	в образе	2	2
176	в которой	3	2
177	в области	2	2
178	нет ни	2	2
179	о чем	7	2
180	но в	5	2
