N	2gram	Losev_Dial_1	Analitik
1	в качестве	2	31
2	может быть	17	29
3	в том	9	27
4	не может	12	22
5	и не	30	21
6	в частности	2	19
7	и в	18	18
8	а не	14	17
9	но и	7	17
10	отнюдь не	9	15
11	не только	13	15
12	не в	6	14
13	как и	2	13
14	в его	3	13
15	в этом	12	13
16	том что	9	12
17	в себе	11	11
18	но не	4	10
19	то же	10	9
20	а в	5	9
21	в то	6	9
22	в мире	2	8
23	есть не	3	8
24	не есть	40	8
25	нуждается в	3	8
26	но в	6	8
27	к тому	4	7
28	это не	9	6
29	прежде всего	10	6
30	или иной	3	6
31	же время	4	6
32	в самом	3	6
33	той или	7	6
34	то что	13	6
35	в своей	2	6
36	в основе	3	6
37	точки зрения	17	6
38	только в	3	6
39	мы имеем	2	6
40	и как	7	5
41	что в	13	5
42	как бы	11	5
43	в их	3	5
44	и состоит	2	5
45	о том	4	5
46	того что	2	4
47	и более	4	4
48	могут быть	3	4
49	с другой	6	4
50	и другого	2	4
51	по себе	25	4
52	ни в	15	4
53	тому же	2	4
54	для того	2	4
55	не с	5	4
56	все же	5	4
57	так и	9	4
58	собственно говоря	4	4
59	именно в	2	4
60	из того	2	4
61	уже не	2	4
62	ни было	2	4
63	с точки	12	4
64	с другими	2	4
65	в другом	2	4
66	с ним	6	4
67	и есть	16	3
68	хотя бы	6	3
69	и все	3	3
70	в нем	16	3
71	что он	11	3
72	и т	21	3
73	том или	2	3
74	еще не	2	3
75	одной стороны	2	3
76	что не	7	3
77	никто не	2	3
78	он не	3	3
79	в котором	4	3
80	если в	3	3
81	даже в	3	3
82	дело не	2	3
83	что и	3	3
84	ни с	6	3
85	для науки	3	3
86	смысл и	4	3
87	а с	2	3
88	с одной	2	3
89	объекта и	2	3
90	к нему	8	3
91	что как	2	3
92	т п	2	3
93	я в	2	3
94	могла бы	2	3
95	как он	4	3
96	в полной	2	3
97	если бы	12	3
98	в противоположность	5	2
99	может иметь	3	2
100	быть может	4	2
101	и то	9	2
102	никогда не	9	2
103	все эти	2	2
104	и внешнего	6	2
105	для этого	2	2
106	не является	3	2
107	из этих	2	2
108	не просто	7	2
109	была бы	3	2
110	вовсе не	7	2
111	вопрос о	2	2
112	что именно	2	2
113	можно сказать	6	2
114	тех или	3	2
115	то в	7	2
116	и потому	3	2
117	такой же	2	2
118	должно быть	3	2
119	отношение к	5	2
120	для него	2	2
121	или не	5	2
122	случае не	3	2
123	было бы	12	2
124	несмотря на	10	2
125	для чего	2	2
126	и та	3	2
127	не могу	4	2
128	говоря о	2	2
129	и о	3	2
130	она есть	5	2
131	каждом из	2	2
132	не о	4	2
133	внутреннего и	9	2
134	и является	2	2
135	один из	3	2
136	из них	2	2
137	но к	2	2
138	со стороны	2	2
139	что же	3	2
140	и тогда	2	2
141	другой стороны	4	2
142	отличается от	2	2
143	на этом	2	2
144	отношения к	3	2
145	этом отношении	2	2
146	на самом	3	2
147	самом деле	3	2
148	как мы	4	2
149	ничто не	3	2
150	то он	2	2
151	также и	7	2
152	тем более	2	2
153	в данном	3	2
154	так как	11	2
155	думать что	3	2
156	потому что	14	2
157	в сознании	3	2
158	и с	5	2
