N	2gram	Vinokur_St_3	Dialekti
1	т е	8	48
2	и не	10	27
3	а не	5	26
4	точки зрения	7	25
5	и в	25	24
6	и т	8	24
7	не только	12	23
8	т д	2	23
9	что такое	7	21
10	не может	7	19
11	не просто	2	18
12	ничего не	4	17
13	и что	3	15
14	что все	3	14
15	то что	12	14
16	с точки	4	14
17	может быть	19	13
18	таким образом	10	13
19	что он	19	13
20	вовсе не	2	13
21	что это	16	12
22	того что	5	12
23	не менее	2	11
24	не имеет	2	11
25	тем не	2	10
26	в сущности	2	10
27	ни в	5	9
28	но и	9	9
29	прежде всего	10	8
30	так что	11	8
31	это есть	4	8
32	отличается от	4	8
33	что мы	3	8
34	том что	15	8
35	в этом	24	8
36	в виде	3	8
37	что в	19	7
38	никогда не	2	7
39	в самом	2	7
40	в особенности	4	7
41	потому что	5	7
42	в виду	2	7
43	как и	4	7
44	нет никакого	3	7
45	как раз	3	7
46	кроме того	3	6
47	все это	8	6
48	и только	2	6
49	и с	4	6
50	о том	8	6
51	так как	3	6
52	если бы	4	6
53	утверждать что	2	6
54	об этом	5	6
55	не на	2	6
56	то же	5	6
57	самом деле	2	6
58	и пр	13	6
59	с этой	3	5
60	в том	20	5
61	что его	2	5
62	но это	4	5
63	точка зрения	4	5
64	и его	3	5
65	как на	6	5
66	что для	3	5
67	одно из	2	5
68	в то	7	5
69	в них	5	5
70	по крайней	4	5
71	тогда когда	2	5
72	не буду	2	5
73	и к	4	5
74	было бы	7	5
75	он не	5	5
76	крайней мере	4	5
77	так и	5	5
78	и тогда	2	5
79	уже не	3	5
80	что не	2	5
81	мы не	2	5
82	только в	6	5
83	тому что	3	4
84	с другой	5	4
85	это не	7	4
86	то время	4	4
87	или иной	2	4
88	к тому	2	4
89	как о	2	4
90	время как	4	4
91	сказать что	4	4
92	нет и	2	4
93	у нас	4	4
94	говорить о	3	4
95	от того	2	4
96	только что	2	4
97	в чем	4	4
98	и это	5	4
99	для него	3	4
100	не было	4	3
101	все же	4	3
102	все время	2	3
103	в одной	2	3
104	была бы	4	3
105	что именно	2	3
106	его как	3	3
107	не в	6	3
108	есть в	2	3
109	же время	3	3
110	одной стороны	3	3
111	тем более	3	3
112	это было	8	3
113	то и	2	3
114	с одной	2	3
115	все эти	3	3
116	и на	6	3
117	с этим	7	3
118	он и	2	3
119	ни на	2	3
120	при помощи	2	3
121	и ни	2	3
122	тем что	19	3
123	только тогда	2	3
124	на то	5	3
125	одна из	2	3
126	каком смысле	2	3
127	как бы	6	3
128	для того	2	3
129	из которых	4	3
130	к нему	4	3
131	той же	2	3
132	в каком	4	3
133	и ее	2	3
134	на другое	2	3
135	что если	2	2
136	нет вообще	2	2
137	что у	2	2
138	из этих	6	2
139	показывает что	3	2
140	в смысле	4	2
141	на этом	3	2
142	еще не	2	2
143	несмотря на	3	2
144	и если	3	2
145	например в	4	2
146	нас к	2	2
147	на что	2	2
148	себя и	2	2
149	всяком случае	4	2
150	и тем	4	2
151	другой стороны	5	2
152	социальные отношения	2	2
153	для этого	2	2
154	как например	8	2
155	быть не	2	2
156	и по	2	2
157	его не	2	2
158	а в	6	2
159	что нужно	2	2
160	в своих	8	2
161	в ней	4	2
162	и здесь	3	2
163	к этой	2	2
164	в чисто	2	2
165	слово в	2	2
166	но в	5	2
167	я и	3	2
168	но они	2	2
169	с его	3	2
170	у него	9	2
171	на котором	2	2
172	и во	2	2
173	исторического процесса	2	2
174	в их	3	2
175	но как	2	2
176	то в	4	2
177	так чтобы	2	2
178	но не	2	2
179	если я	2	2
180	со стороны	3	2
181	ее в	2	2
182	история в	2	2
183	как я	2	2
184	как мы	2	2
185	и у	2	2
186	и для	4	2
187	я думаю	2	2
188	или в	2	2
189	что этот	3	2
190	во всяком	4	2
191	могут быть	2	2
192	говорил что	5	2
193	из этого	4	2
194	в его	12	2
