N	2gram	Vygotskiy__3	KFilosof
1	может быть	13	43
2	в его	15	39
3	в нем	2	31
4	не может	6	27
5	и не	10	26
6	по отношению	3	25
7	и в	25	22
8	в котором	3	21
9	отношению к	2	21
10	в себе	2	21
11	не есть	3	19
12	и его	2	17
13	только в	10	16
14	точки зрения	6	13
15	в этом	14	13
16	ни в	9	12
17	для него	5	12
18	но не	6	12
19	и это	4	12
20	все эти	7	11
21	в своей	2	11
22	не в	6	11
23	в своем	4	10
24	все это	6	10
25	в целом	13	9
26	но и	4	9
27	как бы	10	9
28	и все	4	9
29	и для	2	9
30	если бы	5	8
31	было бы	10	8
32	на основе	22	7
33	и здесь	2	7
34	во всем	3	7
35	что и	10	7
36	то что	15	7
37	в себя	3	7
38	в смысле	4	6
39	в том	23	6
40	но это	5	6
41	и только	2	6
42	в мире	2	6
43	отнюдь не	4	6
44	этот момент	2	6
45	и их	3	6
46	он не	4	6
47	уже не	2	6
48	никогда не	4	5
49	то же	2	5
50	но все	2	5
51	именно в	5	5
52	должно быть	2	5
53	в основе	16	5
54	но как	3	5
55	его в	3	5
56	с ним	4	5
57	как и	15	5
58	не только	6	5
59	все же	6	5
60	мы имеем	4	5
61	там где	4	5
62	место в	2	4
63	что в	17	4
64	входит в	5	4
65	ни было	2	4
66	для нас	2	4
67	здесь мы	2	4
68	при этом	5	4
69	в своих	2	4
70	с ними	3	4
71	между тем	3	4
72	бы быть	2	4
73	могло бы	4	4
74	в одном	2	4
75	не как	3	4
76	том что	20	4
77	а в	4	4
78	тем самым	2	4
79	в каком	2	4
80	и т.д	5	4
81	в чем	2	4
82	независимо от	4	3
83	что это	5	3
84	не менее	6	3
85	в свою	3	3
86	в корне	2	3
87	от того	4	3
88	того что	10	3
89	и на	6	3
90	в то	4	3
91	того или	2	3
92	о том	5	3
93	мы не	9	3
94	всех этих	2	3
95	тогда когда	4	3
96	этом смысле	2	3
97	ясно что	2	3
98	или иного	2	3
99	и отношения	2	3
100	по своему	11	3
101	еще не	4	3
102	для того	7	3
103	тем что	8	3
104	вступает в	2	3
105	могут быть	5	3
106	слова в	2	2
107	а с	3	2
108	можно ли	2	2
109	эти момента	2	2
110	прежде всего	4	2
111	его к	3	2
112	или иной	3	2
113	тем не	5	2
114	и как	5	2
115	в него	3	2
116	постольку поскольку	2	2
117	нее в	2	2
118	по себе	7	2
119	тому что	2	2
120	для этого	2	2
121	он имеет	2	2
122	мышления и	23	2
123	и других	2	2
124	этих моментов	2	2
125	все остальные	2	2
126	мышление и	5	2
127	а по	2	2
128	потому что	6	2
129	той или	2	2
130	но всегда	2	2
131	и развивается	2	2
132	были бы	3	2
133	а как	2	2
134	с его	2	2
135	и то	2	2
136	с тем	16	2
137	из нее	2	2
138	в жизни	3	2
139	к этому	3	2
140	что он	6	2
141	конечно в	2	2
142	и того	4	2
143	не будет	2	2
144	в качестве	12	2
145	тот же	2	2
146	и может	2	2
147	со всеми	6	2
148	и потому	2	2
149	этого слова	4	2
150	и эти	2	2
151	оно не	2	2
152	в процессе	27	2
153	так и	5	2
154	как в	9	2
155	вытекает из	2	2
156	дело с	3	2
157	нами в	2	2
158	в виде	3	2
159	того чтобы	8	2
160	и эта	2	2
161	от этого	6	2
162	в этой	5	2
163	ничего общего	3	2
164	как оно	3	2
165	едва ли	2	2
166	в области	7	2
