N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	29
2	таким образом	9	20
3	и не	10	16
4	как и	5	12
5	но в	2	12
6	так и	6	11
7	в этом	16	11
8	то же	6	10
9	как мы	5	10
10	в то	3	10
11	не только	17	10
12	вовсе не	5	9
13	но и	3	9
14	все эти	7	9
15	и с	3	9
16	его в	2	9
17	прежде всего	9	8
18	в его	11	8
19	как бы	5	8
20	мы видели	3	7
21	еще и	2	7
22	так же	2	7
23	в том	22	7
24	так как	9	7
25	в сущности	4	6
26	своего рода	2	6
27	что это	3	5
28	все они	2	5
29	это не	3	5
30	это и	3	5
31	того же	4	5
32	и о	4	5
33	далеко не	5	5
34	в своей	4	5
35	сказать что	7	5
36	только для	2	4
37	в нашем	7	4
38	что он	6	4
39	но это	5	4
40	по своему	2	4
41	еще не	9	4
42	этой системы	2	4
43	и есть	5	4
44	один из	4	4
45	то что	4	4
46	конечно не	2	4
47	все это	2	4
48	на самом	3	4
49	с помощью	6	4
50	с другой	7	4
51	также и	5	4
52	в результате	3	4
53	тем что	5	4
54	точки зрения	23	4
55	том числе	2	3
56	тому как	2	3
57	в частности	2	3
58	в качестве	2	3
59	в своем	4	3
60	отметить что	3	3
61	и здесь	2	3
62	в ее	4	3
63	все же	5	3
64	но как	3	3
65	том что	11	3
66	и как	2	3
67	в дальнейшем	2	3
68	то в	3	3
69	такой же	2	3
70	более или	2	3
71	слов и	5	3
72	тот же	6	3
73	того что	11	3
74	той же	3	3
75	по преимуществу	3	3
76	он не	3	3
77	здесь не	2	3
78	или менее	2	3
79	другой стороны	3	3
80	как к	2	3
81	при этом	6	3
82	и вот	3	3
83	того чтобы	11	3
84	для того	12	3
85	что значит	4	3
86	не случайно	4	3
87	в ней	3	3
88	там где	3	3
89	в чем	5	3
90	вернемся к	2	3
91	уже в	3	2
92	бы не	3	2
93	связи с	6	2
94	в этих	2	2
95	формы и	3	2
96	это в	2	2
97	этих форм	2	2
98	но мы	2	2
99	в различных	2	2
100	к тому	3	2
101	и к	3	2
102	подобного рода	2	2
103	ни в	3	2
104	и выражений	2	2
105	и тот	2	2
106	что они	2	2
107	именно в	3	2
108	на этом	2	2
109	но не	3	2
110	кроме того	2	2
111	одной стороны	4	2
112	не может	6	2
113	о чем	2	2
114	может быть	14	2
115	между прочим	8	2
116	хотя и	5	2
117	уже не	8	2
118	а также	4	2
119	в виду	8	2
120	все те	2	2
121	в котором	2	2
122	связи и	2	2
123	дает нам	2	2
124	как в	4	2
125	в их	6	2
126	как раз	4	2
127	в особенности	2	2
128	с одной	4	2
129	в той	4	2
130	всякого рода	5	2
131	они не	3	2
132	с точки	16	2
133	не столько	4	2
134	как на	8	2
135	в слове	4	2
136	то он	3	2
137	и при	2	2
138	этого рода	3	2
139	еще раз	2	2
140	только в	6	2
141	один и	2	2
142	о том	6	2
143	если же	2	2
144	как он	2	2
145	так сказать	2	2
146	по адресу	2	2
147	это конечно	2	2
148	учения о	4	2
149	в числе	4	2
