N	2gram	Ircho_Kome_3	KulturaY
1	и т	4	54
2	т п	4	41
3	т е	16	32
4	и в	22	23
5	точки зрения	4	23
6	в том	12	22
7	не только	5	17
8	было бы	3	16
9	в этом	8	16
10	с точки	3	16
11	в области	2	14
12	может быть	6	14
13	самом деле	6	14
14	что в	5	13
15	в самом	9	13
16	не менее	5	12
17	для того	6	12
18	потому что	10	12
19	том что	13	11
20	а не	4	11
21	в его	8	11
22	того чтобы	6	11
23	можно было	2	11
24	и не	21	10
25	прежде всего	5	9
26	тем не	3	9
27	еще не	6	9
28	хотя бы	4	9
29	таким образом	12	9
30	так как	11	9
31	если бы	8	8
32	до сих	9	8
33	сих пор	9	8
34	в виду	2	8
35	с другой	4	7
36	если мы	2	7
37	и что	6	7
38	как это	5	7
39	с тем	4	6
40	что и	8	6
41	что он	8	6
42	в силу	2	6
43	тот же	2	6
44	при этом	7	6
45	так и	4	6
46	в их	2	6
47	не может	3	6
48	то же	7	6
49	с помощью	4	6
50	говорить о	3	6
51	связи с	5	6
52	о том	8	6
53	ничего не	3	6
54	не могут	2	5
55	вовсе не	4	5
56	как и	3	5
57	не в	4	5
58	совершенно не	2	5
59	хотя и	5	5
60	что она	4	5
61	как бы	3	5
62	все же	4	5
63	от того	2	5
64	в связи	4	5
65	как мы	2	5
66	а в	7	5
67	тем более	4	5
68	тем что	5	5
69	далеко не	3	5
70	тому что	2	4
71	ясно что	6	4
72	один из	3	4
73	а также	2	4
74	этом случае	2	4
75	в целом	3	4
76	того же	6	4
77	тех пор	3	4
78	одной стороны	3	4
79	только как	2	4
80	столь же	3	4
81	в сущности	2	4
82	в своей	5	4
83	и о	2	4
84	в ее	3	4
85	то что	4	4
86	до тех	3	4
87	как в	2	4
88	целый ряд	2	4
89	как раз	6	4
90	в своем	8	4
91	не было	2	4
92	с одной	3	4
93	что не	3	4
94	в таком	2	4
95	между тем	2	4
96	на вопрос	2	3
97	уже в	2	3
98	отнюдь не	4	3
99	это не	2	3
100	к тому	6	3
101	и к	3	3
102	в отношении	4	3
103	ни в	10	3
104	с этой	3	3
105	по существу	2	3
106	в какой	3	3
107	он не	5	3
108	но если	3	3
109	речь идет	5	3
110	был бы	2	3
111	то это	5	3
112	отношение к	5	3
113	но и	4	3
114	на него	4	3
115	по отношению	5	3
116	другой стороны	2	3
117	тому же	6	3
118	то обстоятельство	2	3
119	мы не	2	3
120	не по	7	3
121	в ней	4	3
122	не имеет	3	3
123	не так	3	3
124	и с	4	3
125	в которых	5	3
126	в результате	2	3
127	обстоятельство что	2	3
128	в то	6	3
129	она не	2	3
130	бы не	2	3
131	этих слов	2	3
132	только для	2	2
133	все это	5	2
134	но все	4	2
135	о чем	7	2
136	в частности	3	2
137	не как	2	2
138	сразу же	4	2
139	в одном	2	2
140	это в	2	2
141	и я	2	2
142	не дает	4	2
143	и здесь	4	2
144	состоит в	2	2
145	что они	2	2
146	чем в	3	2
147	по своему	3	2
148	равно как	2	2
149	и тот	3	2
150	и если	2	2
151	в качестве	2	2
152	конечно не	3	2
153	за пределы	2	2
154	не о	3	2
155	в свое	2	2
156	в котором	2	2
157	однако в	4	2
158	его в	8	2
159	не с	2	2
160	отношению к	3	2
161	в пределах	2	2
162	когда он	4	2
163	вместе с	9	2
164	дело не	2	2
165	и без	2	2
166	только что	7	2
167	для обозначения	2	2
168	в двух	3	2
169	из того	3	2
170	более чем	5	2
171	на этот	3	2
172	тем же	3	2
173	какой мере	2	2
174	так же	4	2
175	на себя	4	2
176	с другими	2	2
177	не знает	3	2
178	во всяком	3	2
179	остается в	2	2
180	по тому	2	2
181	что мы	2	2
182	если же	2	2
183	как он	3	2
184	здесь не	2	2
185	отличие от	2	2
186	но в	5	2
187	е в	2	2
