N	2gram	Voloshinov_1	FransuaR
1	и в	12	40
2	и его	13	17
3	прежде всего	8	16
4	в этом	4	15
5	не только	4	13
6	и не	10	13
7	в его	2	13
8	что в	2	12
9	как и	5	11
10	но и	3	11
11	таким образом	12	10
12	в них	3	9
13	и все	2	9
14	может быть	14	9
15	он не	2	9
16	отношение к	4	8
17	в том	6	8
18	все эти	3	8
19	и с	3	8
20	и на	4	8
21	но в	5	8
22	в своем	2	7
23	и др	5	7
24	то же	5	7
25	в виду	5	7
26	в этих	2	6
27	к этому	2	6
28	в самом	4	6
29	в своей	3	6
30	связь с	2	6
31	в то	2	6
32	до конца	2	6
33	в литературе	4	5
34	в нем	6	5
35	то что	5	5
36	те же	2	5
37	а не	5	5
38	и для	3	5
39	в особенности	2	5
40	для него	3	5
41	в нашем	11	4
42	том что	5	4
43	до сих	3	4
44	в ней	6	4
45	в основном	2	4
46	и потому	2	4
47	ни в	3	4
48	жизни и	4	4
49	сих пор	3	4
50	все это	3	4
51	жизнью и	2	4
52	только на	3	4
53	о том	3	4
54	в данном	2	4
55	и здесь	2	4
56	так как	9	4
57	с его	2	3
58	если бы	9	3
59	и к	4	3
60	но это	2	3
61	кроме того	2	3
62	еще не	3	3
63	и следовательно	5	3
64	как бы	13	3
65	и наконец	3	3
66	что и	2	3
67	вместе с	2	3
68	так и	4	3
69	как в	5	3
70	по отношению	11	3
71	не может	16	3
72	на самом	4	3
73	эти моменты	2	3
74	там где	2	3
75	самом деле	3	3
76	слово в	3	3
77	ко всем	2	3
78	между ними	2	3
79	не так	2	3
80	но все	2	3
81	нашем примере	7	3
82	сказать что	7	3
83	между тем	3	3
84	при этом	6	3
85	нуждается в	3	3
86	в себе	3	3
87	только в	6	3
88	и самое	2	3
89	здесь не	3	3
90	не менее	3	2
91	уже в	2	2
92	хотя бы	5	2
93	с другой	4	2
94	это не	2	2
95	и так	2	2
96	в условиях	2	2
97	можно сказать	5	2
98	влияние на	2	2
99	все же	4	2
100	но не	2	2
101	конечно не	3	2
102	и другие	2	2
103	к нему	4	2
104	из этого	3	2
105	лежит на	2	2
106	в котором	3	2
107	слова и	6	2
108	отношению к	11	2
109	дело в	4	2
110	не к	3	2
111	в корне	2	2
112	данном случае	2	2
113	в форме	2	2
114	с помощью	6	2
115	форму и	2	2
116	точки зрения	14	2
117	и ее	3	2
118	выражение в	2	2
119	его к	2	2
120	но конечно	2	2
121	мы не	3	2
122	имеет в	3	2
