N	2gram	Vinokur_St_2	Komedia
1	и в	29	22
2	по адресу	2	14
3	т е	10	13
4	том что	27	12
5	в г	7	11
6	в том	27	11
7	но и	19	11
8	не только	19	10
9	из них	3	10
10	в то	2	10
11	как и	2	9
12	и т	9	9
13	может быть	2	9
14	в одном	6	8
15	таким образом	10	8
16	и не	9	8
17	и его	6	8
18	о том	17	8
19	в этой	2	7
20	что в	19	6
21	в отношении	2	6
22	в конце	2	6
23	что он	13	6
24	к тому	10	6
25	ни в	3	6
26	тому же	3	6
27	такого рода	2	6
28	и по	3	6
29	то же	2	6
30	не в	4	6
31	в которой	11	6
32	с другой	4	5
33	во время	2	5
34	прежде всего	5	5
35	о которых	2	5
36	при этом	2	5
37	в его	13	5
38	еще в	2	5
39	на его	2	5
40	в истории	2	5
41	так и	9	5
42	как в	3	5
43	все это	11	5
44	другой стороны	3	5
45	и даже	3	5
46	потому что	9	5
47	т п	3	5
48	между тем	5	5
49	именно в	4	4
50	в их	3	4
51	г в	5	4
52	к этому	4	4
53	по поводу	8	4
54	несмотря на	2	4
55	в другом	4	4
56	что они	2	4
57	в политическом	2	4
58	в качестве	5	4
59	а также	2	4
60	в котором	7	4
61	в нем	4	4
62	что и	2	4
63	обвинения в	2	4
64	т д	6	4
65	тем что	3	4
66	в результате	2	4
67	действующих лиц	4	4
68	точки зрения	5	4
69	из его	2	4
70	так как	2	4
71	одном из	3	4
72	но в	8	4
73	же как	3	3
74	не менее	3	3
75	в них	2	3
76	в образе	3	3
77	вопрос о	6	3
78	идет о	3	3
79	на то	2	3
80	в тех	2	3
81	судить по	2	3
82	у нас	3	3
83	и как	2	3
84	по своему	2	3
85	политическом отношении	2	3
86	после того	4	3
87	и сам	2	3
88	одной из	3	3
89	в начале	3	3
90	в частности	4	3
91	и о	4	3
92	хотя и	4	3
93	он не	9	3
94	речь идет	4	3
95	даже в	2	3
96	все же	6	3
97	так же	3	3
98	того как	7	3
99	этом отношении	9	3
100	в течение	6	3
101	в году	3	3
102	не мог	3	3
103	как раз	8	3
104	и на	6	3
105	в этом	21	3
106	и с	4	3
107	только в	2	3
108	его в	2	3
109	как это	2	3
110	ничего не	4	3
111	в известном	3	2
112	времени и	4	2
113	и здесь	3	2
114	ни было	2	2
115	еще и	3	2
116	то ни	2	2
117	нельзя не	3	2
118	к сожалению	2	2
119	и теперь	2	2
120	трагедии в	4	2
121	вовсе не	6	2
122	тем не	2	2
123	он был	2	2
124	раз в	2	2
125	а к	2	2
126	должна была	2	2
127	но не	3	2
128	того же	2	2
129	как известно	2	2
130	это еще	2	2
131	до конца	3	2
132	до сих	6	2
133	было бы	5	2
134	в самом	7	2
135	между прочим	12	2
136	которую он	2	2
137	всяком случае	3	2
138	это были	2	2
139	то что	11	2
140	бы то	2	2
141	не к	2	2
142	вместе с	7	2
143	ее в	2	2
144	со стороны	2	2
145	или менее	2	2
146	двадцатых годов	2	2
147	только что	2	2
148	в первые	2	2
149	не может	2	2
150	не раз	2	2
151	что у	4	2
152	в период	2	2
153	в и	13	2
154	где он	2	2
155	но это	3	2
156	в трагедии	17	2
157	во всяком	3	2
158	но он	3	2
159	на себя	3	2
160	это время	2	2
161	в себе	2	2
162	отличие от	2	2
163	в области	2	2
164	сих пор	5	2
