N	2gram	Vinokur_St_3	FransuaR
1	и в	25	41
2	то есть	2	24
3	во всех	2	17
4	таким образом	10	17
5	и с	4	16
6	и его	3	13
7	но и	9	13
8	как мы	2	12
9	в этом	24	12
10	все это	8	11
11	все эти	3	11
12	прежде всего	10	10
13	в самом	2	10
14	не только	12	10
15	и др	4	10
16	так как	3	10
17	то что	12	10
18	кроме того	3	9
19	во время	3	9
20	и на	6	9
21	о том	8	9
22	никогда не	2	8
23	в сущности	2	8
24	в этой	14	8
25	но в	5	8
26	у него	9	7
27	в них	5	7
28	вовсе не	2	7
29	том что	15	7
30	этот образ	2	7
31	как бы	6	7
32	в особенности	4	7
33	как и	4	7
34	что в	19	7
35	в его	12	7
36	что он	19	6
37	в году	5	6
38	мы видим	4	6
39	например в	4	6
40	один из	2	6
41	вместе с	2	6
42	или в	2	6
43	сказать что	4	6
44	в то	7	6
45	то же	5	5
46	с его	3	5
47	же время	3	5
48	между собою	2	5
49	а также	4	5
50	так и	5	5
51	до нас	2	5
52	и что	3	5
53	той же	2	5
54	тем что	19	5
55	но он	3	5
56	что это	16	5
57	подчеркнуть что	3	5
58	уже в	3	4
59	все время	2	4
60	борьба с	2	4
61	с другой	5	4
62	но они	2	4
63	он был	3	4
64	у нас	4	4
65	не в	6	4
66	одной стороны	3	4
67	в ней	4	4
68	в котором	5	4
69	все же	4	4
70	не может	7	4
71	с одной	2	4
72	как в	6	4
73	самом деле	2	4
74	и наконец	3	4
75	а в	6	4
76	в результате	2	4
77	в другом	3	4
78	того же	2	4
79	из этого	4	4
80	во втором	2	3
81	с этой	3	3
82	в одной	2	3
83	с этим	7	3
84	в духе	2	3
85	одной из	2	3
86	нас не	2	3
87	но это	4	3
88	есть в	2	3
89	до сих	2	3
90	было бы	7	3
91	в начале	4	3
92	не мог	2	3
93	в ряде	2	3
94	к этим	2	3
95	связано с	5	3
96	сих пор	2	3
97	здесь только	2	3
98	и для	4	3
99	этом отношении	4	3
100	и не	10	3
101	того что	5	3
102	что не	2	3
103	к нему	4	3
104	в плане	2	3
105	только в	6	3
106	в чем	4	3
107	потому что	5	3
108	времени и	2	2
109	не был	2	2
110	всех этих	3	2
111	что если	2	2
112	для его	2	2
113	связана с	4	2
114	в этих	11	2
115	все они	3	2
116	для этого	2	2
117	и во	2	2
118	в конце	6	2
119	того времени	3	2
120	что все	3	2
121	что именно	2	2
122	в том	20	2
123	так что	11	2
124	несколько слов	2	2
125	тем более	3	2
126	связи с	3	2
127	что они	2	2
128	на этом	3	2
129	но не	2	2
130	до конца	3	2
131	своего времени	2	2
132	и тот	2	2
133	может быть	19	2
134	в своей	4	2
135	xvii века	2	2
136	нужно сказать	2	2
137	он не	5	2
138	должен быть	2	2
139	в развитии	2	2
140	в форме	2	2
141	другой стороны	5	2
142	как раз	3	2
143	в центре	4	2
144	не на	2	2
145	мы находим	2	2
146	лишь в	4	2
147	заключается в	2	2
148	а не	5	2
149	и у	2	2
150	с точки	4	2
151	внимание на	2	2
152	мы не	2	2
153	то он	2	2
154	между тем	6	2
155	точки зрения	7	2
156	на его	4	2
157	из этих	6	2
158	говорить о	3	2
159	что мы	3	2
160	начиная с	2	2
161	так сказать	2	2
162	отметить что	5	2
163	в области	6	2
164	тогда когда	2	2
165	в эту	4	2
166	это было	8	2
167	как о	2	2
168	в новом	2	2
