N	2gram	Bakhtin_Pr_5	Tvorches
1	у достоевского	12	28
2	и в	35	21
3	как бы	31	17
4	романах достоевского	4	15
5	в то	11	15
6	в его	21	13
7	из подполья	35	13
8	то же	15	13
9	в романах	5	13
10	что в	6	12
11	как и	18	12
12	же время	10	12
13	достоевского в	3	12
14	то есть	16	12
15	с его	7	11
16	том что	3	11
17	все это	14	10
18	как в	5	8
19	он не	13	8
20	то что	10	8
21	у него	4	7
22	в том	5	7
23	при этом	2	7
24	не только	10	7
25	и не	27	7
26	и на	6	7
27	но в	19	7
28	он сам	6	6
29	что он	24	6
30	и все	15	6
31	не менее	2	6
32	для него	14	6
33	в котором	3	6
34	а в	7	6
35	и его	14	6
36	в этом	14	6
37	о том	2	6
38	в творчестве	4	6
39	это уже	2	5
40	вовсе не	7	5
41	а не	4	5
42	но это	6	5
43	в повести	3	5
44	может быть	14	5
45	все же	8	5
46	таким образом	7	5
47	хотя бы	2	5
48	потому что	8	5
49	творчестве достоевского	7	5
50	как будто	4	5
51	только в	6	5
52	в своем	2	4
53	та же	4	4
54	прежде всего	12	4
55	в мире	4	4
56	и как	2	4
57	времени и	2	4
58	в целом	3	4
59	достоевского это	3	4
60	одной из	2	4
61	своего рода	2	4
62	в своей	4	4
63	не может	18	4
64	это не	3	4
65	самим собой	7	4
66	не случайно	2	4
67	и от	3	4
68	для достоевского	2	4
69	в записках	2	4
70	уже в	3	3
71	самого начала	8	3
72	никогда не	4	3
73	мире достоевского	3	3
74	с другой	4	3
75	что все	2	3
76	в каждом	6	3
77	я не	8	3
78	это в	2	3
79	с ним	7	3
80	сливается с	4	3
81	говорит о	2	3
82	с ее	3	3
83	это и	3	3
84	с самого	8	3
85	в дальнейшем	2	3
86	что я	13	3
87	но не	6	3
88	со всеми	3	3
89	на его	4	3
90	в самом	6	3
91	той же	2	3
92	даже в	5	3
93	в нем	16	3
94	но и	14	3
95	достоевского и	2	3
96	уже не	3	3
97	записок из	3	3
98	на самом	9	3
99	это как	3	3
100	того что	3	3
101	и даже	5	3
102	и по	2	3
103	так же	7	3
104	в которой	2	3
105	связан с	2	3
106	и с	12	3
107	хотя и	2	3
108	в виде	7	3
109	на протяжении	5	3
110	в рассказе	2	3
111	героев достоевского	3	3
112	так как	4	3
113	я и	2	3
114	ни на	2	3
115	стремится к	6	3
116	такой же	3	2
117	а как	2	2
118	своего собственного	3	2
119	а что	2	2
120	и та	2	2
121	однако в	2	2
122	в этих	2	2
123	эти слова	3	2
124	и мир	2	2
125	он боится	4	2
126	в жизни	2	2
127	так вот	3	2
128	что и	3	2
129	с которым	4	2
130	надо было	2	2
131	что его	2	2
132	а затем	2	2
133	яков петрович	6	2
134	так что	5	2
135	не в	10	2
136	время не	3	2
137	себя но	2	2
138	то в	2	2
139	в глаза	5	2
140	ибо в	3	2
141	было в	2	2
142	до конца	4	2
143	тот же	4	2
144	кто же	2	2
145	из них	3	2
146	к тому	6	2
147	только на	4	2
148	не могу	3	2
149	себя как	3	2
150	в одной	3	2
151	в ней	2	2
152	же и	4	2
153	к ней	2	2
154	свое лицо	3	2
155	в него	3	2
156	когда я	5	2
157	которого он	3	2
158	еще в	4	2
159	протяжении всего	4	2
160	когда он	3	2
161	вместе с	2	2
162	так и	8	2
163	приводит к	2	2
164	иван карамазов	2	2
165	в отличие	2	2
166	как к	5	2
167	и того	2	2
168	человека как	2	2
169	но только	3	2
170	не мог	3	2
171	самом деле	10	2
172	что не	4	2
173	и у	4	2
174	и наконец	7	2
175	и он	2	2
176	только что	3	2
177	настасьи филипповны	7	2
178	отличие от	2	2
179	или в	2	2
180	где он	4	2
181	сказать что	3	2
182	в первом	2	2
183	но он	4	2
184	в себе	5	2
185	не знает	6	2
186	героя и	10	2
187	переходит в	2	2
188	человека с	3	2
189	так сказать	2	2
190	что ты	4	2
191	в чем	4	2
192	нет ни	2	2
193	в виду	3	2
