N	2gram	Vygotskiy__1	Myslijsy
1	потому что	6	33
2	то что	17	29
3	может быть	14	26
4	таким образом	26	24
5	в том	24	23
6	и в	23	23
7	в этом	17	23
8	в слове	2	22
9	и не	9	18
10	что в	14	17
11	при этом	4	15
12	только в	6	15
13	как и	14	14
14	в себе	6	14
15	то же	8	14
16	того что	15	14
17	так как	7	14
18	если бы	5	13
19	том что	21	12
20	а не	3	12
21	по себе	5	11
22	но и	14	11
23	не в	4	11
24	не может	12	11
25	и потому	2	10
26	что мы	5	10
27	по отношению	7	10
28	не только	16	10
29	тем что	6	10
30	мы можем	6	10
31	между тем	9	9
32	в своем	3	8
33	было бы	4	8
34	тогда когда	3	8
35	отношению к	7	8
36	мы не	7	8
37	сказать что	11	8
38	о том	6	8
39	но в	5	8
40	с тем	7	7
41	по мере	4	7
42	что это	3	7
43	на то	5	7
44	в силу	6	7
45	и что	5	7
46	вовсе не	3	7
47	могут быть	3	7
48	как в	4	7
49	мысли и	6	7
50	с этим	6	7
51	этого слова	4	7
52	что если	2	6
53	независимо от	6	6
54	и к	4	6
55	для того	15	6
56	вместе с	9	6
57	того как	2	6
58	тем и	3	6
59	заметить что	2	6
60	в которой	3	6
61	так и	5	6
62	уже в	3	5
63	значение слова	5	5
64	только тогда	2	5
65	для него	2	5
66	и мы	3	5
67	хотя и	2	5
68	в его	14	5
69	как бы	11	5
70	бы и	2	5
71	все это	6	5
72	должно быть	2	5
73	а в	2	5
74	во всяком	3	5
75	тем более	5	5
76	говорить о	2	5
77	и то	3	5
78	слова и	5	5
79	не имеет	2	5
80	на вопрос	2	4
81	и более	5	4
82	и все	5	4
83	что все	4	4
84	что он	7	4
85	есть не	2	4
86	до сих	4	4
87	можно сказать	5	4
88	в одном	4	4
89	от того	6	4
90	в котором	4	4
91	сам по	3	4
92	и тем	6	4
93	между ними	2	4
94	сих пор	4	4
95	всех остальных	3	4
96	на основании	5	4
97	то и	3	4
98	тем самым	5	4
99	того чтобы	17	4
100	хотя бы	4	4
101	так же	16	4
102	что как	2	4
103	с другими	2	4
104	точки зрения	26	4
105	в каком	3	4
106	мысли но	2	4
107	в данном	2	4
108	в то	7	4
109	же самое	3	4
110	могли бы	6	4
111	и с	9	4
112	все более	3	3
113	никогда не	2	3
114	что между	2	3
115	связи с	3	3
116	в этих	2	3
117	в них	2	3
118	человека и	3	3
119	что мысль	2	3
120	в смысле	2	3
121	именно в	6	3
122	же время	2	3
123	и если	3	3
124	к тому	4	3
125	к слову	6	3
126	в самом	7	3
127	и следовательно	3	3
128	всяком случае	3	3
129	и другим	2	3
130	в процессе	8	3
131	только что	4	3
132	связь между	6	3
133	и таким	2	3
134	той же	2	3
135	все эти	4	3
136	и других	3	3
137	что у	2	3
138	уже не	2	3
139	лишь в	6	3
140	самом деле	3	3
141	в речи	2	3
142	ко всем	3	3
143	и на	8	3
144	этот вопрос	3	3
145	и до	2	3
146	в которых	3	3
147	их в	4	3
148	с точки	18	3
149	что эти	2	3
150	в первом	2	3
151	там где	2	3
152	на нее	2	3
153	относящихся к	2	2
154	только для	3	2
155	от мысли	4	2
156	я не	3	2
157	самого начала	8	2
158	в двух	2	2
159	том же	2	2
160	и как	5	2
161	в нашем	2	2
162	говоря словами	3	2
163	тому что	5	2
164	превращается в	3	2
165	в состоянии	2	2
166	столь же	6	2
167	с другой	10	2
168	из этих	3	2
169	но тем	2	2
170	в наших	3	2
171	представить себе	5	2
172	и я	2	2
173	вопрос о	7	2
174	что может	5	2
175	оно есть	2	2
176	в ее	2	2
177	из этого	5	2
178	об этом	3	2
179	более и	2	2
180	мы и	3	2
181	мы могли	7	2
182	действительность и	2	2
183	в свою	4	2
184	она не	3	2
185	в сущности	6	2
186	значительной степени	2	2
187	не могу	3	2
188	которые мы	2	2
189	он не	5	2
190	даже в	2	2
191	один из	2	2
192	не с	2	2
193	и мысли	2	2
194	об отношении	12	2
195	и это	3	2
196	можно назвать	2	2
197	мысли как	3	2
198	данном случае	2	2
199	указывает на	2	2
200	что она	4	2
201	мы хотим	2	2
202	отношений между	4	2
203	мы видим	4	2
204	если мы	2	2
205	в течение	2	2
206	всем остальным	2	2
207	что его	2	2
208	мысли которая	2	2
209	образом что	3	2
210	как мы	5	2
211	и словом	4	2
212	из которых	3	2
213	на этот	3	2
214	и даже	2	2
215	с психологической	2	2
216	и его	6	2
217	можно было	3	2
218	виде в	2	2
219	в своих	5	2
220	в виде	2	2
221	и при	2	2
222	к его	2	2
223	бы в	5	2
224	мы должны	5	2
225	в ту	2	2
226	эта мысль	2	2
227	одном из	2	2
228	мысли в	5	2
229	в области	3	2
230	которые не	3	2
