N	2gram	Tiupa_Lite_3	Myshleni
1	в том	12	33
2	том что	8	27
3	точки зрения	7	26
4	то что	12	20
5	в этом	14	19
6	с точки	3	18
7	того что	9	17
8	и в	16	15
9	не только	14	15
10	что в	2	14
11	что он	5	12
12	того чтобы	2	12
13	в самом	3	11
14	в целом	5	10
15	но и	14	10
16	было бы	2	10
17	для того	2	10
18	может быть	12	9
19	не может	8	9
20	о том	6	9
21	связи с	2	9
22	так и	9	8
23	никогда не	4	8
24	не в	10	8
25	если бы	2	8
26	к тому	6	7
27	одной стороны	4	7
28	с одной	4	7
29	и не	22	7
30	потому что	3	7
31	как бы	8	7
32	по себе	2	7
33	и т.п	6	7
34	едва ли	3	7
35	в частности	11	6
36	как мы	2	6
37	в этой	8	6
38	на то	2	6
39	по отношению	4	6
40	с другой	6	6
41	как это	3	6
42	но в	3	6
43	и к	3	6
44	как и	5	6
45	по своей	3	6
46	вместе с	5	6
47	самом деле	3	6
48	там где	3	6
49	это не	5	5
50	вопрос о	2	5
51	и даже	2	5
52	по существу	4	5
53	отношению к	4	5
54	то же	9	5
55	во всей	2	5
56	прежде всего	3	4
57	несмотря на	2	4
58	том чтобы	2	4
59	в совершенно	2	4
60	так же	2	4
61	а в	5	4
62	и с	2	4
63	в начале	4	4
64	могли бы	2	4
65	с его	6	4
66	к этому	2	4
67	все же	2	4
68	со всей	2	4
69	в качестве	5	4
70	в своей	7	4
71	даже в	4	4
72	не удивительно	2	4
73	как в	5	4
74	как раз	2	4
75	из того	2	4
76	и его	6	4
77	только в	7	4
78	том числе	3	3
79	только для	3	3
80	все время	3	3
81	что у	2	3
82	числе и	2	3
83	и сам	2	3
84	для него	2	3
85	при этом	15	3
86	из них	4	3
87	данном случае	4	3
88	со стороны	7	3
89	и только	2	3
90	этом отношении	5	3
91	лишь в	5	3
92	в основе	5	3
93	состоит в	6	3
94	но не	4	3
95	того же	2	3
96	для которого	3	3
97	для себя	2	3
98	когда он	2	3
99	бы и	3	3
100	решающее значение	2	3
101	тем самым	7	3
102	а не	12	3
103	в данном	4	3
104	не надо	2	3
105	он в	2	3
106	в отличие	5	3
107	и ее	2	3
108	отличие от	5	3
109	в противоположность	2	2
110	быть может	2	2
111	говоря словами	3	2
112	с этой	2	2
113	в полном	2	2
114	как например	2	2
115	или иной	2	2
116	можно сказать	2	2
117	человек с	2	2
118	и как	3	2
119	всякий раз	2	2
120	своей жизни	2	2
121	как у	4	2
122	той или	2	2
123	и тем	3	2
124	с ее	3	2
125	в первой	2	2
126	от жизни	2	2
127	должно быть	4	2
128	к себе	8	2
129	же самое	2	2
130	еще один	2	2
131	мира и	2	2
132	а также	4	2
133	в одном	4	2
134	с которой	2	2
135	отнюдь не	3	2
136	стороны и	2	2
137	именно в	5	2
138	в присутствии	2	2
139	представляет собой	2	2
140	в его	6	2
141	что и	2	2
142	ее в	2	2
143	раз в	2	2
144	во всех	2	2
145	с ней	2	2
146	и тогда	2	2
147	и для	4	2
148	но с	2	2
149	нас к	2	2
150	той же	3	2
151	тому как	3	2
152	тем что	2	2
153	подобно тому	2	2
154	в себе	6	2
155	в другом	6	2
