N	2gram	Tiupa_Lite_2	Problema
1	и в	19	30
2	то есть	5	21
3	то что	7	18
4	не только	8	18
5	том что	7	17
6	в этом	9	17
7	в стихотворении	13	14
8	и даже	8	14
9	но и	10	13
10	потому что	2	13
11	в том	10	12
12	в его	4	12
13	и не	11	12
14	а именно	3	12
15	о том	2	12
16	у него	2	11
17	так что	4	11
18	для нас	2	10
19	точки зрения	4	10
20	в этой	3	10
21	все же	2	9
22	но в	2	9
23	в конце	2	8
24	вовсе не	2	8
25	художественного творчества	2	8
26	с точки	3	8
27	никогда не	3	7
28	что он	3	7
29	у нас	5	7
30	как и	10	7
31	но не	5	7
32	может быть	17	7
33	вместе с	5	7
34	так и	7	7
35	не в	4	7
36	в результате	2	7
37	с другой	8	6
38	прежде всего	4	6
39	уже не	2	6
40	и как	3	6
41	и для	3	6
42	как бы	2	6
43	в нем	3	6
44	что и	2	6
45	другой стороны	4	6
46	и что	2	6
47	а в	3	6
48	и его	3	6
49	и на	6	6
50	так как	3	6
51	не менее	6	5
52	с тем	2	5
53	что в	4	5
54	тем не	2	5
55	еще в	4	5
56	для себя	2	5
57	не может	9	5
58	в году	5	5
59	а не	20	5
60	и то	3	5
61	он и	2	5
62	как раз	2	5
63	и с	3	5
64	в частности	4	4
65	отнюдь не	4	4
66	жизни в	4	4
67	по крайней	2	4
68	все еще	2	4
69	при этом	6	4
70	того же	4	4
71	было бы	2	4
72	и сам	2	4
73	в качестве	5	4
74	не так	2	4
75	крайней мере	2	4
76	и к	2	4
77	и он	3	4
78	даже и	2	4
79	под названием	2	4
80	в себе	6	4
81	в то	9	4
82	едва ли	4	4
83	в противоположность	2	3
84	однако в	6	3
85	но только	2	3
86	же в	2	3
87	в ее	2	3
88	в начале	3	3
89	в сравнении	2	3
90	тот же	2	3
91	еще не	2	3
92	одной стороны	6	3
93	для того	2	3
94	он не	5	3
95	а также	2	3
96	в русской	4	3
97	русской литературе	2	3
98	поскольку в	3	3
99	с одной	7	3
100	на первом	2	3
101	того что	5	3
102	тем же	3	3
103	в ней	4	3
104	в другом	3	3
105	сравнении с	2	3
106	с ним	2	3
107	в одном	2	3
108	в виду	2	3
109	мира в	2	3
110	я не	5	2
111	но тем	4	2
112	и без	2	2
113	в них	2	2
114	том числе	2	2
115	в какой	2	2
116	хотя бы	2	2
117	с этой	2	2
118	уже в	2	2
119	за то	2	2
120	один из	4	2
121	на плечи	2	2
122	то же	12	2
123	ли не	4	2
124	по существу	3	2
125	него не	2	2
126	и нет	2	2
127	жизни и	4	2
128	в данном	3	2
129	что не	2	2
130	такого рода	9	2
131	в роли	2	2
132	отношению к	3	2
133	но уже	2	2
134	не к	2	2
135	из них	2	2
136	и за	2	2
137	и до	2	2
138	все что	2	2
139	данном случае	3	2
140	при всем	2	2
141	по отношению	4	2
142	то и	3	2
143	и только	2	2
144	мы не	4	2
145	свидетельствует о	2	2
146	тем что	4	2
147	всей своей	3	2
148	о себе	3	2
149	такую же	2	2
150	в поэме	4	2
151	из тех	2	2
152	в области	4	2
153	ничего не	3	2
