N	2gram	Bakhtin_sl_1	Formalny
1	и в	41	24
2	в его	13	23
3	прежде всего	8	22
4	и не	16	20
5	так и	11	18
6	не может	14	16
7	точки зрения	16	16
8	в этом	12	15
9	в нем	30	14
10	может быть	14	14
11	на почве	4	13
12	с точки	8	13
13	таким образом	9	13
14	и т	28	12
15	именно как	2	12
16	в своем	3	11
17	как и	4	11
18	должно быть	2	11
19	в своей	7	11
20	в их	4	11
21	вовсе не	7	10
22	и ее	3	10
23	то же	14	10
24	в ней	4	10
25	а не	15	10
26	и его	14	10
27	и потому	4	9
28	в процессе	4	9
29	все это	5	9
30	в то	14	9
31	в ее	2	8
32	же время	12	8
33	именно в	3	8
34	в свою	3	8
35	как в	8	8
36	т д	5	8
37	лишь в	4	8
38	произведения и	2	8
39	и на	14	8
40	не в	7	8
41	и с	4	8
42	и от	4	7
43	до конца	12	7
44	не только	16	7
45	с ее	4	7
46	но и	16	7
47	на самом	2	7
48	и все	4	6
49	и здесь	3	6
50	было бы	3	6
51	в том	3	6
52	более или	3	6
53	свою очередь	2	6
54	до сих	2	6
55	в пределах	14	6
56	она не	3	6
57	еще не	4	6
58	как бы	12	6
59	сих пор	2	6
60	в целом	2	6
61	или менее	3	6
62	входит в	4	6
63	а в	6	6
64	все эти	9	6
65	форм и	3	6
66	хотя бы	3	5
67	формы и	3	5
68	бы ни	3	5
69	у нас	2	5
70	лишь как	3	5
71	при этом	6	5
72	только на	2	5
73	со всею	2	5
74	и др	14	5
75	не могло	3	5
76	в понимании	3	5
77	во всех	17	5
78	в самом	5	5
79	как мы	8	5
80	того что	3	5
81	с другой	5	5
82	одним словом	2	5
83	но в	8	5
84	с его	4	4
85	в частности	2	4
86	никогда не	3	4
87	не как	4	4
88	социальной группы	2	4
89	является лишь	3	4
90	с другими	5	4
91	и к	5	4
92	одной стороны	4	4
93	и может	3	4
94	конечно не	3	4
95	всяком случае	5	4
96	оно не	6	4
97	быть и	4	4
98	так же	2	4
99	т п	23	4
100	с одной	4	4
101	друг друга	3	4
102	в которой	4	4
103	не из	2	4
104	с этой	3	4
105	во всяком	7	4
106	в истории	3	4
107	но не	2	3
108	в отношении	6	3
109	всех этих	4	3
110	связи с	2	3
111	перестает быть	2	3
112	в них	6	3
113	на все	2	3
114	или иного	2	3
115	к тому	3	3
116	его как	2	3
117	для него	3	3
118	в широком	2	3
119	и всякое	2	3
120	зависимости от	3	3
121	и непосредственно	5	3
122	в большинстве	10	3
123	в каждом	4	3
124	на язык	2	3
125	он не	3	3
126	в основном	3	3
127	лучшем случае	2	3
128	один из	4	3
129	все же	7	3
130	отношение к	7	3
131	на фоне	7	3
132	в особенности	8	3
133	не было	3	3
134	и других	3	3
135	мы не	2	3
136	и наконец	4	3
137	и даже	6	3
138	между ними	2	3
139	его в	3	3
140	наконец в	2	3
141	в лучшем	2	3
142	у них	2	3
143	более того	3	3
144	в основе	5	3
145	в себе	3	3
146	как к	2	3
147	здесь не	2	3
148	так сказать	5	3
149	взаимодействии с	3	3
150	того или	2	2
151	а как	2	2
152	нисколько не	2	2
153	ни были	3	2
154	же как	2	2
155	в другой	2	2
156	на своем	5	2
157	в зависимости	3	2
158	его и	3	2
159	единство и	3	2
160	а вовсе	2	2
161	это не	6	2
162	с этим	3	2
163	в одном	2	2
164	эпохи и	2	2
165	и форм	2	2
166	на всю	3	2
167	здесь в	4	2
168	все время	3	2
169	ни было	2	2
170	уже не	2	2
171	по существу	3	2
172	войти в	2	2
173	слово оно	3	2
174	одна из	2	2
175	если мы	2	2
176	не выходит	3	2
177	и чисто	3	2
178	только в	6	2
179	одной из	3	2
180	роман и	5	2
181	подхода к	5	2
182	нем и	3	2
183	как раз	2	2
184	поэтического стиля	6	2
185	в него	3	2
186	за пределы	4	2
187	точка зрения	8	2
188	не с	2	2
189	не есть	2	2
190	у тургенева	7	2
191	он в	5	2
192	не на	5	2
193	не могла	2	2
194	от всякой	3	2
195	как такового	3	2
196	идеологической жизни	2	2
197	и те	2	2
198	следовательно и	3	2
199	в результате	3	2
200	между тем	2	2
201	от этого	2	2
202	стиля и	7	2
203	на его	8	2
204	они были	2	2
205	отношении к	6	2
206	язык поэзии	2	2
207	ничего не	4	2
208	жизни но	2	2
209	большинстве случаев	6	2
210	с ним	7	2
211	в эту	2	2
212	влияния на	3	2
213	оно было	2	2
214	произведения как	3	2
