N	2gram	Medvedev_F_3	Istorich
1	и в	27	22
2	в этом	18	17
3	и т	11	16
4	т е	32	16
5	т д	6	15
6	что в	8	15
7	не только	9	14
8	мы видели	4	13
9	но и	10	12
10	и не	30	12
11	и пр	15	11
12	может быть	25	11
13	в этих	3	11
14	еще не	6	10
15	таким образом	18	10
16	но в	6	10
17	что он	6	9
18	в нем	15	9
19	что и	2	9
20	вместе с	6	9
21	в том	7	9
22	что они	5	8
23	том что	4	8
24	как мы	8	8
25	другой стороны	5	7
26	с другой	6	7
27	к этому	2	7
28	но не	5	7
29	то что	8	7
30	из них	2	7
31	уже не	3	7
32	мы должны	2	7
33	так как	9	7
34	там где	7	7
35	связи с	5	6
36	в них	3	6
37	это не	3	6
38	мы уже	3	6
39	то же	15	6
40	а не	17	6
41	друг друга	5	6
42	так в	2	6
43	мы можем	4	6
44	ничего не	2	6
45	если бы	12	6
46	не менее	7	5
47	тем не	2	5
48	все же	6	5
49	что она	2	5
50	того что	3	5
51	могут быть	4	5
52	в этой	2	5
53	видели что	2	4
54	как это	4	4
55	у нас	3	4
56	не в	12	4
57	в дальнейшем	5	4
58	в пределах	8	4
59	только в	8	4
60	на этом	2	4
61	она не	4	4
62	они не	4	4
63	одним из	3	4
64	связано с	2	4
65	для нас	3	4
66	его и	3	4
67	и его	19	4
68	и на	3	4
69	в данном	6	4
70	не может	24	4
71	тем что	5	4
72	все эти	6	4
73	и с	3	4
74	для них	7	3
75	мы еще	2	3
76	превращается в	2	3
77	в одной	5	3
78	и от	11	3
79	и все	8	3
80	прежде всего	4	3
81	можно только	2	3
82	стороны и	2	3
83	к тому	4	3
84	как и	14	3
85	и как	4	3
86	но это	2	3
87	они и	3	3
88	равно как	3	3
89	было бы	6	3
90	мы увидим	2	3
91	в его	7	3
92	никогда не	5	3
93	в целом	4	3
94	ее в	3	3
95	данном случае	4	3
96	со стороны	4	3
97	в связи	4	3
98	так же	9	3
99	сказать что	3	3
100	потому что	7	3
101	он и	3	3
102	и ее	6	3
103	из этих	2	3
104	о том	4	3
105	его в	7	3
106	здесь не	2	3
107	их в	3	3
108	все время	6	2
109	всех этих	2	2
110	с тем	7	2
111	независимо от	5	2
112	только не	2	2
113	знаем что	2	2
114	в сторону	2	2
115	и др	2	2
116	уже знаем	2	2
117	друг другу	2	2
118	к более	2	2
119	такое предположение	2	2
120	здесь и	6	2
121	в жизни	11	2
122	на все	2	2
123	вовсе не	28	2
124	нет никаких	2	2
125	можно сказать	3	2
126	во всяком	6	2
127	как таковой	3	2
128	мы знаем	4	2
129	ни в	8	2
130	от него	2	2
131	такой же	2	2
132	и более	3	2
133	одна из	2	2
134	как в	4	2
135	при этом	8	2
136	как следует	2	2
137	совершенно не	7	2
138	же как	3	2
139	да и	4	2
140	в ней	5	2
141	и потому	5	2
142	всяком случае	6	2
143	именно так	5	2
144	в котором	2	2
145	даже в	2	2
146	отношению к	3	2
147	и это	2	2
148	жизни и	4	2
149	который был	2	2
150	так и	21	2
151	только на	4	2
152	по отношению	3	2
153	за счет	2	2
154	в своем	2	2
155	той же	3	2
156	на самом	14	2
157	и что	3	2
158	и даже	2	2
159	и для	6	2
160	роль в	4	2
161	в которых	3	2
162	дело с	3	2
163	нам важно	2	2
164	то мы	3	2
165	между тем	7	2
166	точки зрения	16	2
167	в то	7	2
168	ту же	2	2
169	большинстве случаев	5	2
170	в него	3	2
171	и действительно	2	2
172	случае в	3	2
