N	2gram	Bakhtin_Pr_1	VeschiIm
1	не может	11	33
2	не только	13	31
3	может быть	21	29
4	и не	34	28
5	и в	23	26
6	то что	18	24
7	и есть	5	23
8	а не	20	20
9	в смысле	2	15
10	что она	2	14
11	только в	8	14
12	того что	2	13
13	по себе	7	13
14	было бы	6	12
15	но и	11	12
16	сказать что	5	12
17	есть не	2	12
18	все же	5	12
19	в себя	3	12
20	таким образом	11	11
21	то же	10	10
22	уже не	8	10
23	как бы	28	10
24	потому что	12	10
25	не значит	2	10
26	в том	11	9
27	в самом	8	9
28	бы то	3	9
29	и с	4	9
30	ни было	4	9
31	прежде всего	7	9
32	то ни	3	9
33	себя и	2	8
34	но это	5	8
35	с ее	2	8
36	в себе	5	8
37	смысл и	2	8
38	и это	5	8
39	ничего не	6	8
40	со своим	3	7
41	в свете	3	7
42	говорить о	2	7
43	в то	10	7
44	его в	4	7
45	так как	7	7
46	том что	9	7
47	себя в	3	7
48	и их	2	7
49	как раз	4	7
50	с другими	7	7
51	в этом	25	7
52	с собою	2	6
53	и как	8	6
54	что в	8	6
55	для него	15	6
56	жизни и	6	6
57	со стороны	2	6
58	отличается от	2	6
59	в результате	4	6
60	точки зрения	21	6
61	но в	4	6
62	по крайней	2	6
63	она не	5	6
64	крайней мере	2	6
65	бы и	4	6
66	с ним	6	6
67	можно было	3	6
68	должна быть	2	5
69	в отношении	2	5
70	это не	10	5
71	не в	6	5
72	еще не	5	5
73	а в	7	5
74	что для	2	5
75	ни на	2	5
76	если бы	10	5
77	это и	9	5
78	одна из	2	5
79	но не	8	5
80	в сущности	5	5
81	для себя	2	5
82	и для	3	5
83	на себя	3	5
84	я не	3	4
85	в своем	8	4
86	с другой	2	4
87	есть то	3	4
88	как же	3	4
89	имеет смысл	2	4
90	же время	7	4
91	точка зрения	7	4
92	только то	3	4
93	из них	2	4
94	в их	3	4
95	то и	2	4
96	точке зрения	2	4
97	от того	2	4
98	и даже	3	4
99	о том	2	4
100	и все	3	4
101	как и	8	4
102	во всех	5	4
103	на себе	2	4
104	и о	3	4
105	его на	2	4
106	и потому	3	4
107	однако не	2	4
108	оно не	2	4
109	что и	5	4
110	этот вопрос	2	4
111	между ними	2	4
112	с точки	15	4
113	мы не	2	4
114	в данном	2	4
115	тем что	3	4
116	никогда не	5	3
117	вопрос о	4	3
118	что именно	2	3
119	можно сказать	2	3
120	несмотря на	6	3
121	и сам	2	3
122	в нем	20	3
123	себя самого	4	3
124	все это	7	3
125	ее как	2	3
126	отношения к	2	3
127	их в	2	3
128	к себе	2	3
129	но как	3	3
130	себя как	5	3
131	или как	5	3
132	нисколько не	2	3
133	само по	2	3
134	к другому	2	3
135	в одном	9	3
136	в жизни	6	3
137	один из	2	3
138	что он	10	3
139	и притом	2	3
140	мы видим	3	3
141	тот же	2	3
142	как можно	2	3
143	в своей	11	3
144	вместе с	2	3
145	так и	10	3
146	да и	2	3
147	в той	6	3
148	самом деле	5	3
149	бы в	3	3
150	того чтобы	4	3
151	хотя бы	2	3
152	ему не	2	3
153	тому как	3	3
154	подобно тому	3	3
155	и самое	2	3
156	в основе	5	3
157	на вопрос	2	2
158	подходит к	4	2
159	тому что	2	2
160	говорить об	2	2
161	именно потому	2	2
162	была бы	2	2
163	а потому	2	2
164	ни в	3	2
165	в самой	7	2
166	но все	4	2
167	кроме того	3	2
168	мы уже	2	2
169	в сфере	2	2
170	бы к	2	2
171	и тем	2	2
172	и уже	3	2
173	в первой	2	2
174	данном случае	2	2
175	и вот	2	2
176	заключается в	2	2
177	так же	6	2
178	не из	2	2
179	конечно и	4	2
180	в своих	2	2
181	самим собою	2	2
182	и понимания	3	2
183	в первом	2	2
184	то есть	24	2
185	на него	2	2
186	поэтому и	2	2
187	но они	4	2
188	с которой	4	2
189	и во	2	2
190	но именно	4	2
191	себе и	3	2
192	никак не	2	2
193	он не	4	2
194	что из	2	2
195	как в	6	2
196	мысли и	2	2
197	приводит к	3	2
198	все равно	2	2
199	как мы	5	2
200	можно говорить	2	2
201	для того	2	2
202	и его	13	2
203	той же	6	2
204	из его	3	2
205	во всяком	4	2
206	выражение в	4	2
207	отношении к	2	2
208	если же	2	2
209	не потому	2	2
