N	2gram	Propp_Isto_1	Problema
1	в его	5	43
2	и не	9	42
3	и в	28	38
4	не может	15	27
5	может быть	25	26
6	как бы	2	22
7	по отношению	3	21
8	отношению к	3	19
9	и с	4	17
10	и его	3	16
11	в нем	2	15
12	в этом	8	15
13	и т	25	14
14	прежде всего	10	13
15	только в	11	13
16	но не	5	12
17	во всех	2	11
18	и для	4	11
19	в области	2	11
20	в их	3	10
21	таким образом	8	10
22	но и	10	9
23	его в	6	9
24	не только	12	9
25	в том	9	8
26	и как	2	8
27	и др	7	8
28	было бы	7	8
29	то что	9	8
30	что в	12	7
31	с другой	6	7
32	не в	9	7
33	между тем	2	7
34	как и	4	7
35	еще не	7	7
36	как мы	3	7
37	не всегда	8	6
38	в пределах	4	6
39	а в	7	6
40	на основе	5	6
41	не есть	2	6
42	все же	10	6
43	дело с	2	6
44	и этим	2	6
45	там где	4	6
46	отношения к	2	6
47	ничего не	2	6
48	то же	12	5
49	в своем	5	5
50	это не	7	5
51	при этом	3	5
52	никогда не	14	5
53	все эти	4	5
54	должно быть	2	5
55	в основе	4	5
56	с ним	2	5
57	конечно не	2	5
58	в большинстве	4	5
59	так и	9	5
60	не на	2	5
61	в отличие	2	5
62	большинстве случаев	4	5
63	а не	15	5
64	могут быть	4	5
65	отличие от	2	5
66	должна быть	5	4
67	не менее	6	4
68	должны быть	4	4
69	в ней	7	4
70	в конечном	2	4
71	другой стороны	5	4
72	в форме	3	4
73	и только	2	4
74	сказать что	5	4
75	в то	3	4
76	о том	9	4
77	и потому	2	4
78	к которому	5	4
79	но в	8	4
80	но они	2	4
81	не с	3	4
82	в ее	2	4
83	относится к	2	4
84	как в	2	4
85	мы здесь	3	4
86	что не	2	4
87	между ними	2	4
88	хотя бы	4	4
89	можно было	5	4
90	в себе	2	4
91	здесь не	4	4
92	мы будем	5	3
93	то ни	2	3
94	и от	2	3
95	вследствие этого	2	3
96	в тех	2	3
97	тем не	6	3
98	его как	2	3
99	в дальнейшем	5	3
100	но это	4	3
101	одной стороны	4	3
102	например в	5	3
103	связи и	2	3
104	точка зрения	2	3
105	и тем	2	3
106	в целом	2	3
107	все это	4	3
108	с одной	4	3
109	на них	2	3
110	они не	4	3
111	и даже	4	3
112	и на	4	3
113	также и	3	3
114	и должно	3	3
115	ни было	2	3
116	если бы	8	3
117	ясно что	2	3
118	том что	7	3
119	бы то	2	3
120	мы увидим	10	3
121	одной из	2	3
122	мы в	2	3
123	не будем	5	3
124	он не	2	3
125	на него	4	3
126	связь с	4	3
127	приводит к	2	3
128	не знает	5	3
129	на этом	3	2
130	я не	3	2
131	не могут	2	2
132	том как	2	2
133	ни к	2	2
134	и другие	4	2
135	в частности	2	2
136	в этих	7	2
137	материала и	2	2
138	в какой	3	2
139	будем называть	2	2
140	столь же	2	2
141	была бы	2	2
142	на то	4	2
143	здесь же	2	2
144	а только	2	2
145	не можем	3	2
146	не более	2	2
147	не дает	2	2
148	и пр	4	2
149	что это	8	2
150	не вполне	2	2
151	в котором	3	2
152	другими словами	4	2
153	в связи	4	2
154	в особенности	2	2
155	на материал	2	2
156	здесь мы	7	2
157	и что	10	2
158	того что	4	2
159	есть только	3	2
160	которые могут	3	2
161	и здесь	7	2
162	в начале	3	2
163	во всем	3	2
164	мы должны	13	2
165	же самое	3	2
166	а иногда	2	2
167	как это	3	2
168	оно может	2	2
169	мы имеем	13	2
170	поэтому в	2	2
171	он должен	2	2
172	раз и	3	2
173	не все	4	2
174	к этому	2	2
175	вовсе не	2	2
176	на первый	2	2
177	что он	10	2
178	по существу	5	2
179	этот момент	2	2
180	связи с	4	2
181	одна из	2	2
182	здесь в	2	2
183	в некоторых	2	2
184	должен быть	3	2
185	что и	6	2
186	себя в	2	2
187	в современной	3	2
188	к своему	2	2
189	из которых	3	2
190	к чему	3	2
191	и он	3	2
192	и конец	2	2
193	или в	5	2
194	материала мы	2	2
195	тем что	3	2
196	в виде	2	2
197	в другом	3	2
198	в таких	2	2
199	дело в	3	2
