N	2gram	Bakhtin_sl_2	Myshleni
1	речи и	3	30
2	в этом	16	29
3	точки зрения	8	28
4	и в	39	26
5	не только	24	24
6	то что	2	24
7	таким образом	8	23
8	с точки	3	21
9	и речи	2	19
10	того чтобы	2	19
11	в том	5	18
12	и не	22	18
13	для того	2	18
14	том что	5	17
15	как и	6	15
16	этом случае	6	14
17	так как	4	14
18	как мы	7	14
19	с помощью	4	13
20	что в	3	12
21	вместе с	2	12
22	и его	33	12
23	но и	21	11
24	в слове	6	11
25	не может	20	11
26	словом и	8	10
27	слова и	8	10
28	мышления и	5	9
29	в сущности	6	9
30	слово и	5	9
31	в себе	2	9
32	то же	4	8
33	сказать что	3	8
34	что он	2	8
35	между словом	3	8
36	той же	3	8
37	только в	5	8
38	прежде всего	8	7
39	может быть	37	7
40	и к	6	7
41	мы не	2	7
42	в смысле	4	6
43	по отношению	4	6
44	именно в	2	6
45	как бы	7	6
46	все что	2	6
47	и слова	5	6
48	во всех	12	6
49	все эти	6	6
50	все же	6	6
51	речи как	2	6
52	а не	14	6
53	слова в	13	5
54	слова к	4	5
55	до конца	17	5
56	одной стороны	5	5
57	и их	5	5
58	с одной	5	5
59	и с	9	5
60	как это	3	5
61	тогда когда	2	5
62	речи не	2	5
63	она не	6	5
64	отношению к	4	5
65	в процессе	13	5
66	слова как	2	5
67	и для	5	5
68	в данном	2	5
69	не менее	4	4
70	не могут	5	4
71	никогда не	7	4
72	в нашем	2	4
73	с другой	5	4
74	и от	3	4
75	в свете	3	4
76	и наконец	5	4
77	слова с	4	4
78	в его	7	4
79	о том	2	4
80	но в	6	4
81	стороны и	3	4
82	связи с	3	4
83	чем в	2	4
84	еще не	7	4
85	как в	13	4
86	это и	2	4
87	что оно	4	4
88	в той	4	4
89	не в	9	4
90	в области	2	4
91	для этого	4	3
92	все это	16	3
93	это не	5	3
94	в собственном	3	3
95	но это	3	3
96	для него	7	3
97	из важнейших	2	3
98	в ней	3	3
99	в основе	4	3
100	но мы	2	3
101	мы видели	2	3
102	слова может	2	3
103	как к	3	3
104	на котором	2	3
105	этом отношении	3	3
106	только и	2	3
107	он не	2	3
108	нуждается в	2	3
109	мы уже	2	3
110	с ним	7	3
111	по себе	5	3
112	во всем	4	3
113	в то	4	3
114	но не	6	3
115	до сих	2	3
116	в основном	4	3
117	и потому	7	3
118	что и	3	3
119	собственном смысле	3	3
120	сих пор	2	3
121	так и	15	3
122	и слово	2	3
123	менее всего	2	3
124	к нему	3	3
125	отличается от	2	3
126	с другими	4	3
127	в чем	3	3
128	перед нами	3	2
129	уже в	2	2
130	слове но	3	2
131	себя и	4	2
132	в этих	7	2
133	его и	2	2
134	точку зрения	3	2
135	только о	2	2
136	входит в	4	2
137	для нас	5	2
138	ни в	4	2
139	его от	3	2
140	свою очередь	2	2
141	в большинстве	6	2
142	в свою	3	2
143	на его	2	2
144	или в	2	2
145	одним из	2	2
146	один из	5	2
147	в нем	19	2
148	с ее	2	2
149	отношение к	4	2
150	значение в	2	2
151	в их	2	2
152	где они	2	2
153	отношения к	4	2
154	которых мы	2	2
155	одновременно и	3	2
156	и других	4	2
157	лишь в	3	2
158	как слово	2	2
159	а в	4	2
160	всем его	2	2
161	также и	2	2
162	но он	2	2
163	к его	2	2
164	его в	4	2
165	большинстве случаев	5	2
166	с этим	2	2
167	вовсе не	10	2
168	но эта	2	2
169	и здесь	2	2
170	она может	2	2
171	и при	2	2
172	слов и	3	2
173	не исчерпывает	3	2
174	со всеми	2	2
175	наконец в	4	2
176	к ней	2	2
177	как для	3	2
178	даже в	2	2
179	слова оно	2	2
180	в отношении	4	2
181	в отличие	12	2
182	того как	2	2
183	можно говорить	2	2
184	во всяком	3	2
185	могут быть	7	2
186	ту же	3	2
187	разрыв между	3	2
188	которые в	2	2
189	здесь как	2	2
190	отличие от	13	2
191	может и	2	2
