N	2gram	Losev_Vesc_1	Myshleni
1	точки зрения	5	26
2	таким образом	8	26
3	в том	8	24
4	и в	21	23
5	том что	8	21
6	с точки	3	18
7	того чтобы	3	17
8	то что	27	17
9	в этом	4	17
10	не только	36	16
11	того что	8	15
12	для того	2	15
13	что в	9	14
14	может быть	16	14
15	но и	18	14
16	как и	8	14
17	в его	2	14
18	не может	17	12
19	как бы	12	11
20	сказать что	17	11
21	с другой	6	10
22	прежде всего	9	10
23	в отношении	4	10
24	одной стороны	3	9
25	другой стороны	2	9
26	и не	29	9
27	и с	8	9
28	же точно	2	9
29	с одной	3	8
30	в основе	3	8
31	то же	6	8
32	в этой	3	7
33	в самом	9	7
34	в то	3	7
35	так как	7	7
36	с тем	5	7
37	мы не	6	7
38	и ее	18	7
39	в другом	2	7
40	независимо от	5	6
41	с этой	4	6
42	и тем	3	6
43	от того	3	6
44	все это	5	6
45	потому что	16	6
46	с этим	3	6
47	в силу	3	6
48	о том	6	6
49	в сущности	4	6
50	по сравнению	7	6
51	мысли и	3	6
52	и его	2	6
53	мы можем	4	6
54	тем что	2	6
55	в себе	14	6
56	только в	14	6
57	на действительность	2	5
58	тому что	2	5
59	перед нами	2	5
60	в собственном	2	5
61	из того	2	5
62	можно сказать	6	5
63	и как	8	5
64	на то	4	5
65	по себе	13	5
66	для этого	4	5
67	что мы	14	5
68	мы должны	2	5
69	и все	5	5
70	бы в	5	5
71	если бы	5	5
72	но в	5	5
73	сравнению с	6	5
74	а затем	2	5
75	по своей	2	5
76	и что	15	5
77	слова и	5	5
78	собственном смысле	3	5
79	так и	3	5
80	как мы	4	5
81	к действительности	2	5
82	но не	5	4
83	она должна	2	4
84	что все	2	4
85	со всей	2	4
86	в свою	4	4
87	только что	2	4
88	не в	5	4
89	что она	15	4
90	в котором	3	4
91	в свете	7	4
92	все эти	3	4
93	в результате	3	4
94	их в	3	4
95	в одном	2	4
96	по существу	2	4
97	в чем	6	4
98	было бы	14	4
99	к тому	3	4
100	для себя	5	4
101	должен быть	2	4
102	в своей	5	4
103	как раз	9	4
104	а с	3	4
105	хотя бы	6	4
106	мы видим	2	4
107	понятий и	2	4
108	может не	2	3
109	я не	4	3
110	что это	13	3
111	в своем	6	3
112	и от	3	3
113	свою очередь	4	3
114	что они	6	3
115	общения и	2	3
116	и если	2	3
117	и следовательно	7	3
118	в сфере	4	3
119	то и	4	3
120	оба эти	3	3
121	мы находим	2	3
122	от всех	4	3
123	вовсе не	10	3
124	тогда когда	5	3
125	всяком случае	2	3
126	этих двух	2	3
127	что оно	8	3
128	об этом	3	3
129	во всех	2	3
130	она не	4	3
131	все же	4	3
132	если не	3	3
133	самом деле	4	3
134	а не	19	3
135	можно было	2	3
136	с но	2	3
137	и то	10	3
138	во всяком	3	3
139	сам по	3	3
140	мы говорили	2	3
141	и это	14	3
142	ничего не	3	3
143	действительность и	8	2
144	никогда не	2	2
145	больше того	4	2
146	что между	2	2
147	мы получили	3	2
148	что у	5	2
149	в конце	2	2
150	в смысле	12	2
151	бы что	2	2
152	всех прочих	3	2
153	чем мы	3	2
154	на этом	2	2
155	есть прежде	2	2
156	для него	4	2
157	хотя и	4	2
158	действительность в	2	2
159	один из	3	2
160	не с	7	2
161	жизни и	2	2
162	данном случае	2	2
163	той же	2	2
164	и вот	2	2
165	в слове	2	2
166	и даже	6	2
167	должно быть	6	2
168	бы и	5	2
169	а в	4	2
170	говорить о	6	2
171	в первом	2	2
172	как это	2	2
173	бы сказать	2	2
174	от этого	2	2
175	на их	2	2
176	содержится в	3	2
177	к пониманию	3	2
178	с собой	2	2
179	ясно что	8	2
180	есть не	14	2
181	и эти	2	2
182	в ее	7	2
183	только тогда	3	2
184	одно и	5	2
185	ту или	2	2
186	и понимания	2	2
187	оно есть	9	2
188	на ее	3	2
189	и потому	5	2
190	без этого	2	2
191	с ней	2	2
192	понимание и	3	2
193	если мы	8	2
194	уже не	9	2
195	и пр	6	2
196	между ними	3	2
197	вот почему	3	2
198	со всем	5	2
199	с другими	8	2
200	в данном	5	2
201	как таковая	2	2
202	дело в	4	2
203	если это	2	2
