N	2gram	Voloshinov_1	Hudozhes
1	том что	3	16
2	и в	16	14
3	так и	4	13
4	в том	3	12
5	не только	7	12
6	при этом	6	12
7	о том	2	12
8	прежде всего	9	11
9	в этом	9	11
10	для него	6	10
11	в своей	2	10
12	у него	2	9
13	что он	2	9
14	как и	2	9
15	то же	2	9
16	то что	3	8
17	в этой	4	8
18	в его	4	8
19	быть может	2	7
20	еще не	5	7
21	как бы	5	7
22	не может	8	7
23	а в	3	7
24	никогда не	2	6
25	что в	3	6
26	было бы	2	6
27	не менее	2	5
28	с его	7	5
29	в частности	2	5
30	в этих	3	5
31	к себе	3	5
32	может быть	17	5
33	только в	4	5
34	но и	4	5
35	жизни и	3	5
36	самом деле	6	5
37	и его	8	5
38	ни в	5	5
39	точки зрения	8	5
40	но в	4	5
41	и все	4	4
42	можно сказать	4	4
43	и к	6	4
44	мы уже	2	4
45	в самом	2	4
46	и о	2	4
47	один из	2	4
48	он не	2	4
49	и это	6	4
50	с ним	2	4
51	и с	8	4
52	отнюдь не	4	3
53	с этим	2	3
54	как мы	4	3
55	говорить о	2	3
56	на этом	3	3
57	по своему	2	3
58	в пределах	2	3
59	в нем	4	3
60	и для	2	3
61	все эти	5	3
62	и даже	4	3
63	с точки	6	3
64	и по	2	3
65	и на	4	3
66	его в	4	3
67	едва ли	3	3
68	поэтому и	2	2
69	себя и	2	2
70	матери и	3	2
71	конечном счете	2	2
72	и так	2	2
73	и потому	3	2
74	в конечном	3	2
75	что на	2	2
76	мы знаем	3	2
77	своей жизни	2	2
78	же как	2	2
79	только на	3	2
80	в начале	2	2
81	в него	5	2
82	только для	5	2
83	сих пор	3	2
84	все это	4	2
85	не знает	2	2
86	и не	4	2
87	при всей	2	2
88	на самом	4	2
89	они не	2	2
90	что не	2	2
91	на основе	2	2
92	с ними	4	2
93	с этой	2	2
94	с ее	4	2
95	но как	2	2
96	я и	6	2
97	мы не	2	2
98	до сих	3	2
