N	2gram	Vygotskiy__4	Hudozhes
1	том что	35	16
2	и в	20	14
3	так и	5	13
4	а не	7	12
5	в том	42	12
6	не только	15	12
7	при этом	12	12
8	о том	5	12
9	прежде всего	2	11
10	в этом	24	11
11	в себе	10	11
12	для него	2	10
13	в своей	7	10
14	у него	2	9
15	что он	6	9
16	как и	9	9
17	в качестве	21	9
18	то же	16	9
19	как в	5	8
20	то что	15	8
21	между тем	9	8
22	в этой	3	8
23	в его	11	8
24	это не	5	7
25	к тому	6	7
26	не в	4	7
27	еще не	2	7
28	как бы	7	7
29	не может	6	7
30	именно в	3	7
31	а в	2	7
32	тогда как	2	7
33	никогда не	5	6
34	что в	19	6
35	было бы	8	6
36	не менее	3	5
37	перед нами	5	5
38	в частности	5	5
39	в этих	3	5
40	может быть	12	5
41	только в	10	5
42	и он	2	5
43	но и	9	5
44	по мнению	2	5
45	самом деле	7	5
46	друг друга	4	5
47	и его	5	5
48	можно было	6	5
49	потому что	12	5
50	ни в	3	5
51	точки зрения	24	5
52	но в	3	5
53	связи с	3	4
54	тому что	4	4
55	в своем	4	4
56	столь же	3	4
57	и от	3	4
58	на то	5	4
59	и к	5	4
60	а только	3	4
61	мы узнаем	2	4
62	в действительности	5	4
63	мы уже	5	4
64	в самом	6	4
65	в ней	2	4
66	один из	3	4
67	себя в	3	4
68	из них	4	4
69	того что	10	4
70	только что	4	4
71	по своей	6	4
72	и это	2	4
73	и с	4	4
74	но не	3	3
75	если бы	5	3
76	отнюдь не	3	3
77	в следующей	2	3
78	с этим	5	3
79	это в	2	3
80	идет о	3	3
81	как мы	13	3
82	в ходе	4	3
83	на этом	3	3
84	по своему	4	3
85	что при	2	3
86	такого рода	6	3
87	не имеют	3	3
88	и когда	3	3
89	речь идет	5	3
90	даже в	2	3
91	в нем	2	3
92	все же	5	3
93	следующей главе	2	3
94	со стороны	3	3
95	приводит к	3	3
96	в связи	3	3
97	и для	4	3
98	этом отношении	7	3
99	все эти	5	3
100	того чтобы	7	3
101	с точки	11	3
102	в таком	2	3
103	тем что	7	3
104	такой же	2	3
105	и на	6	3
106	в равной	3	3
107	его в	6	3
108	а также	2	3
109	едва ли	2	3
110	представляется нам	4	2
111	по нашему	2	2
112	не означает	3	2
113	ясно что	2	2
114	в следующем	2	2
115	что на	2	2
116	состоит в	4	2
117	так что	3	2
118	с той	2	2
119	же как	6	2
120	мышление в	4	2
121	и что	8	2
122	мышления как	2	2
123	по выражению	4	2
124	в целом	11	2
125	первую очередь	4	2
126	в данной	2	2
127	одной из	3	2
128	раз в	2	2
129	себе и	3	2
130	не бывает	2	2
131	на его	3	2
132	только на	2	2
133	в начале	2	2
134	в первую	4	2
135	говоря о	2	2
136	никак не	2	2
137	для других	2	2
138	в него	2	2
139	момент когда	2	2
140	как он	4	2
141	на том	4	2
142	в их	12	2
143	внимание на	3	2
144	мышления и	14	2
145	а с	2	2
146	не знает	2	2
147	и не	8	2
148	ключ к	4	2
149	они не	2	2
150	в речи	4	2
151	не имеет	2	2
152	должно быть	3	2
153	той же	6	2
154	напомним что	2	2
155	на основе	10	2
156	с этой	4	2
157	в результате	8	2
158	слова в	9	2
159	но как	2	2
160	здесь не	2	2
161	и поэтому	3	2
162	равной мере	3	2
