N	2gram	Losev_Vlad_2	Narrotol
1	не только	12	32
2	может быть	7	25
3	но и	8	23
4	и не	18	20
5	и в	30	19
6	то есть	7	19
7	в том	18	18
8	в этом	20	17
9	в частности	2	14
10	том что	12	14
11	не в	9	14
12	а не	7	12
13	то что	20	11
14	а в	11	11
15	не может	9	10
16	точки зрения	7	10
17	при этом	5	9
18	со стороны	4	9
19	так и	5	9
20	в его	11	9
21	в себе	6	8
22	как и	5	7
23	к тому	2	7
24	такого рода	2	7
25	а также	10	7
26	все же	9	7
27	как в	3	7
28	с его	4	6
29	что он	13	6
30	то в	5	6
31	но не	3	6
32	именно в	4	6
33	в той	2	6
34	как это	7	6
35	о том	4	6
36	но в	8	6
37	и как	3	5
38	по себе	5	5
39	можно сказать	4	5
40	себя в	2	5
41	уже не	3	5
42	к нему	2	5
43	и его	6	5
44	в данном	3	5
45	в отличие	3	5
46	отличие от	3	5
47	в этой	4	5
48	прежде всего	6	4
49	в нем	4	4
50	у него	19	4
51	что не	2	4
52	то же	4	4
53	же в	2	4
54	да и	3	4
55	но все	2	4
56	если не	2	4
57	же время	3	4
58	было бы	9	4
59	связи с	8	4
60	как бы	5	4
61	о нем	2	4
62	хотя бы	3	4
63	данном случае	2	4
64	те же	3	4
65	не мог	8	4
66	не столько	3	4
67	сказать что	11	4
68	только в	6	4
69	здесь не	4	4
70	и с	14	4
71	не менее	7	3
72	жизни в	2	3
73	что в	12	3
74	никогда не	7	3
75	уже в	3	3
76	из этих	3	3
77	в свою	3	3
78	тем не	6	3
79	ни в	7	3
80	свою очередь	2	3
81	в сущности	2	3
82	хотя и	6	3
83	в ней	4	3
84	он не	4	3
85	и даже	10	3
86	не есть	4	3
87	жизни и	6	3
88	бытия в	2	3
89	а именно	6	3
90	как мы	11	3
91	и он	4	3
92	или иначе	3	3
93	и на	4	3
94	будто бы	2	3
95	не о	2	3
96	в то	9	3
97	как будто	2	3
98	что это	4	3
99	после смерти	4	2
100	он сам	2	2
101	в своем	8	2
102	точно так	3	2
103	на первый	2	2
104	ему в	2	2
105	по существу	3	2
106	более или	3	2
107	для него	9	2
108	она не	2	2
109	несмотря на	4	2
110	наряду с	2	2
111	в будущем	2	2
112	некоторого рода	2	2
113	вплоть до	3	2
114	наконец в	3	2
115	он уже	5	2
116	и потому	2	2
117	так или	3	2
118	даже в	2	2
119	не имеет	2	2
120	его жизни	6	2
121	во второй	2	2
122	время в	4	2
123	и до	2	2
124	или менее	3	2
125	в последние	2	2
126	отношение к	4	2
127	так же	4	2
128	не на	2	2
129	как к	2	2
130	в связи	8	2
131	отношения к	3	2
132	не было	10	2
133	все эти	5	2
134	в двух	2	2
135	и для	3	2
136	с точки	3	2
137	он прямо	2	2
138	это не	2	2
139	в таком	3	2
140	можно было	2	2
141	в результате	5	2
142	тем более	3	2
143	однако в	2	2
144	не то	3	2
145	что касается	3	2
146	приходит к	2	2
147	и все	7	2
148	его в	4	2
149	когда мы	3	2
150	ничего не	2	2
151	о чем	6	2
