N	2gram	Propp_Isto_4	Komedia
1	и в	26	22
2	и не	9	21
3	т е	18	16
4	том что	3	13
5	в том	3	12
6	таким образом	10	12
7	так как	9	11
8	ни в	2	10
9	в доме	4	10
10	потому что	6	10
11	до сих	5	9
12	вместе с	6	9
13	сих пор	5	9
14	если бы	2	8
15	в своем	2	8
16	что он	10	8
17	в его	5	8
18	что и	9	8
19	в этом	7	8
20	о том	4	8
21	его в	9	8
22	о чем	3	7
23	об этом	7	7
24	при этом	3	7
25	то же	8	7
26	не по	2	7
27	только что	3	7
28	а в	8	7
29	во время	7	6
30	к этому	5	6
31	еще не	6	6
32	может быть	14	6
33	и что	5	6
34	так что	2	6
35	и его	10	6
36	не менее	2	5
37	связи с	3	5
38	что в	14	5
39	то это	5	5
40	а по	4	5
41	как это	3	5
42	хотя и	2	5
43	не только	15	5
44	в своей	4	5
45	отношение к	2	5
46	из них	2	5
47	не хочет	2	5
48	все это	2	5
49	он не	7	5
50	тем что	5	5
51	к нему	6	5
52	в которых	4	5
53	к себе	3	5
54	но в	5	5
55	с тем	2	4
56	но все	5	4
57	должен был	3	4
58	у него	5	4
59	однако в	2	4
60	с другой	4	4
61	вовсе не	4	4
62	и здесь	5	4
63	все же	9	4
64	не в	5	4
65	не дает	2	4
66	и т	27	4
67	то что	16	4
68	когда он	6	4
69	но и	12	4
70	на него	3	4
71	что она	3	4
72	с помощью	2	4
73	а не	6	4
74	так же	18	4
75	тут же	2	4
76	на себя	4	4
77	в себе	2	4
78	в связи	2	4
79	так и	10	4
80	хотя бы	2	4
81	и с	5	4
82	что ни	3	3
83	в частности	2	3
84	никогда не	2	3
85	с этой	2	3
86	с этим	2	3
87	в нем	2	3
88	на то	3	3
89	тем не	2	3
90	отец и	2	3
91	как и	7	3
92	в этой	2	3
93	все что	4	3
94	было бы	2	3
95	и тот	2	3
96	конечно не	2	3
97	к ним	2	3
98	на этот	2	3
99	как бы	3	3
100	в целом	2	3
101	не может	6	3
102	возможно что	2	3
103	и даже	4	3
104	не имеет	3	3
105	в других	2	3
106	их в	7	3
107	мы можем	6	3
108	представляет собой	2	3
109	же самое	2	3
110	на это	2	3
111	как он	6	3
112	и этим	2	3
113	из своего	3	3
114	ничего не	5	3
115	том как	2	3
116	на вопрос	3	2
117	уже в	2	2
118	в качестве	7	2
119	сравнению с	3	2
120	как в	7	2
121	это не	5	2
122	а сам	2	2
123	и все	2	2
124	в плен	6	2
125	в одном	5	2
126	в образе	3	2
127	не могут	2	2
128	а как	2	2
129	к своему	3	2
130	мы знаем	8	2
131	этом случае	3	2
132	его от	2	2
133	а затем	3	2
134	по существу	3	2
135	такое же	4	2
136	в силу	5	2
137	что они	6	2
138	она не	3	2
139	а на	4	2
140	не мог	3	2
141	и если	3	2
142	на его	3	2
143	он говорит	2	2
144	от того	2	2
145	а также	3	2
146	и он	3	2
147	между ними	3	2
148	ни одной	2	2
149	представляют собой	4	2
150	по сравнению	3	2
151	наряду с	3	2
152	дело не	2	2
153	у тебя	2	2
154	как мы	5	2
155	другой стороны	4	2
156	все еще	3	2
157	из которых	5	2
158	и на	2	2
159	и во	2	2
160	в руки	3	2
161	в другом	5	2
162	что мы	3	2
163	е в	3	2
164	его на	4	2
165	вином и	2	2
166	что эта	3	2
167	здесь не	4	2
168	к этой	3	2
169	в области	2	2
