N	2gram	Vinokur_Ku_1	Komedia
1	и в	24	22
2	т е	38	13
3	том что	21	12
4	в г	3	11
5	в том	30	11
6	но и	6	11
7	не только	10	10
8	из них	4	10
9	в то	2	10
10	как и	2	9
11	и т	33	9
12	может быть	13	9
13	в одном	3	8
14	таким образом	12	8
15	и не	12	8
16	и его	5	8
17	о том	9	8
18	в этой	3	7
19	что в	17	6
20	что он	6	6
21	к тому	5	6
22	ни в	2	6
23	то же	8	6
24	не в	11	6
25	а в	5	6
26	в которой	6	6
27	уже в	3	5
28	с другой	7	5
29	прежде всего	9	5
30	при этом	6	5
31	в его	12	5
32	один из	4	5
33	на его	3	5
34	в истории	3	5
35	так и	7	5
36	как в	4	5
37	все это	6	5
38	другой стороны	6	5
39	и даже	3	5
40	потому что	23	5
41	т п	18	5
42	между тем	5	5
43	именно в	6	4
44	в их	3	4
45	ясно что	3	4
46	несмотря на	3	4
47	же в	4	4
48	что они	4	4
49	в качестве	7	4
50	же время	2	4
51	в котором	3	4
52	в нем	4	4
53	что и	4	4
54	ср также	2	4
55	т д	14	4
56	тем что	8	4
57	в результате	5	4
58	точки зрения	14	4
59	ли не	3	4
60	i стр	3	4
61	так как	9	4
62	но в	2	4
63	казалось бы	3	3
64	не менее	7	3
65	в них	7	3
66	вопрос о	2	3
67	идет о	2	3
68	на то	4	3
69	в тех	4	3
70	у нас	10	3
71	и как	2	3
72	первую очередь	2	3
73	тот же	2	3
74	в частности	4	3
75	хотя и	3	3
76	он не	2	3
77	речь идет	2	3
78	даже в	3	3
79	все же	12	3
80	отношению к	9	3
81	в целом	4	3
82	так же	4	3
83	по отношению	8	3
84	того как	4	3
85	этом отношении	5	3
86	не мог	2	3
87	как раз	8	3
88	и на	4	3
89	в более	2	3
90	в этом	14	3
91	и с	5	3
92	и еще	2	3
93	только в	11	3
94	и все	2	3
95	как это	3	3
96	ничего не	2	3
97	к которому	3	3
98	и здесь	3	2
99	в рамках	4	2
100	еще и	5	2
101	для них	2	2
102	в состоянии	2	2
103	раз на	2	2
104	вовсе не	10	2
105	в свою	3	2
106	тем не	4	2
107	но не	5	2
108	а то	2	2
109	того же	4	2
110	до конца	2	2
111	до сих	4	2
112	еще не	5	2
113	было бы	15	2
114	на те	2	2
115	в самом	10	2
116	в первую	4	2
117	между прочим	2	2
118	относится к	2	2
119	всяком случае	5	2
120	и тем	2	2
121	то что	9	2
122	вместе с	7	2
123	не говоря	2	2
124	ее в	2	2
125	к г	2	2
126	со стороны	4	2
127	или менее	3	2
128	то и	2	2
129	для этого	3	2
130	в сущности	3	2
131	не может	7	2
132	не раз	2	2
133	которую можно	2	2
134	в силу	10	2
135	или в	2	2
136	во всяком	5	2
137	что касается	2	2
138	на себя	3	2
139	в себе	3	2
140	в области	7	2
141	ли это	2	2
142	е в	2	2
143	сих пор	4	2
