N	2gram	Berdyaev_V_1	Vladivir
1	и в	16	30
2	то что	9	20
3	в этом	4	20
4	в том	3	18
5	и не	20	18
6	что он	4	13
7	в конце	3	13
8	том что	2	12
9	что в	3	12
10	не только	2	12
11	в его	4	11
12	а в	2	11
13	не было	3	10
14	не в	3	9
15	для него	2	9
16	потому что	4	9
17	но и	5	8
18	но в	3	8
19	никогда не	3	7
20	и все	4	7
21	ни в	3	7
22	для нас	2	7
23	а не	7	7
24	хотя и	5	6
25	прежде всего	2	6
26	только в	2	6
27	во всяком	2	6
28	жизни и	3	6
29	и то	2	5
30	и я	4	5
31	как и	4	5
32	тот же	3	5
33	в своей	3	5
34	как бы	5	5
35	в котором	4	5
36	так и	4	5
37	все это	5	5
38	это мы	2	5
39	и что	3	5
40	того что	5	5
41	все эти	3	5
42	так как	9	5
43	с ним	2	5
44	с его	3	4
45	конечно не	2	4
46	и мы	3	4
47	в ней	4	4
48	в нем	4	4
49	то это	3	4
50	не есть	6	4
51	в этих	3	4
52	но это	3	4
53	в них	3	3
54	хотя бы	3	3
55	на этих	2	3
56	что и	3	3
57	да и	2	3
58	что я	3	3
59	но не	2	3
60	уже на	2	3
61	и для	3	3
62	во всех	3	3
63	с богом	4	3
64	уже не	2	3
65	должно быть	3	3
66	и это	2	3
67	нет ничего	3	3
68	не могли	2	3
69	с тем	2	2
70	и есть	4	2
71	это не	2	2
72	если не	3	2
73	к тому	3	2
74	а к	2	2
75	и сам	2	2
76	и потому	7	2
77	людей в	3	2
78	не имеет	3	2
79	его и	2	2
80	на земле	7	2
81	того чтобы	2	2
82	что не	4	2
83	в чем	3	2
84	его не	2	2
85	можно было	2	2
86	их в	3	2
87	и во	2	2
88	вера в	2	2
89	не имел	2	2
90	мы не	2	2
