N	2gram	Medvedev_F_3	FransuaR
1	и в	27	56
2	в романе	4	21
3	в его	7	18
4	таким образом	18	17
5	все эти	6	15
6	в этом	18	14
7	в том	7	13
8	так и	21	13
9	и его	19	12
10	он был	4	12
11	в то	7	12
12	в этих	3	11
13	до конца	4	11
14	как бы	8	11
15	в них	3	11
16	то же	15	11
17	же время	7	10
18	еще не	6	10
19	мы уже	3	10
20	в эпоху	3	10
21	эпохи в	2	9
22	только в	8	9
23	в самом	11	9
24	но и	10	9
25	и не	30	9
26	том что	4	8
27	в сущности	2	8
28	не только	9	8
29	и др	2	8
30	в нем	15	8
31	во всех	3	8
32	и их	5	8
33	все это	7	8
34	и даже	2	8
35	и с	3	8
36	в большинстве	4	7
37	как мы	8	7
38	и на	3	7
39	прежде всего	4	6
40	вовсе не	28	6
41	в ее	4	6
42	в этой	2	6
43	в той	3	6
44	той же	3	6
45	потому что	7	6
46	точки зрения	16	6
47	связи с	5	6
48	и все	8	6
49	связаны с	2	6
50	большинстве случаев	5	6
51	но в	6	6
52	но не	5	5
53	с его	2	5
54	никогда не	5	5
55	в отношении	2	5
56	в пределах	8	5
57	в условиях	3	5
58	ни с	2	5
59	с ее	2	5
60	как и	14	5
61	одним из	3	5
62	мы видели	4	5
63	в процессе	15	5
64	что в	8	5
65	роль в	4	5
66	в результате	5	5
67	такой же	2	5
68	они не	4	5
69	так сказать	5	5
70	в области	2	5
71	и более	3	4
72	что это	3	4
73	и ее	6	4
74	в себе	3	4
75	конечно не	4	4
76	за пределы	2	4
77	в ней	5	4
78	и потому	5	4
79	даже в	2	4
80	при этом	8	4
81	того чтобы	5	4
82	в основе	3	4
83	в своих	6	4
84	их в	3	4
85	ту же	2	4
86	о том	4	4
87	так как	9	4
88	одна из	2	4
89	со всею	2	3
90	всех этих	2	3
91	видели что	2	3
92	в своем	2	3
93	сливаются в	3	3
94	в литературе	6	3
95	главным образом	2	3
96	слов и	4	3
97	более того	6	3
98	может быть	25	3
99	одной из	2	3
100	связи и	2	3
101	был бы	2	3
102	что и	2	3
103	то что	8	3
104	время в	3	3
105	не на	3	3
106	в связи	4	3
107	там где	7	3
108	с помощью	8	3
109	уже не	3	3
110	не в	12	3
111	сказать что	3	3
112	между тем	7	3
113	и самый	2	3
114	к его	3	3
115	слова и	4	3
116	бы в	6	3
117	к которому	2	3
118	только не	2	2
119	если бы	12	2
120	друг другу	2	2
121	из нее	2	2
122	характерно что	2	2
123	он становится	2	2
124	с другой	6	2
125	это не	3	2
126	уже в	4	2
127	не как	2	2
128	и во	2	2
129	превращаются в	2	2
130	могла быть	2	2
131	человека и	2	2
132	на самом	14	2
133	к этому	2	2
134	что он	6	2
135	бы и	3	2
136	можно сказать	3	2
137	ни было	5	2
138	ни в	8	2
139	пародии на	2	2
140	и как	4	2
141	но это	2	2
142	совсем не	5	2
143	а на	2	2
144	между людьми	3	2
145	было бы	6	2
146	в действительности	9	2
147	из них	2	2
148	действительности и	6	2
149	нем и	2	2
150	и эта	3	2
151	между ними	15	2
152	в котором	2	2
153	всех областях	2	2
154	все же	6	2
155	действующих лиц	2	2
156	в своей	6	2
157	вот как	2	2
158	вместе с	6	2
159	самом деле	16	2
160	дело не	2	2
161	данном случае	4	2
162	что она	2	2
163	романа в	3	2
164	только на	4	2
165	другой стороны	5	2
166	так же	9	2
167	как раз	8	2
168	не может	24	2
169	в каком	2	2
170	то ни	4	2
171	является и	2	2
172	а не	17	2
173	весь этот	2	2
174	для того	4	2
175	и для	6	2
176	с точки	14	2
177	его в	7	2
178	бы то	4	2
179	и те	4	2
180	в слове	4	2
181	мы не	4	2
182	от всех	4	2
183	в данном	6	2
184	в которых	3	2
185	ничто не	3	2
186	он и	3	2
187	что они	5	2
188	дело в	2	2
189	с тем	7	2
190	в эту	2	2
