N	2gram	Bakhtin_Pr_1	Tvorches
1	и в	38	21
2	как бы	22	17
3	в то	4	15
4	в его	43	13
5	то же	5	13
6	что в	7	12
7	как и	7	12
8	же время	3	12
9	то есть	46	12
10	с его	2	11
11	том что	3	11
12	в романе	4	10
13	все это	3	10
14	как в	4	8
15	он не	3	8
16	то что	8	8
17	в свою	2	7
18	в том	8	7
19	тем самым	4	7
20	при этом	5	7
21	не только	9	7
22	и не	42	7
23	и на	3	7
24	но в	4	7
25	что он	2	6
26	и все	3	6
27	не менее	4	6
28	в котором	2	6
29	человека в	2	6
30	а в	6	6
31	и его	16	6
32	в этом	15	6
33	о том	4	6
34	отнюдь не	19	5
35	вовсе не	2	5
36	а не	5	5
37	но это	3	5
38	может быть	26	5
39	все же	6	5
40	таким образом	10	5
41	хотя бы	4	5
42	в своих	2	5
43	только в	13	5
44	в своем	5	4
45	прежде всего	13	4
46	в мире	3	4
47	и как	8	4
48	в целом	3	4
49	конечном счете	4	4
50	одной из	3	4
51	не имеют	2	4
52	в конечном	4	4
53	в своей	7	4
54	не может	27	4
55	это не	5	4
56	и от	3	4
57	место в	8	3
58	и другие	2	3
59	никогда не	5	3
60	с другой	7	3
61	что все	2	3
62	в каждом	2	3
63	я не	2	3
64	с ним	5	3
65	в дальнейшем	3	3
66	но не	12	3
67	со всеми	3	3
68	в самом	7	3
69	в нем	15	3
70	и т	14	3
71	но и	9	3
72	в их	10	3
73	и других	2	3
74	на самом	4	3
75	того что	2	3
76	и даже	3	3
77	и с	17	3
78	хотя и	3	3
79	в виде	2	3
80	в россии	2	3
81	далеко не	5	3
82	дело в	2	3
83	подхода к	2	3
84	в основе	5	2
85	а как	3	2
86	в частности	2	2
87	в этих	2	2
88	и мир	2	2
89	к этому	2	2
90	есть не	2	2
91	можно сказать	2	2
92	что и	2	2
93	его как	3	2
94	не в	7	2
95	одна из	2	2
96	ибо в	2	2
97	не нужно	5	2
98	в нашей	2	2
99	действительности и	3	2
100	действительности в	2	2
101	себя как	5	2
102	в ней	4	2
103	в него	2	2
104	себе не	2	2
105	здесь нет	2	2
106	и тем	3	2
107	тем не	3	2
108	но она	2	2
109	данном случае	4	2
110	так и	5	2
111	приводит к	3	2
112	в отличие	5	2
113	не во	2	2
114	как к	2	2
115	человека как	2	2
116	в двух	2	2
117	в себя	2	2
118	здесь мы	2	2
119	самом деле	6	2
120	что не	4	2
121	и у	2	2
122	и наконец	6	2
123	и он	2	2
124	отличие от	5	2
125	или в	2	2
126	сказать что	4	2
127	могут быть	5	2
128	в данном	4	2
129	в себе	4	2
130	т п	13	2
131	о котором	2	2
132	не знает	3	2
133	в чем	2	2
134	в виду	4	2
