N	2gram	Losev_Dial_1	Morfolog
1	может быть	17	52
2	и т	21	49
3	т д	19	47
4	и пр	5	40
5	не может	12	17
6	т е	25	16
7	в этих	5	16
8	могут быть	3	15
9	с этим	2	14
10	и в	18	13
11	в этом	12	13
12	так как	11	12
13	чаще всего	2	11
14	мы видим	4	11
15	заметить что	2	10
16	прежде всего	10	9
17	так и	9	9
18	то же	10	9
19	и не	30	9
20	а не	14	9
21	мы имеем	2	9
22	с другой	6	8
23	что и	3	8
24	вопрос о	2	7
25	в качестве	2	7
26	но если	5	7
27	все же	5	7
28	это не	9	6
29	в том	9	6
30	но не	4	6
31	а в	5	6
32	не менее	2	5
33	если мы	2	5
34	мы увидим	2	5
35	вслед за	2	5
36	как бы	11	5
37	один из	3	5
38	то что	13	5
39	потому что	14	5
40	что в	13	4
41	и как	7	4
42	вовсе не	7	4
43	его самого	2	4
44	об этом	4	4
45	случае не	3	4
46	было бы	12	4
47	несмотря на	10	4
48	не только	13	4
49	то это	4	4
50	как в	2	4
51	как мы	4	4
52	другой стороны	4	4
53	так же	4	4
54	как и	2	4
55	д но	2	4
56	то мы	2	4
57	хотя и	4	4
58	точки зрения	17	4
59	с точки	12	4
60	могла бы	2	4
61	на этом	2	4
62	также и	7	4
63	если в	3	4
64	ничего не	17	4
65	только что	3	3
66	если бы	12	3
67	том что	9	3
68	но все	3	3
69	но это	8	3
70	что они	3	3
71	на нем	2	3
72	он не	3	3
73	не является	3	3
74	ни в	15	3
75	но и	7	3
76	на самом	3	3
77	самом деле	3	3
78	к нему	8	3
79	и для	2	3
80	мы можем	4	3
81	из них	2	3
82	в то	6	3
83	мы должны	5	3
84	но в	6	3
85	значит что	14	3
86	ни к	2	2
87	если она	3	2
88	что ни	3	2
89	и более	4	2
90	в виде	2	2
91	в частности	2	2
92	хотя бы	6	2
93	та же	3	2
94	точно так	2	2
95	что эта	4	2
96	к этому	2	2
97	что он	11	2
98	утверждать что	3	2
99	можно сказать	6	2
100	можно указать	2	2
101	не с	5	2
102	то в	7	2
103	и при	2	2
104	только в	3	2
105	от него	4	2
106	как таковая	2	2
107	есть и	5	2
108	для него	2	2
109	одной стороны	2	2
110	но есть	2	2
111	никто не	2	2
112	или на	2	2
113	следует за	2	2
114	не значит	3	2
115	же можно	2	2
116	не существует	7	2
117	то как	3	2
118	быть и	4	2
119	или менее	3	2
120	есть нечто	10	2
121	и тогда	2	2
122	как например	2	2
123	а с	2	2
124	с одной	2	2
125	все эти	2	2
126	и что	12	2
127	того что	2	2
128	для того	2	2
129	что такое	10	2
130	уже не	2	2
131	не имеет	15	2
132	же может	2	2
133	можно было	5	2
134	в каком	8	2
135	мы получаем	2	2
136	в другом	2	2
137	не знает	2	2
138	или не	5	2
139	или по	2	2
140	или нет	3	2
141	но вот	3	2
142	о том	4	2
143	ясно что	8	2
144	сказать что	10	2
145	как это	4	2
146	более или	3	2
147	живой и	2	2
148	время как	2	2
149	это было	2	2
