N	2gram	Propp_Isto_5	Vladivir
1	и в	25	40
2	то что	7	28
3	и не	11	25
4	не только	13	25
5	у него	2	24
6	но и	13	18
7	в том	6	18
8	том что	8	18
9	что в	8	17
10	в этом	10	16
11	так что	2	14
12	в его	12	14
13	не может	6	14
14	точки зрения	2	13
15	вовсе не	2	13
16	в виде	9	13
17	только в	7	13
18	а именно	4	12
19	сказать что	2	12
20	никогда не	3	11
21	таким образом	9	11
22	потому что	7	11
23	о том	7	11
24	прежде всего	6	10
25	тем не	4	10
26	то это	3	10
27	и потому	2	10
28	и его	9	10
29	не менее	4	9
30	что это	5	9
31	уже не	11	9
32	и с	3	9
33	в своей	2	9
34	в этой	3	8
35	может быть	17	8
36	так же	5	8
37	и что	8	8
38	он не	4	8
39	как мы	5	8
40	а не	2	8
41	что все	4	7
42	и как	3	7
43	несмотря на	2	7
44	а в	3	7
45	так как	11	7
46	с тем	8	7
47	того что	2	7
48	в то	3	7
49	что и	6	7
50	вместе с	22	7
51	как и	7	7
52	и здесь	7	6
53	это значит	2	6
54	и на	8	6
55	по себе	2	6
56	об этом	2	6
57	то в	2	6
58	во всем	2	6
59	если не	4	6
60	но это	7	6
61	и это	4	6
62	значит что	2	6
63	с другой	9	5
64	для нас	5	5
65	все эти	8	5
66	в ней	5	5
67	в истории	4	5
68	что он	22	5
69	мы уже	4	5
70	еще в	2	5
71	в данном	3	5
72	тем что	10	5
73	ничего не	2	5
74	вопрос о	2	4
75	на то	2	4
76	в дальнейшем	4	4
77	такой же	2	4
78	мы должны	4	4
79	при помощи	7	4
80	и все	3	4
81	по существу	2	4
82	но не	5	4
83	еще не	8	4
84	в основном	4	4
85	даже в	2	4
86	говорит о	2	4
87	то же	4	4
88	в течение	2	4
89	все же	10	4
90	или как	2	4
91	перед нами	2	3
92	уже в	2	3
93	же как	4	3
94	в качестве	7	3
95	это не	6	3
96	человека и	2	3
97	мы знаем	8	3
98	но все	5	3
99	одной стороны	7	3
100	но для	2	3
101	как бы	2	3
102	и тем	4	3
103	в нем	7	3
104	к нему	3	3
105	мы видели	7	3
106	в связи	4	3
107	с одной	7	3
108	что здесь	3	3
109	мы имеем	14	3
110	если бы	2	3
111	же в	2	3
112	ее в	2	3
113	находится в	2	3
114	того чтобы	3	3
115	не в	6	3
116	и для	2	3
117	что этот	2	3
118	и вообще	3	3
119	это было	2	3
120	в этих	6	2
121	с этой	2	2
122	и вместе	2	2
123	что его	3	2
124	мы и	2	2
125	в целом	3	2
126	другой стороны	8	2
127	на ступени	2	2
128	в одно	2	2
129	и по	2	2
130	друг друга	3	2
131	можно найти	2	2
132	это время	2	2
133	к его	2	2
134	что мы	2	2
135	его в	9	2
136	в книге	3	2
137	знаем что	6	2
138	это же	3	2
139	но когда	3	2
140	не как	4	2
141	с этим	5	2
142	к этому	2	2
143	но мы	3	2
144	о которых	2	2
145	того же	2	2
146	бросается в	2	2
147	она не	2	2
148	в это	2	2
149	из них	2	2
150	совершенно не	2	2
151	наряду с	4	2
152	но оно	3	2
153	со стороны	2	2
154	как можно	2	2
155	но уже	3	2
156	выше мы	2	2
157	данном случае	2	2
158	на него	8	2
159	оказывается что	2	2
160	для того	3	2
161	роль в	2	2
162	мы не	5	2
163	от этого	4	2
164	на себя	3	2
165	связи с	8	2
166	в европе	3	2
167	а если	2	2
168	в которой	4	2
