N	2gram	Potebnia_M_4	Vvedenie
1	и т	7	42
2	т д	3	36
3	и в	23	32
4	в том	23	31
5	в этом	23	30
6	может быть	26	26
7	том что	12	26
8	не только	10	22
9	для того	6	21
10	того чтобы	4	20
11	таким образом	24	19
12	то что	29	16
13	потому что	33	15
14	так как	14	15
15	не может	11	14
16	в самом	3	13
17	в нем	7	13
18	о том	8	13
19	со стороны	3	13
20	того что	14	12
21	и не	18	12
22	в его	5	12
23	только в	15	12
24	как мы	2	11
25	что такое	7	11
26	в ее	2	11
27	в данном	4	11
28	языка и	3	10
29	что в	17	10
30	но в	8	9
31	и как	2	9
32	в истории	4	9
33	между тем	9	9
34	по себе	11	9
35	то же	14	9
36	в той	4	9
37	не менее	5	8
38	с другой	2	8
39	это не	7	8
40	тем не	4	8
41	не в	11	8
42	именно в	3	8
43	вопрос о	2	7
44	точки зрения	4	7
45	уже и	2	7
46	было бы	8	7
47	самом деле	3	7
48	можно было	2	7
49	только как	4	7
50	не могут	2	6
51	из этих	2	6
52	до сих	4	6
53	же время	3	6
54	один из	2	6
55	но и	11	6
56	все это	5	6
57	и даже	2	6
58	в то	4	6
59	его в	4	6
60	с тем	7	6
61	представить себе	2	6
62	вовсе не	7	6
63	как и	14	6
64	сих пор	4	6
65	а именно	4	6
66	хотя бы	4	6
67	и его	2	6
68	этот вопрос	3	6
69	тем что	10	6
70	и это	2	6
71	уже в	5	5
72	иное как	2	5
73	течением времени	2	5
74	так что	5	5
75	на этот	2	5
76	как бы	5	5
77	с течением	2	5
78	и тем	4	5
79	а как	2	5
80	данном случае	2	5
81	в которых	3	5
82	сказать что	8	5
83	в них	3	5
84	об этом	2	5
85	по своему	2	5
86	есть и	2	5
87	не есть	9	5
88	вместе с	6	5
89	т п	4	5
90	в течение	2	5
91	а не	12	5
92	что не	6	5
93	могут быть	7	5
94	на вопрос	4	4
95	независимо от	6	4
96	в каждом	3	4
97	этом случае	5	4
98	всяком случае	3	4
99	в котором	4	4
100	по мере	7	4
101	так или	2	4
102	по отношению	10	4
103	и что	7	4
104	не имеет	5	4
105	а в	5	4
106	даже и	3	4
107	что иное	2	4
108	в первом	3	4
109	мы имеем	4	4
110	как она	2	4
111	в разных	3	4
112	по крайней	5	4
113	относящихся к	2	4
114	что он	4	4
115	не что	2	4
116	еще не	3	4
117	крайней мере	5	4
118	отношению к	8	4
119	только что	3	4
120	внимание на	5	4
121	в виде	2	4
122	уже не	3	4
123	и для	2	4
124	той же	3	4
125	или иначе	2	4
126	и то	5	4
127	во всяком	5	4
128	само по	5	4
129	в себе	14	4
130	быть названо	4	4
131	что это	7	3
132	и есть	3	3
133	в этих	3	3
134	так называемых	3	3
135	бы и	5	3
136	можно сказать	4	3
137	к тому	3	3
138	что может	2	3
139	да и	4	3
140	но что	2	3
141	при этом	15	3
142	хотя и	5	3
143	в ней	2	3
144	не вполне	2	3
145	в виду	3	3
146	то это	8	3
147	к нему	5	3
148	отношение к	2	3
149	на том	2	3
150	дело не	2	3
151	что она	2	3
152	отношений между	2	3
153	в своем	8	3
154	все эти	3	3
155	и других	3	3
156	так же	4	3
157	и на	3	3
158	языка в	2	3
159	говорить о	5	3
160	что даже	2	3
161	при помощи	3	3
162	на нее	3	3
163	тогда когда	8	3
164	если бы	13	3
165	не как	2	3
166	в различных	2	3
167	и к	6	3
168	чтобы понять	2	3
169	связи с	3	3
170	чем в	2	3
171	в одном	4	3
172	в сущности	2	3
173	как оно	2	3
174	что и	7	3
175	что же	5	3
176	на основании	4	3
177	в каком	4	3
178	и вообще	2	3
179	об отношении	2	3
180	в области	2	3
181	до того	3	2
182	все более	3	2
183	никогда не	3	2
184	тому что	2	2
185	точно так	2	2
186	чем больше	2	2
187	не нужно	2	2
188	это есть	3	2
189	но это	3	2
190	что если	6	2
191	имеет свою	2	2
192	обратить внимание	2	2
193	и др	2	2
194	природы и	2	2
195	от того	4	2
196	вообще и	3	2
197	мы говорим	7	2
198	не было	12	2
199	именно на	2	2
200	этих случаях	2	2
201	есть только	5	2
202	должно быть	5	2
203	наука не	2	2
204	языка с	3	2
205	виде в	2	2
206	не следует	2	2
207	в более	2	2
208	и с	4	2
209	и так	3	2
210	с этим	7	2
211	и здесь	2	2
212	же самое	4	2
213	когда мы	6	2
214	бы в	2	2
215	так и	6	2
216	и чем	2	2
217	не существует	2	2
218	ни к	2	2
219	по признаку	2	2
220	на котором	4	2
221	состоит в	2	2
222	значение и	2	2
223	есть не	4	2
224	не с	2	2
225	как наука	2	2
226	у нас	2	2
227	его к	2	2
228	и при	2	2
229	тем более	5	2
230	что чем	2	2
231	что мы	10	2
232	мы должны	2	2
233	мы уже	3	2
234	том же	2	2
235	этого слова	7	2
236	и до	3	2
237	но уже	3	2
238	быть и	2	2
239	и сама	2	2
240	мысли и	7	2
241	только на	4	2
242	в языке	16	2
243	связь между	3	2
244	и науки	2	2
245	тогда как	4	2
246	того как	6	2
247	например что	2	2
248	хотя в	2	2
249	из которых	2	2
250	между ними	4	2
251	с точки	3	2
252	мы не	8	2
253	есть лишь	2	2
254	тому как	2	2
255	которое в	3	2
256	в силу	7	2
257	мы можем	10	2
258	подобно тому	2	2
259	если же	4	2
260	как искусство	3	2
261	а если	2	2
262	нашего времени	3	2
