N	2gram	Tiupa_Lite_2	Dialekti
1	и не	11	30
2	может быть	17	20
3	и в	19	19
4	не только	8	19
5	и т	2	17
6	а не	20	16
7	в себе	6	15
8	то что	7	14
9	и даже	8	14
10	в том	10	14
11	как бы	2	14
12	так как	3	14
13	потому что	2	14
14	вовсе не	2	13
15	но и	10	12
16	то же	12	12
17	точки зрения	4	12
18	как и	10	10
19	и как	3	10
20	в нем	3	10
21	так и	7	10
22	том что	7	10
23	никогда не	3	9
24	по крайней	2	9
25	крайней мере	2	9
26	не может	9	9
27	личности в	3	8
28	прежде всего	4	8
29	с точки	3	8
30	не в	4	8
31	в этом	9	8
32	как это	2	7
33	но это	3	7
34	и к	2	7
35	что в	4	7
36	и то	3	7
37	в поэзии	3	7
38	так что	4	7
39	я не	5	6
40	что он	3	6
41	что не	2	6
42	отнюдь не	4	6
43	в то	9	6
44	но не	5	6
45	того что	5	6
46	не могу	2	6
47	жизни и	4	6
48	с другой	8	5
49	же время	9	5
50	что и	2	5
51	а именно	3	5
52	как раз	2	5
53	все равно	2	5
54	и что	2	5
55	на свете	2	5
56	и его	3	5
57	но как	2	5
58	о том	2	5
59	и с	3	5
60	в виду	2	5
61	уже в	2	4
62	в одном	2	4
63	в ее	2	4
64	все же	2	4
65	при этом	6	4
66	одно и	2	4
67	еще не	2	4
68	он не	5	4
69	хотя бы	2	4
70	другой стороны	4	4
71	и только	2	4
72	а в	3	4
73	одно из	2	4
74	могут быть	2	4
75	в другом	3	4
76	как он	2	4
77	с ним	2	4
78	поэзии и	2	4
79	не менее	6	3
80	же как	2	3
81	ведь это	2	3
82	но только	2	3
83	уже не	2	3
84	в этой	3	3
85	было бы	2	3
86	себе и	3	3
87	себе не	2	3
88	даже в	4	3
89	из них	2	3
90	то как	2	3
91	не было	2	3
92	это как	2	3
93	в данном	3	3
94	ничего не	3	3
95	в противоположность	2	2
96	в частности	4	2
97	в какой	2	2
98	в конце	2	2
99	тем не	2	2
100	сознания на	2	2
101	же в	2	2
102	что я	2	2
103	я по	2	2
104	в истории	2	2
105	ведь мы	2	2
106	с тем	2	2
107	очевидно что	2	2
108	и нет	2	2
109	в сущности	3	2
110	в искусстве	4	2
111	не по	2	2
112	в ней	4	2
113	в сфере	4	2
114	если в	2	2
115	говоря уже	2	2
116	себя в	6	2
117	в мире	9	2
118	во всех	3	2
119	не говоря	2	2
120	данном случае	3	2
121	в каждом	2	2
122	в их	3	2
123	т п	2	2
124	не раз	2	2
125	с ее	2	2
126	с одной	7	2
127	а потому	2	2
128	тем же	3	2
129	как я	3	2
130	в своих	2	2
131	в результате	2	2
132	тем что	4	2
133	уже о	2	2
134	в области	4	2
135	но в	2	2
136	я и	4	2
137	в жизни	2	2
138	вместе с	5	2
139	на этом	2	2
