N	2gram	Vinokur_St_3	Myshleni
1	точки зрения	7	26
2	таким образом	10	26
3	в том	20	24
4	и в	25	23
5	том что	15	21
6	в целом	4	20
7	с точки	4	18
8	то что	12	17
9	в этом	24	17
10	не только	12	16
11	того что	5	15
12	для того	2	15
13	что в	19	14
14	может быть	19	14
15	но и	9	14
16	как и	4	14
17	в его	12	14
18	не может	7	12
19	в развитии	2	12
20	как бы	6	11
21	сказать что	4	11
22	с другой	5	10
23	прежде всего	10	10
24	в отношении	2	10
25	в качестве	4	9
26	одной стороны	3	9
27	не является	3	9
28	другой стороны	5	9
29	и не	10	9
30	между тем	6	9
31	и с	4	9
32	вместе с	2	9
33	самого начала	2	8
34	с самого	2	8
35	с одной	2	8
36	заключается в	2	8
37	нас к	2	8
38	и на	6	8
39	то же	5	8
40	в этой	14	7
41	в самом	2	7
42	в то	7	7
43	так как	3	7
44	с тем	4	7
45	что он	19	7
46	мы не	2	7
47	и ее	2	7
48	в другом	3	7
49	все время	2	6
50	независимо от	5	6
51	с этой	3	6
52	к слову	2	6
53	и тем	4	6
54	от того	2	6
55	все это	8	6
56	лишь в	4	6
57	потому что	5	6
58	с этим	7	6
59	о том	8	6
60	в сущности	2	6
61	и его	3	6
62	тем что	19	6
63	только в	6	6
64	тому что	3	5
65	в какой	3	5
66	то время	4	5
67	можно сказать	4	5
68	на то	5	5
69	для этого	2	5
70	что для	3	5
71	в своих	8	5
72	что мы	3	5
73	если бы	4	5
74	но в	5	5
75	и более	3	5
76	и что	3	5
77	он не	5	5
78	так и	5	5
79	как мы	2	5
80	связан с	3	5
81	тем более	3	5
82	из этого	4	5
83	но не	2	4
84	что все	3	4
85	в свою	2	4
86	только что	2	4
87	не в	6	4
88	время как	4	4
89	в котором	5	4
90	все эти	3	4
91	не столько	2	4
92	этом отношении	4	4
93	в результате	2	4
94	с его	3	4
95	к этому	3	4
96	и к	4	4
97	в чем	4	4
98	было бы	7	4
99	к тому	2	4
100	должен быть	2	4
101	в своей	4	4
102	сих пор	2	4
103	как в	6	4
104	как раз	3	4
105	а с	2	4
106	говорит что	5	4
107	мы видим	4	4
108	ни в	5	4
109	как на	6	4
110	этого слова	2	4
111	до сих	2	4
112	уже в	3	3
113	что это	16	3
114	все более	2	3
115	из этих	6	3
116	одного из	2	3
117	в такой	2	3
118	показывает что	3	3
119	что именно	2	3
120	что они	2	3
121	в общем	4	3
122	том чтобы	2	3
123	и если	3	3
124	на эти	3	3
125	в их	3	3
126	то и	2	3
127	и других	2	3
128	мы находим	2	3
129	его не	2	3
130	в которых	2	3
131	вовсе не	2	3
132	в одной	2	3
133	тогда когда	2	3
134	всяком случае	4	3
135	в новом	2	3
136	этих двух	2	3
137	об этом	5	3
138	такой же	2	3
139	во всех	2	3
140	все же	4	3
141	самом деле	2	3
142	а не	5	3
143	из которых	4	3
144	во всяком	4	3
145	могут быть	2	3
146	в каком	4	3
147	связи с	3	3
148	и это	5	3
149	ответ на	5	3
150	в которой	4	3
151	в области	6	3
152	ничего не	4	3
153	связана с	4	2
154	на вопрос	3	2
155	никогда не	2	2
156	является как	2	2
157	точку зрения	2	2
158	что у	2	2
159	в конце	6	2
160	от них	2	2
161	в смысле	4	2
162	что его	2	2
163	но все	2	2
164	на этом	3	2
165	же время	3	2
166	для него	3	2
167	несмотря на	3	2
168	не имеет	2	2
169	один из	2	2
170	что отдельные	2	2
171	той же	2	2
172	начиная с	2	2
173	и наконец	3	2
174	а в	6	2
175	что этот	3	2
176	одно из	2	2
177	в словах	3	2
178	говорить о	3	2
179	что эти	4	2
180	в этих	11	2
181	на нее	2	2
182	более и	2	2
183	всех этих	3	2
184	речь идет	2	2
185	он может	2	2
186	в них	5	2
187	к сожалению	2	2
188	только тогда	2	2
189	связано с	5	2
190	всего в	4	2
191	ее в	2	2
192	слова как	2	2
193	в течение	4	2
194	уже не	3	2
195	и пр	13	2
196	в речи	4	2
197	к этим	2	2
198	можно назвать	4	2
199	в виде	3	2
200	этого рода	3	2
201	что если	2	2
202	что эта	2	2
203	заметить что	2	2
