N	2gram	Losev_Prob_1	Myshleni
1	в том	9	42
2	том что	12	35
3	таким образом	6	25
4	точки зрения	3	24
5	в этом	19	24
6	в качестве	2	21
7	и в	32	20
8	что в	12	19
9	то же	10	16
10	то что	42	15
11	не только	17	15
12	что они	3	14
13	мышления и	4	14
14	как мы	7	13
15	с другой	3	12
16	при этом	6	12
17	в их	4	12
18	потому что	16	12
19	может быть	14	12
20	так же	9	11
21	в его	6	11
22	мы должны	5	11
23	с точки	3	11
24	того что	7	10
25	в истории	4	10
26	так как	11	10
27	в отношении	3	10
28	мы видим	2	10
29	если мы	11	10
30	и то	6	10
31	в себе	15	10
32	только в	7	10
33	и как	6	9
34	но и	9	9
35	другой стороны	3	9
36	между тем	2	9
37	как это	6	9
38	как и	3	9
39	того же	3	9
40	понятия и	2	9
41	и не	31	8
42	и тем	13	8
43	и что	9	8
44	в результате	2	8
45	этом смысле	6	8
46	было бы	8	8
47	вместе с	2	8
48	как бы	14	7
49	что мы	13	7
50	же самое	9	7
51	в своей	8	7
52	самом деле	6	7
53	тем самым	4	7
54	а не	15	7
55	того чтобы	9	7
56	тем что	7	7
57	могут быть	2	7
58	уже в	3	6
59	одного и	2	6
60	к тому	3	6
61	же как	2	6
62	такого рода	7	6
63	в самом	6	6
64	не может	8	6
65	и на	8	6
66	сказать что	13	6
67	его в	6	6
68	с тем	5	6
69	что он	7	6
70	можно было	3	6
71	перед нами	5	5
72	никогда не	7	5
73	это не	6	5
74	на то	8	5
75	в действительности	3	5
76	что такое	6	5
77	не является	5	5
78	только не	3	5
79	если бы	4	5
80	и его	3	5
81	с этим	3	5
82	и того	2	5
83	о том	11	5
84	мы уже	5	5
85	так и	12	5
86	как в	4	5
87	для того	8	5
88	все эти	8	5
89	мы можем	4	5
90	все время	2	4
91	тому что	4	4
92	в своем	5	4
93	для нас	5	4
94	является не	2	4
95	указывают на	2	4
96	из них	3	4
97	на один	2	4
98	на том	4	4
99	и только	4	4
100	что оно	3	4
101	как они	2	4
102	как он	4	4
103	в сознании	5	4
104	и с	2	4
105	нашего исследования	2	4
106	на первый	2	4
107	и при	2	4
108	по своему	9	4
109	в сущности	2	4
110	этот предмет	3	4
111	только что	2	4
112	во всей	3	4
113	что понятие	3	4
114	не в	4	4
115	и для	4	4
116	во всяком	7	4
117	которые в	2	4
118	в области	2	4
119	не могут	2	3
120	не менее	19	3
121	в этих	3	3
122	точно так	4	3
123	что все	3	3
124	и понятие	2	3
125	а только	5	3
126	так что	6	3
127	в этой	10	3
128	но что	2	3
129	не имеют	5	3
130	и является	7	3
131	в виду	6	3
132	всяком случае	3	3
133	один из	4	3
134	в связи	4	3
135	именно в	4	3
136	должно быть	2	3
137	предметы в	4	3
138	на его	2	3
139	но в	14	3
140	говорили выше	2	3
141	отнюдь не	10	3
142	и во	3	3
143	этом случае	2	3
144	по существу	2	3
145	но не	9	3
146	со всеми	2	3
147	не являются	5	3
148	мы говорили	4	3
149	совершенно не	6	3
150	этого понятия	2	3
151	на этот	3	3
152	нас в	2	3
153	ни в	7	3
154	является в	2	3
155	в виде	15	3
156	различие в	3	3
157	связи с	5	3
158	ничего общего	11	3
159	в чем	3	3
160	в которой	2	3
161	содержит в	7	2
162	мы будем	2	2
163	мы называем	2	2
164	прежде всего	10	2
165	в настоящее	3	2
166	это мы	2	2
167	именно то	3	2
168	общего между	5	2
169	мы и	4	2
170	что если	2	2
171	для него	2	2
172	случае не	3	2
173	что это	3	2
174	для построения	2	2
175	предметов и	6	2
176	но для	3	2
177	в него	2	2
178	в нем	13	2
179	к нему	3	2
180	от других	2	2
181	другими словами	3	2
182	данном случае	8	2
183	смысле и	2	2
184	не просто	23	2
185	этой области	2	2
186	понятие и	2	2
187	действительности в	3	2
188	не имеет	2	2
189	мы наблюдаем	2	2
190	а в	4	2
191	вообще не	2	2
192	во многих	2	2
193	указывать на	2	2
194	также и	11	2
195	в данном	9	2
196	из этих	2	2
197	и здесь	6	2
198	но как	6	2
199	что здесь	3	2
200	настоящее время	3	2
201	их в	4	2
202	когда мы	8	2
203	мы имеем	2	2
204	и которые	5	2
205	нисколько не	3	2
206	уже и	3	2
207	а потом	2	2
208	ясно что	3	2
209	сейчас же	3	2
210	мы возьмем	2	2
211	указывает на	14	2
212	еще не	9	2
213	мы в	3	2
214	никак не	4	2
215	все другие	2	2
216	далеко не	5	2
217	а также	4	2
218	не есть	29	2
219	только на	4	2
220	входит в	4	2
221	того как	3	2
222	если не	4	2
223	в таком	9	2
224	тому как	2	2
225	что этот	2	2
226	на одном	2	2
227	подобно тому	2	2
228	в каком	3	2
229	вопроса о	2	2
230	как оно	3	2
231	и это	9	2
232	здесь не	7	2
233	едва ли	2	2
234	которые не	3	2
235	или понятие	2	2
236	значит что	3	2
