N	2gram	Tiupa_Anal_3	VeschiIm
1	не есть	4	49
2	не может	2	33
3	не только	22	31
4	может быть	9	29
5	и не	12	28
6	и в	18	26
7	то что	2	24
8	а не	9	20
9	в имени	2	15
10	что она	2	14
11	только в	2	14
12	по себе	4	13
13	было бы	3	12
14	но и	13	12
15	сказать что	2	12
16	есть не	2	12
17	все же	4	12
18	в себя	2	12
19	и ее	2	12
20	таким образом	4	11
21	с нею	2	11
22	а и	4	11
23	то же	3	10
24	уже не	5	10
25	в ней	2	10
26	как бы	10	10
27	что мы	2	10
28	в том	9	9
29	в самом	5	9
30	прежде всего	5	9
31	что не	3	9
32	еще и	3	9
33	с ее	3	8
34	в себе	2	8
35	ничего не	3	8
36	совершенно не	2	7
37	говорить о	3	7
38	в то	3	7
39	его в	3	7
40	том что	12	7
41	указывает на	3	7
42	себя в	4	7
43	не будет	3	7
44	как раз	7	7
45	в этом	14	7
46	и как	4	6
47	что они	3	6
48	что в	9	6
49	для него	6	6
50	со стороны	9	6
51	в результате	5	6
52	точки зрения	3	6
53	когда мы	2	6
54	но в	2	6
55	по крайней	4	6
56	крайней мере	4	6
57	бы и	2	6
58	не менее	4	5
59	это не	2	5
60	тем не	2	5
61	не в	6	5
62	свою очередь	4	5
63	еще не	6	5
64	а в	10	5
65	как к	2	5
66	с тем	2	5
67	отнюдь не	4	5
68	в свою	5	5
69	в ее	3	5
70	это и	2	5
71	одна из	2	5
72	но не	7	5
73	того же	5	5
74	в сущности	5	5
75	и для	2	5
76	на себя	2	5
77	в своем	4	4
78	с другой	7	4
79	же время	3	4
80	в их	6	4
81	и даже	8	4
82	с этим	3	4
83	о том	6	4
84	и все	2	4
85	как и	14	4
86	во всех	2	4
87	не предполагает	2	4
88	и потому	2	4
89	что и	5	4
90	с точки	2	4
91	мы не	3	4
92	в данном	4	4
93	тем что	2	4
94	сама по	2	3
95	никогда не	5	3
96	можно сказать	4	3
97	к тому	6	3
98	несмотря на	2	3
99	и сам	4	3
100	в нем	2	3
101	все это	3	3
102	отношения к	2	3
103	но как	3	3
104	мы имеем	5	3
105	в одном	4	3
106	в жизни	2	3
107	один из	2	3
108	что он	4	3
109	могла бы	2	3
110	вместе с	2	3
111	так и	14	3
112	да и	2	3
113	есть имя	2	3
114	в той	2	3
115	самом деле	2	3
116	тому как	2	3
117	подобно тому	3	3
118	с самим	2	3
119	я в	5	3
120	вопроса о	2	3
121	в частности	12	2
122	обе эти	2	2
123	в первой	8	2
124	данном случае	3	2
125	а а	5	2
126	и вот	2	2
127	в слове	5	2
128	во втором	4	2
129	не мог	2	2
130	жизнь и	3	2
131	в первом	2	2
132	как это	3	2
133	то есть	10	2
134	мы можем	2	2
135	но они	2	2
136	о которой	2	2
137	о чем	4	2
138	не с	2	2
139	о которых	2	2
140	то в	2	2
141	в качестве	12	2
142	об этом	2	2
143	он не	6	2
144	только к	2	2
145	когда он	2	2
146	как в	3	2
147	приводит к	4	2
148	тогда как	20	2
149	и его	13	2
150	той же	5	2
151	не случайно	8	2
152	во всяком	2	2
153	дело в	2	2
154	в особенности	3	2
