N	2gram	Voloshinov_1	Tvorches
1	и в	15	21
2	как бы	11	17
3	в то	6	15
4	в его	9	13
5	то же	7	13
6	что в	6	12
7	как и	6	12
8	же время	5	12
9	с его	8	11
10	том что	5	11
11	все это	5	10
12	как в	3	8
13	он не	4	8
14	то что	10	8
15	во многом	2	7
16	у него	3	7
17	в свою	2	7
18	в том	4	7
19	при этом	7	7
20	не только	5	7
21	и не	16	7
22	и на	3	7
23	но в	9	7
24	он сам	4	6
25	что он	8	6
26	жизни в	3	6
27	и все	4	6
28	не менее	3	6
29	для него	5	6
30	человека в	3	6
31	а в	6	6
32	и его	15	6
33	в этом	13	6
34	отнюдь не	2	5
35	вовсе не	2	5
36	а не	2	5
37	но это	2	5
38	может быть	13	5
39	в этой	5	5
40	все же	5	5
41	таким образом	21	5
42	хотя бы	7	5
43	в своих	4	5
44	потому что	4	5
45	только в	6	5
46	в человеке	5	4
47	в своем	2	4
48	человека и	6	4
49	прежде всего	11	4
50	в целом	2	4
51	одним из	3	4
52	один из	4	4
53	в своей	9	4
54	мысли и	4	4
55	не может	13	4
56	это не	2	4
57	в основном	2	4
58	не существует	3	3
59	самого начала	5	3
60	и другие	2	3
61	никогда не	7	3
62	что все	5	3
63	я не	3	3
64	с ним	12	3
65	с ее	3	3
66	с самого	7	3
67	в дальнейшем	2	3
68	но не	5	3
69	со всеми	3	3
70	в самом	6	3
71	той же	2	3
72	но если	2	3
73	в нем	4	3
74	жизни и	5	3
75	время в	2	3
76	но и	4	3
77	ее в	2	3
78	уже не	5	3
79	по мнению	6	3
80	на самом	2	3
81	это как	3	3
82	того что	2	3
83	и даже	2	3
84	и по	5	3
85	и с	7	3
86	на протяжении	5	3
87	далеко не	4	3
88	дело в	2	3
89	так как	9	3
90	подхода к	2	3
91	я и	6	3
92	ни на	2	3
93	в основе	3	2
94	в этих	2	2
95	в качестве	2	2
96	стремление к	2	2
97	в жизни	5	2
98	к этому	7	2
99	можно сказать	4	2
100	что и	2	2
101	об этом	4	2
102	не в	4	2
103	одна из	3	2
104	до конца	5	2
105	тот же	5	2
106	к тому	4	2
107	только на	2	2
108	в одной	2	2
109	в ней	5	2
110	к ней	2	2
111	в него	2	2
112	тем не	2	2
113	во второй	5	2
114	вместе с	4	2
115	данном случае	3	2
116	так и	10	2
117	приводит к	2	2
118	именно в	3	2
119	еще более	2	2
120	в себя	5	2
121	что она	2	2
122	самом деле	7	2
123	и у	6	2
124	и наконец	10	2
125	же с	2	2
126	в мир	3	2
127	сказать что	6	2
128	в первом	2	2
129	могут быть	6	2
130	в данном	3	2
131	в себе	4	2
132	страх перед	2	2
133	не знает	3	2
134	человек может	2	2
135	человека с	2	2
136	так сказать	3	2
137	в чем	4	2
